mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,197,199,200,201,202,n_gl
asthma,Drug,flovent 250mcg,2,,,,,,2,,2
asthma,Drug,flovent diskus 100 âµg,2,,,,,,2,,2
asthma,Drug,floventâ„¢ diskusâ„¢ 100 mcg bid,2,,,,,,2,,2
asthma,Drug,fluticasone propionate (flixonaseâ®),2,,,,,2,,,2
asthma,Drug,fluticasone propionate 250 mcg,1,,1,,,,2,,2
asthma,Drug,fluticasone propionate 250 mcg bid,2,,,,,2,,,2
asthma,Drug,fluticasone propionate combination,2,,,,,2,,,2
asthma,Drug,fluticasone propionate/salmeterol xinofoate 250/50 mcg bid,2,,,,,2,,,2
asthma,Drug,fluticasone/salmeterol,1,,1,,,,2,,2
asthma,Drug,fp 100mcg,2,,,,,2,,,2
asthma,Drug,fp 250mcg,2,,,,,2,,,2
asthma,Drug,fp 500mcg,2,,,,,2,,,2
asthma,Drug,fsc 100,2,,,,,2,,,2
asthma,Drug,fsc 100/50mcg,2,,,,,2,,,2
asthma,Drug,fsc 250,2,,,,,2,,,2
asthma,Drug,fsc 250/50mcg,2,,,,,2,,,2
asthma,Drug,levalbuterol,1,,1,,,2,,,2
asthma,Drug,"mk0476, montelukast sodium",2,,,,,2,,,2
asthma,Drug,mk0476; montelukast sodium,2,,,,,2,,,2
asthma,Drug,mometasone,1,,1,,,1,1,,2
asthma,Drug,mometasone furoate dry powder inhaler,2,,,,,2,,,2
asthma,Drug,qvar,1,,1,,,1,1,,2
asthma,Drug,qvarâ® (beclometasone dipropionate hfa),2,,,,,,2,,2
asthma,Drug,saline,2,,,,,2,,,2
asthma,Drug,salmeterol xinafoate,2,,,,,2,,,2
asthma,Drug,salmeterol xinofoate 250,2,,,,,2,,,2
asthma,placebo,comparator: placebo,2,,,,,2,,,2
asthma,placebo,montelukast placebo granã¼le,2,,,,,,2,,2
asthma,placebo,placebos,1,,1,,,,2,,2
"asthma, exercise-induced",Drug,fluticasone propionate,2,,,,,2,,,2
"asthma, exercise-induced",Drug,fluticasone propionate/salmeterol,2,,,,,2,,,2
"asthma, exercise-induced",Drug,montelukast,2,,,,,2,,,2
"asthma, exercise-induced",Drug,salmeterol,2,,,,,2,,,2
"asthma, exercise-induced",placebo,placebo,2,,,,,1,1,,2
atherosclerosis,placebo,placebo,17,,3,,,3,17,,20
atherosclerosis,Drug,aspirin,7,,,,,4,3,,7
atherosclerosis,Drug,ezetimibe,4,,3,,,7,,,7
atherosclerosis,Drug,rosuvastatin,3,,2,,,3,2,,5
atherosclerosis,Drug,atorvastatin,3,,1,,,4,,,4
atherosclerosis,Drug,cilostazol,4,,,,,3,1,,4
atherosclerosis,Drug,clopidogrel,3,,,,,1,2,,3
atherosclerosis,Drug,simvastatin,3,,,,,3,,,3
atherosclerosis,Biological,adalimumab,2,,,,,,2,,2
atherosclerosis,Drug,dipyridamole,2,,,,,1,1,,2
atherosclerosis,Drug,ezetimibe / atorvastatin,1,,1,,,2,,,2
atherosclerosis,Drug,ezetimibe / simvastatin,2,,,,,2,,,2
atherosclerosis,Drug,levothyroxine,2,,,,,,2,,2
atherosclerosis,Drug,metformin,2,,,,,,2,,2
atherosclerosis,Drug,sitagliptin,2,,,,,,2,,2
atrial fibrillation,placebo,placebo,10,,1,,,4,7,,11
atrial fibrillation,Drug,warfarin,7,,1,,,,8,,8
atrial fibrillation,Drug,apixaban,6,,,,,,6,,6
atrial fibrillation,Drug,dronedarone,3,,3,,,,6,,6
atrial fibrillation,Drug,amiodarone,4,,1,,,3,2,,5
atrial fibrillation,Drug,fish oil,4,,,,,,4,,4
atrial fibrillation,Drug,antiarrhythmic drugs,2,,1,,,2,1,,3
atrial fibrillation,Drug,dabigatran,2,,1,,,,3,,3
atrial fibrillation,Drug,phenprocoumon,2,,1,,,,3,,3
atrial fibrillation,Other,genotype-guided dosing algorithm,3,,,,,,3,,3
atrial fibrillation,placebo,placebo (for dronedarone),,,3,,,,3,,3
atrial fibrillation,Procedure,ablation,2,,1,,,,3,,3
atrial fibrillation,Procedure,atrial fibrillation ablation,3,,,,,,3,,3
atrial fibrillation,Device,atriclipâ® gillinov-cosgroveâ„¢ laa exclusion systems,2,,,,,,2,,2
atrial fibrillation,Device,catheter ablation,1,,1,,,,2,,2
atrial fibrillation,Device,rf ablation,1,,1,,,1,1,,2
atrial fibrillation,Device,thermocoolâ® smarttouchâ„¢,2,,,,,,2,,2
atrial fibrillation,Device,thermocoolâ® smarttouchâ„¢ catheter (including surround flow),2,,,,,,2,,2
atrial fibrillation,Drug,atorvastatin,2,,,,,,2,,2
atrial fibrillation,Drug,beta blocker,2,,,,,,2,,2
atrial fibrillation,Drug,diltiazem,2,,,,,,2,,2
atrial fibrillation,Drug,marevanâ®,2,,,,,,2,,2
atrial fibrillation,Drug,metoprolol,2,,,,,,2,,2
atrial fibrillation,Drug,rivaroxaban,2,,,,,,2,,2
atrial fibrillation,Drug,vitamin k antagonist,2,,,,,,2,,2
atrial fibrillation,Other,non-genotype-guided dosing algorithm,2,,,,,,2,,2
atrial fibrillation,Procedure,arctic frontâ® catheter vs. hd mesh ablatorâ® catheter,,,2,,,,2,,2
atrial fibrillation,Procedure,catheter ablation,1,,1,,,,2,,2
atrophy,placebo,placebo,2,,,,,1,1,,2
attention deficit and disruptive behavior disorders,Drug,risperidone,2,,1,,,,3,,3
attention deficit and disruptive behavior disorders,Drug,methylphenidate,1,,1,,,1,1,,2
attention deficit and disruptive behavior disorders,placebo,placebo,2,,,,,1,1,,2
attention deficit disorder with hyperactivity,placebo,placebo,42,,3,,,18,27,,45
attention deficit disorder with hyperactivity,Drug,atomoxetine,17,,3,,,11,9,,20
attention deficit disorder with hyperactivity,Drug,methylphenidate,14,,1,,,5,10,,15
attention deficit disorder with hyperactivity,Drug,lisdexamfetamine dimesylate,6,,,,,1,5,,6
attention deficit disorder with hyperactivity,Drug,atomoxetine hydrochloride,4,,,,,4,,,4
attention deficit disorder with hyperactivity,Drug,lisdexamfetamine,3,,1,,,,4,,4
attention deficit disorder with hyperactivity,Drug,vyvanse,4,,,,,1,3,,4
attention deficit disorder with hyperactivity,Drug,methylphenidate hydrochloride,3,,,,,1,2,,3
attention deficit disorder with hyperactivity,Drug,naltrexone,2,,1,,,,3,,3
attention deficit disorder with hyperactivity,Drug,oros-methylphenidate,3,,,,,2,1,,3
attention deficit disorder with hyperactivity,Behavioral,parent management training,2,,,,,,2,,2
attention deficit disorder with hyperactivity,Behavioral,parent training,2,,,,,1,1,,2
attention deficit disorder with hyperactivity,Drug,adderall â® immediate release,2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,adderall xr â®,2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,aripiprazole,2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,concerta (methylphenidate hcl),2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,dex-methylphenidate hydrochloride extended release (focalinâ® xr),2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,dextroamphetamine,2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,extended release methylphenidate (medikinet retardâ®),,,2,,,,2,,2
attention deficit disorder with hyperactivity,Drug,guanfacine,2,,,,,,2,,2
attention deficit disorder with hyperactivity,Drug,guanfacine extended release,2,,,,,,2,,2
attention deficit disorder with hyperactivity,Drug,immediate release methylphenidate (medikinetâ®),,,2,,,,2,,2
attention deficit disorder with hyperactivity,Drug,methylphenidate (ritalinâ®),2,,,,,,2,,2
attention deficit disorder with hyperactivity,Drug,methylphenidate transdermal system,2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,oros methylphenidate,2,,,,,2,,,2
attention deficit disorder with hyperactivity,Drug,oros mph,2,,,,,,2,,2
attention deficit disorder with hyperactivity,Drug,risperidone,1,,1,,,,2,,2
attention deficit disorder with hyperactivity,Drug,ritalin laâ„¢,2,,,,,2,,,2
autism spectrum disorder,placebo,placebo,4,,,,,1,3,,4
autism spectrum disorder,Drug,aripiprazole,2,,,,,,2,,2
autism spectrum disorder,Drug,atomoxetine,2,,,,,1,1,,2
autistic disorder,placebo,placebo,5,,,,,2,3,,5
autistic disorder,Drug,aripiprazole,3,,,,,,3,,3
autistic disorder,Drug,atomoxetine,2,,,,,1,1,,2
autistic disorder,Drug,risperidone,2,,,,,,2,,2
avitaminosis,Drug,cholecalciferol,2,,,,,,2,,2
avitaminosis,placebo,placebo,2,,,,,,2,,2
back pain,placebo,placebo,9,,4,,,3,10,,13
back pain,Drug,lidodermâ®,4,,2,,,6,,,6
back pain,Device,precision spinal cord stimulation system,1,,3,,,4,,,4
back pain,Drug,morphine,4,,,,,1,3,,4
back pain,Drug,naproxen,4,,,,,,4,,4
back pain,Drug,oxycodone,4,,,,,,4,,4
back pain,Drug,duloxetine,2,,1,,,,3,,3
back pain,Behavioral,educational intervention,1,1,,,,,1,1,2
back pain,Device,diamâ„¢ spinal stabilization system,2,,,,,,2,,2
back pain,Drug,acetaminophen,1,,1,,,,2,,2
back pain,Drug,buprenorphine transdermal patch,2,,,,,,2,,2
back pain,Drug,celecoxib,,,2,,,1,1,,2
back pain,Drug,ibuprofen,1,1,,,,,1,1,2
back pain,Drug,naloxone,2,,,,,,2,,2
back pain,Drug,paracetamol,2,,,,,,2,,2
back pain,Drug,tapentadol prolonged release,2,,,,,,2,,2
back pain,Other,non-surgical treatments,2,,,,,,2,,2
back pain,placebo,placebo comparator,1,,1,,,,2,,2
back pain,Procedure,decompressive laminectomy,2,,,,,,2,,2
bacteremia,Drug,daptomycin,3,,3,,,,6,,6
bacteremia,Drug,vancomycin,1,,3,,,,4,,4
bacteremia,Drug,ceftaroline,1,,1,,,,2,,2
bacterial infections,Device,emdogainâ®,2,,,,,,2,,2
"behavior, addictive",placebo,placebo,3,,,,,,3,,3
beta-thalassemia,Drug,deferasirox,3,,,,,2,1,,3
beta-thalassemia,Drug,deferoxamine,2,,,,,2,,,2
bile duct neoplasms,Dietary Supplement,oral impact,2,,,,,,2,,2
binge-eating disorder,placebo,placebo,3,,,,,1,2,,3
bipolar disorder,placebo,placebo,30,1,5,,,8,27,1,36
bipolar disorder,Drug,lithium,16,,3,,,7,12,,19
bipolar disorder,Drug,lamotrigine,11,,1,,,8,4,,12
bipolar disorder,Drug,quetiapine,10,1,1,,,5,6,1,12
bipolar disorder,Drug,olanzapine,8,,2,,,5,5,,10
bipolar disorder,Drug,aripiprazole,8,,1,,,5,4,,9
bipolar disorder,Drug,ziprasidone,6,,1,,,4,3,,7
bipolar disorder,Drug,lithium carbonate,6,,,,,2,4,,6
bipolar disorder,Drug,fluoxetine,3,,2,,,1,4,,5
bipolar disorder,Drug,risperidone,5,,,,,2,3,,5
bipolar disorder,Drug,topiramate,4,,,,,1,3,,4
bipolar disorder,Drug,allopurinol,2,,1,,,1,2,,3
bipolar disorder,Drug,ketamine,2,,1,,,1,2,,3
bipolar disorder,Drug,quetiapine fumarate,1,,2,,,2,1,,3
bipolar disorder,Drug,abilify(aripiprazole),2,,,,,,2,,2
bipolar disorder,Drug,divalproex,2,,,,,1,1,,2
bipolar disorder,Drug,memantine,2,,,,,1,1,,2
bipolar disorder,Drug,metformin,2,,,,,1,1,,2
bipolar disorder,Drug,nortriptyline,2,,,,,1,1,,2
bipolar disorder,Drug,oxcarbazepine,2,,,,,1,1,,2
bipolar disorder,Drug,pioglitazone,1,,1,,,,2,,2
bipolar disorder,Drug,pramipexole,2,,,,,,2,,2
bipolar disorder,Drug,quetiapine/placebo,2,,,,,,2,,2
bipolar disorder,Drug,quetiapine/topiramate,2,,,,,,2,,2
bipolar disorder,Drug,sertraline,2,,,,,,2,,2
bipolar disorder,Drug,varenicline,2,,,,,,2,,2
bipolar disorder,Drug,venlafaxine,2,,,,,1,1,,2
bipolar disorder,Drug,ziprasidone hydrochloride,1,,1,,,1,1,,2
bipolar disorder,placebo,placebos,2,,,,,2,,,2
blast crisis,Drug,nilotinib,2,,,,,,2,,2
blepharitis,Drug,azasiteâ®,8,,,,,8,,,8
blepharospasm,Drug,botulinum toxin type a,2,,,,,,2,,2
blood coagulation disorders,Drug,activated recombinant human factor vii,2,,,,,2,,,2
"blood loss, surgical",Drug,tranexamic acid,5,,,,,1,4,,5
"blood loss, surgical",placebo,placebo,3,,,,,2,1,,3
"blood loss, surgical",Biological,ml,2,,,,,,2,,2
"blood loss, surgical",Biological,"rthrombin, 1000 iu",2,,,,,,2,,2
"blood loss, surgical",Biological,"rthrombin, 1000 iu/ml",2,,,,,,2,,2
"blood loss, surgical",Drug,saline,2,,,,,,2,,2
body weight,placebo,placebo,5,,,,,1,4,,5
body weight,Device,glucosanol,2,,,,,,2,,2
body weight,Drug,exenatide,2,,,,,,2,,2
bone diseases,Drug,zoledronic acid,3,,,,,1,2,,3
bone diseases,Drug,alendronate,2,,,,,2,,,2
bone diseases,Drug,denosumab,1,1,,,,,2,,2
bone diseases,placebo,placebo,2,,,,,2,,,2
"bone diseases, metabolic",placebo,placebo,8,,,,,4,4,,8
"bone diseases, metabolic",Drug,ibandronate,3,,,,,2,1,,3
"bone diseases, metabolic",Drug,raltegravir,1,,1,,,,2,,2
bone marrow diseases,Drug,zoledronic acid,4,,,,,3,1,,4
bone neoplasms,Drug,zoledronic acid,5,,,,,4,1,,5
bone neoplasms,Drug,ibandronate,2,,,,,2,,,2
bone resorption,placebo,placebo,2,,,,,,2,,2
borderline personality disorder,Drug,fluoxetine,2,,,,,1,1,,2
brain diseases,placebo,placebo,5,,,,,,5,,5
brain diseases,Drug,albumin,3,,,,,,3,,3
brain diseases,Drug,lactulose,2,,1,,,,3,,3
brain diseases,Drug,rifaximin,2,,1,,,,3,,3
brain diseases,Drug,l-ornithine l-aspartate,2,,,,,,2,,2
brain diseases,Drug,rifaximin-î±,2,,,,,,2,,2
brain injuries,placebo,placebo,5,,2,,,2,5,,7
brain injuries,Device,echodiaâ® hand-held equipment,2,,,,,,2,,2
brain injuries,Drug,botox,2,,,,,,2,,2
brain injuries,Drug,methylphenidate,2,,,,,,2,,2
"brain injuries, traumatic",placebo,placebo,5,,2,,,2,5,,7
"brain injuries, traumatic",Device,echodiaâ® hand-held equipment,2,,,,,,2,,2
"brain injuries, traumatic",Drug,methylphenidate,2,,,,,,2,,2
brain neoplasms,Drug,dotaremâ®,2,,,,,,2,,2
breakthrough pain,Drug,fentanyl,2,,,,,,2,,2
breast neoplasms,Drug,letrozole,7,,3,,,6,4,,10
breast neoplasms,Drug,zoledronic acid,5,,1,,,3,3,,6
breast neoplasms,Drug,anastrozole,5,,,,,3,2,,5
breast neoplasms,Drug,exemestane,5,,,,,1,4,,5
breast neoplasms,placebo,placebo,2,,3,,,2,3,,5
breast neoplasms,Drug,docetaxel,4,,,,,,3,1,4
breast neoplasms,Drug,bevacizumab,3,,,,,1,2,,3
breast neoplasms,Drug,peg-rhg-csf,3,,,,,,3,,3
breast neoplasms,Drug,trastuzumab,3,,,,,,3,,3
breast neoplasms,Device,lmaâ®,2,,,,,2,,,2
breast neoplasms,Drug,capecitabine,2,,,,,1,1,,2
breast neoplasms,Drug,cyclophosphamide,2,,,,,,1,1,2
breast neoplasms,Drug,dose dense ac,2,,,,,,2,,2
breast neoplasms,Drug,epirubicin,2,,,,,,1,1,2
breast neoplasms,Drug,eribulin mesylate,2,,,,,,2,,2
breast neoplasms,Drug,everolimus,2,,,,,,2,,2
breast neoplasms,Drug,neulastaâ®,2,,,,,,2,,2
breast neoplasms,Drug,paclitaxel,2,,,,,,2,,2
breast neoplasms,Drug,pamidronate,2,,,,,1,1,,2
breast neoplasms,Drug,pegylated liposomal doxorubicin,1,,1,,,2,,,2
breast neoplasms,Drug,pertuzumab,2,,,,,,2,,2
breast neoplasms,Drug,sevoflurane,2,,,,,1,1,,2
breast neoplasms,Drug,tamoxifen,2,,,,,,2,,2
bronchial spasm,Drug,fluticasone propionate,2,,,,,2,,,2
bronchial spasm,Drug,fluticasone propionate/salmeterol,2,,,,,2,,,2
bronchial spasm,Drug,ipratropium bromide,2,,,,1,,1,,2
bronchial spasm,Drug,salmeterol,2,,,,,2,,,2
bronchial spasm,placebo,placebo,2,,,,,,2,,2
bronchiectasis,Drug,atorvastatin,2,,,,,,2,,2
bronchiectasis,Drug,theophylline,2,,,,,,2,,2
bronchiolitis,placebo,placebo,3,,,,,2,1,,3
bronchiolitis,Drug,dexamethasone,2,,,,,1,1,,2
bronchiolitis,Drug,epinephrine,2,,,,,,2,,2
bronchiolitis,Drug,hypertonic saline,2,,,,,,2,,2
bronchiolitis,Drug,normal saline,2,,,,,,2,,2
bronchiolitis,placebo,placebos,1,1,,,,,1,1,2
"bronchiolitis, viral",placebo,placebo,2,,,,,1,1,,2
bronchitis,Drug,telithromycin,2,,2,,,4,,,4
bronchitis,placebo,placebo,4,,,,,1,3,,4
bronchitis,Drug,synaturaâ® 15 ml,2,,,,,,2,,2
bronchitis,Other,antibiotic prescription strategies,2,,,,,,2,,2
"bronchitis, chronic",Drug,telithromycin,2,,2,,,4,,,4
"bronchitis, chronic",placebo,placebo,3,,,,,,3,,3
"bronchitis, chronic",Drug,synaturaâ® 15 ml,2,,,,,,2,,2
bulimia,placebo,placebo,3,,,,,1,2,,3
burns,Drug,sulfamylonâ® for 5 % topical solution,,,2,,,,2,,2
calcinosis,Drug,alendronate,2,,,,,2,,,2
calcinosis,Drug,calcitriol (rocaltrolâ®),2,,,,,,2,,2
calcinosis,Drug,rivaroxaban,2,,,,,,2,,2
calcinosis,Drug,warfarin,2,,,,,,2,,2
calculi,Drug,nã©fopam,2,,,,,2,,,2
calculi,Drug,remifentanil,2,,,,,,2,,2
calculi,placebo,placebo,2,,,,,,2,,2
cancer pain,Drug,oxycodone,4,,,,,,4,,4
cancer pain,Drug,morphine,2,,,,,,2,,2
candidemia,Drug,anidulafungin,3,,,,,2,1,,3
candidemia,Drug,micafungin,1,,1,,,,2,,2
candidemia,Drug,voriconazole,2,,,,,2,,,2
candidiasis,Drug,fluconazole,3,,,,,1,2,,3
candidiasis,Drug,caspofungin,2,,,,,,2,,2
candidiasis,Drug,micafungin,,,2,,,,2,,2
"candidiasis, invasive",Drug,caspofungin,2,,,,,,2,,2
"candidiasis, vulvovaginal",Drug,fluconazole,2,,,,,,2,,2
"candidiasis, vulvovaginal",Drug,gynomaxâ® xl vaginal ovule,2,,,,,,2,,2
capsule opacification,Procedure,cataract surgery,2,,,,,2,,,2
carcinoma,Drug,everolimus,2,,1,,,,3,,3
carcinoma,Procedure,liver resection plus thrombectomy,1,,1,,,1,1,,2
carcinoma,Procedure,transcatheter arterial chemoembolization,2,,,,,2,,,2
"carcinoma, hepatocellular",Drug,sorafenib,2,,1,,,,3,,3
"carcinoma, hepatocellular",Drug,huaier granule,1,,1,,,,2,,2
"carcinoma, hepatocellular",Procedure,liver resection plus thrombectomy,1,,1,,,1,1,,2
"carcinoma, hepatocellular",Procedure,transcatheter arterial chemoembolization,2,,,,,2,,,2
"carcinoma, large cell",Drug,carboplatin,2,,,,,,2,,2
"carcinoma, non-small-cell lung",Drug,erlotinib,3,1,1,,,1,4,,5
"carcinoma, non-small-cell lung",Drug,gefitinib,3,,2,,,2,3,,5
"carcinoma, non-small-cell lung",Drug,carboplatin,3,,1,,,,4,,4
"carcinoma, non-small-cell lung",Drug,pemetrexed,3,,1,,,2,2,,4
"carcinoma, non-small-cell lung",Drug,afatinib,2,,1,,,,3,,3
"carcinoma, non-small-cell lung",Drug,erlotinib [tarceva],3,,,,,1,2,,3
"carcinoma, non-small-cell lung",Drug,vinorelbine,3,,,,,,3,,3
"carcinoma, non-small-cell lung",Dietary Supplement,oncoxinâ®,2,,,,,,2,,2
"carcinoma, non-small-cell lung",Drug,cisplatin,2,,,,,,2,,2
"carcinoma, non-small-cell lung",Drug,dexamethasone,,,2,,,,2,,2
"carcinoma, non-small-cell lung",Drug,docetaxel,1,,1,,,2,,,2
"carcinoma, non-small-cell lung",Drug,flurbiprofen axetil,,,2,,,,2,,2
"carcinoma, non-small-cell lung",Drug,lipid microsphere,,,2,,,,2,,2
"carcinoma, non-small-cell lung",Drug,normal saline,,,2,,,,2,,2
"carcinoma, non-small-cell lung",placebo,placebo,2,,,,,,2,,2
"carcinoma, renal cell",Drug,everolimus,2,,1,,,,3,,3
"cardiac output, low",placebo,placebo,2,,,,,,2,,2
cardiomyopathies,placebo,placebo,8,1,,,,2,6,1,9
cardiomyopathies,Drug,spironolactone,2,2,,,,,3,1,4
cardiomyopathies,Drug,metoprolol,2,,1,,,,3,,3
cardiomyopathies,Drug,carvedilol,2,,,,,2,,,2
"cardiomyopathy, dilated",placebo,placebo,2,,,,,1,1,,2
cardiovascular diseases,placebo,placebo,15,,4,,,1,18,,19
cardiovascular diseases,Drug,atorvastatin,3,,1,,,3,1,,4
cardiovascular diseases,Drug,clopidogrel,3,,1,,,,4,,4
cardiovascular diseases,Drug,simvastatin,4,,,,,3,1,,4
cardiovascular diseases,Dietary Supplement,omega-3,3,,,,,,3,,3
cardiovascular diseases,Drug,aspirin,3,,,,,2,1,,3
cardiovascular diseases,Drug,prasugrel,1,,2,,,,3,,3
cardiovascular diseases,Drug,rosuvastatin,3,,,,,1,2,,3
cardiovascular diseases,Drug,ticagrelor,3,,,,,,3,,3
cardiovascular diseases,Device,taxusâ„¢ express2â„¢ paclitaxel-eluting coronary stent system,2,,,,,2,,,2
cardiovascular diseases,Drug,abacavir,2,,,,,1,1,,2
cardiovascular diseases,Drug,atorvastatin (lipitor),2,,,,,2,,,2
cardiovascular diseases,Drug,caffeine,2,,,,,2,,,2
cardiovascular diseases,Drug,definityâ®,2,,,,,2,,,2
cardiovascular diseases,Drug,dipyridamole,2,,,,,1,1,,2
cardiovascular diseases,Drug,fenofibrate,2,,,,,1,1,,2
cardiovascular diseases,Drug,î²-blockers,2,,,,,,2,,2
cardiovascular diseases,Drug,liraglutide,2,,,,,,2,,2
cardiovascular diseases,Drug,olmesartan medoxomil,2,,,,,,2,,2
cardiovascular diseases,Drug,valsartan,2,,,,,1,1,,2
cardiovascular diseases,Other,modification of the fat content of cowsâ´ milk,2,,,,,,2,,2
cardiovascular diseases,placebo,liraglutide - placebo,2,,,,,,2,,2
carotid artery diseases,Device,filterwire ezâ„¢ systemâ„¢,2,,,,,,2,,2
carotid stenosis,Device,filterwire ezâ„¢ embolic protection system,,,2,,,2,,,2
carotid stenosis,Drug,remifentanil,1,,1,,,1,1,,2
carotid stenosis,Procedure,carotid endarterectomy,1,,1,,,,2,,2
carpal tunnel syndrome,Drug,acetaminophen,1,,1,,,,2,,2
carpal tunnel syndrome,Drug,bupivacaine,2,,,,,,2,,2
carpal tunnel syndrome,Drug,lidocaine,2,,,,,,2,,2
cataract,Device,restor,7,,,,,3,4,,7
cataract,Device,crystalens ao,3,,1,,,,4,,4
cataract,Drug,nepafenac,4,,,,,2,2,,4
cataract,Device,binocular cataract surgery with phacoemulsification,3,,,,,,3,,3
cataract,Device,binocular cataract surgery with phacoemulsification/implantation of multifocal intraocular lenses,3,,,,,,3,,3
cataract,Device,implantation of multifocal intraocular lenses,3,,,,,,3,,3
cataract,Drug,bromfenac,3,,,,,1,2,,3
cataract,Drug,prednisolone acetate,3,,,,,1,2,,3
cataract,Procedure,cataract surgery,3,,,,,2,1,,3
cataract,Device,3,2,,,,,,2,,2
cataract,Device,acrysofâ® restorâ® aspheric iol,2,,,,,2,,,2
cataract,Device,discovisc,2,,,,,2,,,2
cataract,Device,discoviscâ®,2,,,,,,2,,2
cataract,Device,femtosecond laser cataract surgery,2,,,,,,2,,2
cataract,Device,healon5,2,,,,,2,,,2
cataract,Device,restor /3,2,,,,,,2,,2
cataract,Device,tecnis mf,2,,,,,,2,,2
cataract,Device,tecnis multifocal iol,2,,,,,,2,,2
cataract,Device,tecnisâ® multifocal (tmf),2,,,,,,2,,2
cataract,Drug,dexmedetomidine,1,,1,,,,2,,2
cataract,Drug,ketorolac,2,,,,,,2,,2
cataract,Drug,ketorolac tromethamine,2,,,,,1,1,,2
cataract,Drug,nepafenac 0.1%,2,,,,,1,1,,2
cataract,Drug,pred forte,2,,,,,1,1,,2
cataract,Drug,prednisolone acetate 1%,2,,,,,,2,,2
cataract,Drug,propofol,2,,,,,,2,,2
cataract,Other,fid 112903 (systaneâ® ultra lubricant eye drops) plus standard of care,2,,,,,,2,,2
cataract,Procedure,femtosecond laser,2,,,,,,2,,2
cellulitis,Drug,daptomycin,4,,1,,,2,3,,5
cellulitis,Drug,vancomycin,5,,,,,1,4,,5
cerebral infarction,Drug,cilostazol,7,,,,,5,2,,7
cerebral infarction,Drug,aspirin,4,,,,,2,2,,4
cerebral infarction,Drug,clopidogrel,4,,,,,1,3,,4
cerebral infarction,placebo,placebo,4,,,,,1,3,,4
cerebral infarction,Drug,aspirinï¼œchinese herbsï¼›,2,,,,,,2,,2
cerebral infarction,Drug,naoxintong capsule,2,,,,,,2,,2
cerebral palsy,Drug,botulinum toxin type a,2,,,,,,2,,2
cerebral palsy,placebo,placebo,1,,1,,,,2,,2
chagas disease,Drug,benznidazole,2,,,,,,2,,2
chest pain,placebo,placebo,5,,,,,3,2,,5
chickenpox,Biological,live attenuated varicella vaccine,2,,,,,,2,,2
chickenpox,Biological,vaqtaâ®,2,,,,,2,,,2
chickenpox,Biological,varivaxâ®,2,,,,,2,,,2
chickenpox,Biological,zostavaxâ„¢,2,,,,,,2,,2
"child development disorders, pervasive",Drug,aripiprazole,2,,,,,,2,,2
"child development disorders, pervasive",placebo,placebo,2,,,,,,2,,2
child nutrition disorders,Behavioral,childs health,2,,,,,,2,,2
child nutrition disorders,Behavioral,childs health/nutrition topics,2,,,,,,2,,2
child nutrition disorders,Behavioral,nutrition topics,2,,,,,,2,,2
chlamydia infections,Drug,azithromycin,2,,,,,1,,1,2
cholangiocarcinoma,Dietary Supplement,oral impact,2,,,,,,2,,2
cholangitis,Device,"tracer hybridâ® wire guides, tracer metroâ® directâ„¢ wire guide",2,,,,,,2,,2
cholecystitis,Device,"tracer hybridâ® wire guides, tracer metroâ® directâ„¢ wire guide",2,,,,,,2,,2
cholecystitis,Drug,tigecycline,2,,,,,2,,,2
cholecystolithiasis,Drug,levobupivacaine,2,,,,,,2,,2
cholecystolithiasis,Drug,lidocaine,2,,,,,,2,,2
cholecystolithiasis,Drug,ondansetron,2,,,,,1,1,,2
cholecystolithiasis,placebo,placebo,1,,1,,,,2,,2
cholelithiasis,Drug,levobupivacaine,2,,,,,,2,,2
cholelithiasis,Drug,lidocaine,2,,,,,,2,,2
cholelithiasis,Drug,ondansetron,2,,,,,1,1,,2
cholelithiasis,placebo,placebo,1,,1,,,,2,,2
cholera,Biological,killed bivalent (o1,2,,,,,,2,,2
cholera,Biological,"shancholâ„¢, killed, whole cell, bivalent, oral cholera vaccine",2,,,,,,2,,2
cholera,Biological,"shancholâ„¢, oral cholera vaccine",2,,,,,,2,,2
cholestasis,Drug,intralipid,1,,1,,,,2,,2
choroidal neovascularization,Drug,ranibizumab,7,,,,,1,6,,7
chronic disease,placebo,placebo,3,,,,,1,2,,3
chronic pain,placebo,placebo,7,,,,,2,5,,7
chronic pain,Drug,amitriptyline,4,,,,,2,2,,4
chronic pain,Drug,buprenorphine,1,1,1,,,,3,,3
chronic pain,Drug,fentanyl,2,1,,,,,3,,3
chronic pain,Drug,methadone,3,,,,,,3,,3
chronic pain,Drug,morphine,2,1,,,,1,2,,3
chronic pain,Drug,naloxone,2,,1,,,,3,,3
chronic pain,Device,precision spinal cord stimulation system,1,,1,,,2,,,2
chronic pain,Drug,bupivacaine,2,,,,,,2,,2
chronic pain,Drug,buprenorphine/naloxone,1,,1,,,,2,,2
chronic pain,Drug,lidocaine,2,,,,,,2,,2
