mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,198,199,200,201,202,203,n_gl
"anemia, aplastic",Drug,cyclophosphamide,3,,,,,1,2,,,3
"anemia, hemolytic",Drug,rituximab (mabtheraâ®),2,,,,,,2,,,2
"anemia, hemolytic",placebo,placebo,1,1,,,,,1,1,,2
"anemia, hemolytic, autoimmune",Drug,rituximab (mabtheraâ®),2,,,,,,2,,,2
"anemia, hemolytic, autoimmune",placebo,placebo,1,1,,,,,1,1,,2
"anemia, iron-deficiency",Drug,ferric carboxymaltose,10,1,2,,,4,8,1,,13
"anemia, iron-deficiency",Drug,ferumoxytol,4,,3,,,,7,,,7
"anemia, iron-deficiency",placebo,placebo,6,,1,,1,2,4,,,7
"anemia, iron-deficiency",Drug,ferrous sulfate,4,1,1,,,1,4,1,,6
"anemia, iron-deficiency",Drug,ferric derisomaltose,5,,,,,,5,,,5
"anemia, iron-deficiency",Drug,iron isomaltoside,5,,,,,,5,,,5
"anemia, iron-deficiency",Drug,iron isomaltoside/ferric derisomaltose,5,,,,,,5,,,5
"anemia, iron-deficiency",Drug,iron sucrose,5,,,,,1,4,,,5
"anemia, iron-deficiency",Drug,oral iron,3,,2,,,1,4,,,5
"anemia, iron-deficiency",Drug,ferinject â® (ferric carboxymaltose),2,,2,,,4,,,,4
"anemia, iron-deficiency",Drug,iron isomaltoside 1000 (monoferâ®),4,,,,,,4,,,4
"anemia, iron-deficiency",Drug,ferric carboxymaltose (fcm),3,,,,,1,2,,,3
"anemia, iron-deficiency",Drug,standard medical care (smc),3,,,,,3,,,,3
"anemia, iron-deficiency",Drug,ferinject,2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,ferric maltol,2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,ferric maltol 30 mg (feraccruâ®),,,2,,,,,2,,2
"anemia, iron-deficiency",Drug,ferrous sulfate  ,1,,1,,,,2,,,2
"anemia, iron-deficiency",Drug,iron dextran,2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,iron sucrose (venofer),2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,iron sucrose (venoferâ®),2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,iron sulphate,2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,monofer,2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,"multicentrumâ® (pfizer, spain) 12 months",2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,"multicentrumâ® (pfizer, spain) 3 months",2,,,,,,2,,,2
"anemia, iron-deficiency",Drug,normal saline (0.9%),1,,1,,,2,,,,2
"anemia, iron-deficiency",Drug,z-213,2,,,,,,2,,,2
"anemia, iron-deficiency",placebo,placebo oral capsule,2,,,,,,2,,,2
"anemia, refractory",Biological,filgrastim,2,,,,,2,,,,2
"anemia, refractory",Drug,cytarabine,2,,,,,2,,,,2
"anemia, refractory",Drug,daunorubicin hydrochloride,2,,,,,2,,,,2
"anemia, refractory, with excess of blasts",Drug,cytarabine,3,1,,,,3,,1,,4
"anemia, refractory, with excess of blasts",Drug,daunorubicin hydrochloride,3,,,,,3,,,,3
"anemia, refractory, with excess of blasts",Biological,filgrastim,2,,,,,2,,,,2
"anemia, sickle cell",placebo,placebo,9,,3,,,3,9,,,12
"anemia, sickle cell",Drug,hydroxyurea,4,,3,,1,1,5,,,7
"anemia, sickle cell",Drug,bosentan,,,3,,,3,,,,3
"anemia, sickle cell",Drug,deferasirox,1,,1,,,1,1,,,2
"anemia, sickle cell",Drug,mst-188,2,,,,,,2,,,2
"anemia, sickle cell",Drug,rivipansel,1,,1,,,,2,,,2
aneurysm,placebo,placebo,5,,,,,1,4,,,5
aneurysm,Device,aorfixâ„¢ stent grafts (aaa endovascular procedure),2,,,,,2,,,,2
aneurysm,Device,quantum lpâ„¢ stent graft system,2,,,,,2,,,,2
angina pectoris,placebo,placebo,5,,,,1,,4,,,5
angina pectoris,Drug,ranolazine,3,,,,,1,2,,,3
angina pectoris,Device,libertã©,2,,,,,2,,,,2
angina pectoris,Drug,cilostazol,2,,,,,,2,,,2
angina pectoris,Drug,clopidogrel,,,2,,,1,1,,,2
"angina pectoris, variant",Drug,cilostazol,2,,,,,,2,,,2
"angina, stable",Biological,influenza vaccine,2,,,,,2,,,,2
"angina, stable",Device,libertã©,2,,,,,2,,,,2
"angina, stable",placebo,placebo,2,,,,,,2,,,2
"angina, stable",placebo,placebo for influenza vaccine,2,,,,,2,,,,2
"angina, unstable",placebo,placebo,4,,,,2,,2,,,4
"angina, unstable",Device,libertã©,2,,,,,2,,,,2
"angina, unstable",Drug,abciximab,2,,,,2,,,,,2
"angina, unstable",Drug,enoxaparin,1,,1,,,1,1,,,2
"angina, unstable",Drug,oxygen,2,,,,,,2,,,2
angioedema,placebo,placebo,10,,,,,4,6,,,10
angioedema,Drug,icatibant,7,,,,,2,5,,,7
angioedema,Biological,c1 esterase inhibitor [human] (c1inh-nf),4,,,,,4,,,,4
angioedema,Drug,ecallantide,3,,,,,2,1,,,3
angioedema,placebo,placebo (saline),3,,,,,2,1,,,3
angioedema,Drug,recombinant human c1 inhibitor,2,,,,,2,,,,2
"angioedemas, hereditary",placebo,placebo,8,,,,,4,4,,,8
"angioedemas, hereditary",Drug,icatibant,6,,,,,2,4,,,6
"angioedemas, hereditary",Biological,c1 esterase inhibitor [human] (c1inh-nf),4,,,,,4,,,,4
"angioedemas, hereditary",Drug,ecallantide,3,,,,,2,1,,,3
"angioedemas, hereditary",placebo,placebo (saline),3,,,,,2,1,,,3
"angioedemas, hereditary",Drug,recombinant human c1 inhibitor,2,,,,,2,,,,2
angiofibroma,Drug,npc-12g gel,2,,,,,,2,,,2
ankle injuries,placebo,placebo,8,,1,,,1,8,,,9
ankle injuries,Drug,diclofenac sodium,2,,1,,,2,1,,,3
ankle injuries,Device,integraâ®,2,,,,,,2,,,2
ankle injuries,Drug,ibuprofen,2,,,,,,2,,,2
ankle injuries,placebo,matching placebo patch,1,,1,,,2,,,,2
ankle injuries,placebo,placebo patch,2,,,,,1,1,,,2
anorexia,placebo,placebo,6,,2,,,5,3,,,8
anorexia,Drug,megestrol acetate,3,,,,,3,,,,3
anorexia,Drug,megestrol acetate concentrated suspension 110 mg,,,2,,,2,,,,2
anorexia,Drug,megestrol acetate concentrated suspension 110 mg/ml,,,2,,,2,,,,2
anorexia,Drug,ml,,,2,,,2,,,,2
anorexia nervosa,placebo,placebo,3,,,,,,3,,,3
anovulation,Drug,clomiphene citrate,3,,,,,1,2,,,3
anovulation,Drug,gonal-fâ®,2,,,,,,2,,,2
anti-neutrophil cytoplasmic antibody-associated vasculitis,Biological,rituximab,2,,,,,,2,,,2
anti-neutrophil cytoplasmic antibody-associated vasculitis,Drug,azathioprine,2,,,,,,2,,,2
antithrombin iii deficiency,Biological,recombinant human antithrombin (rhat),2,,,,,2,,,,2
anus neoplasms,Drug,fluorouracil,1,1,1,,,2,,1,,3
anus neoplasms,Device,infrared photocoagulation therapy,1,1,,,,,1,1,,2
anus neoplasms,Drug,cisplatin,1,,1,,,2,,,,2
anus neoplasms,Drug,mitomycin c,1,,1,,,2,,,,2
anus neoplasms,Other,clinical observation,1,1,,,,,1,1,,2
anus neoplasms,Radiation,radiation therapy,1,,1,,,2,,,,2
anxiety disorders,placebo,placebo,28,,5,,,19,14,,,33
anxiety disorders,Drug,paroxetine,1,,5,,,5,1,,,6
anxiety disorders,Drug,duloxetine,4,,1,,,2,3,,,5
anxiety disorders,Drug,escitalopram,4,,1,,,3,2,,,5
anxiety disorders,Drug,pd 0332334,1,,4,,,5,,,,5
anxiety disorders,Drug,sr58611a,3,,2,,,5,,,,5
anxiety disorders,Behavioral,cognitive behavioral therapy (cbt),4,,,,,3,1,,,4
anxiety disorders,Drug,vortioxetine,4,,,,,4,,,,4
anxiety disorders,Behavioral,cognitive behavior therapy,3,,,,,1,2,,,3
anxiety disorders,Drug,memantine,2,,1,,,1,2,,,3
anxiety disorders,Drug,pregabalin,2,,1,,,2,1,,,3
anxiety disorders,Drug,quetiapine xr,2,,1,,,1,2,,,3
anxiety disorders,Drug,saredutant,3,,,,,3,,,,3
anxiety disorders,Behavioral,cbt,2,,,,,2,,,,2
anxiety disorders,Behavioral,return to work,2,,,,,,2,,,2
anxiety disorders,Behavioral,treatment as usual,2,,,,,,2,,,2
anxiety disorders,Behavioral,usual care,2,,,,,,2,,,2
anxiety disorders,Drug,fluoxetine,1,,1,,,1,1,,,2
anxiety disorders,Drug,midazolam,1,,1,,,,2,,,2
anxiety disorders,Drug,quetiapine,,,2,,,1,1,,,2
anxiety disorders,Drug,risperidone,1,,1,,,1,1,,,2
anxiety disorders,Drug,sertraline,1,,1,,,,2,,,2
anxiety disorders,Drug,sugar pill,2,,,,,,2,,,2
anxiety disorders,Drug,venlafaxine,1,,1,,,1,1,,,2
anxiety disorders,Drug,vilazodone,2,,,,,,2,,,2
anxiety disorders,Drug,zolpidem,1,,1,,,,2,,,2
anxiety disorders,Procedure,sham intervention,2,,,,,,2,,,2
anxiety disorders,Procedure,standard follow-up care,2,,,,,,2,,,2
"anxiety, separation",Behavioral,treatment as usual,2,,,,,,2,,,2
aortic aneurysm,placebo,placebo,3,,,,,1,2,,,3
aortic aneurysm,Device,aorfixâ„¢ stent grafts (aaa endovascular procedure),2,,,,,2,,,,2
aortic aneurysm,Device,quantum lpâ„¢ stent graft system,2,,,,,2,,,,2
"aortic aneurysm, abdominal",Device,aorfixâ„¢ stent grafts (aaa endovascular procedure),2,,,,,2,,,,2
"aortic aneurysm, abdominal",Device,quantum lpâ„¢ stent graft system,2,,,,,2,,,,2
aortic valve stenosis,placebo,placebo,2,,,,,1,1,,,2
"aphasia, primary progressive",Drug,trx0237,1,,1,,,,2,,,2
apnea,placebo,placebo,9,,1,,,3,7,,,10
apnea,Device,hgns treatment,2,,,,,,2,,,2
apnea,Drug,bf2.649,2,,,,,,2,,,2
apnea,Drug,caffeine citrate injection,2,,,,,1,1,,,2
appendicitis,Drug,meropenem,1,,1,,,,2,,,2
appendicitis,placebo,placebo,2,,,,,,2,,,2
arachnodactyly,Drug,atenolol,3,,,,,,3,,,3
arachnodactyly,Drug,losartan,1,,1,,,,2,,,2
"arrhythmias, cardiac",placebo,placebo,4,,1,,,2,3,,,5
"arrhythmias, cardiac",Drug,azimilide dihydrochloride,2,,1,,,2,1,,,3
arterial occlusive diseases,Device,spectranetics turbo eliteâ„¢ excimer laser catheter,,,2,,,2,,,,2
arterial occlusive diseases,Drug,alfimeprase,1,,1,,,2,,,,2
arterial occlusive diseases,placebo,placebo,2,,,,,,2,,,2
arteriosclerosis,Device,resolute integrityâ„¢ zotarolimus-eluting coronary stent system,2,,,,,,2,,,2
arteriovenous fistula,placebo,placebo,2,,,,,,2,,,2
arteritis,Drug,prednisone,1,1,1,,,,2,1,,3
arteritis,Drug,tocilizumab,2,,,,,,2,,,2
arteritis,placebo,placebo,2,,,,,1,1,,,2
arthralgia,placebo,placebo,4,,,,,1,3,,,4
arthritis,placebo,placebo,108,2,14,,1,41,80,2,,124
arthritis,Drug,methotrexate,62,1,9,,,22,49,1,,72
arthritis,Drug,actemra],33,,,,,5,28,,,33
arthritis,Drug,tocilizumab [roactemra,33,,,,,5,28,,,33
arthritis,Drug,tocilizumab [roactemra/actemra],33,,,,,5,28,,,33
arthritis,Drug,tocilizumab,27,,1,,,3,25,,,28
arthritis,Drug,abatacept,18,,,,,10,8,,,18
arthritis,Biological,adalimumab,14,,,,,7,7,,,14
arthritis,Drug,adalimumab,11,1,2,,,3,10,1,,14
arthritis,Drug,etanercept,10,,3,,1,5,7,,,13
arthritis,Biological,certolizumab pegol,8,,1,,,,9,,,9
arthritis,Drug,"cp-690,550",9,,,,,,9,,,9
arthritis,Drug,leflunomide,8,,1,,,1,8,,,9
arthritis,Biological,infliximab,7,,1,,,3,5,,,8
arthritis,Drug,certolizumab pegol,8,,,,,1,7,,,8
arthritis,Drug,methotrexate (mtx),8,,,,,2,6,,,8
arthritis,Drug,rituximab,8,,,,,4,4,,,8
arthritis,Drug,folic acid,7,,,,,1,6,,,7
arthritis,Drug,mra(tocilizumab),7,,,,,7,,,,7
arthritis,Drug,rituxan],7,,,,,2,5,,,7
arthritis,Drug,rituximab [mabthera,7,,,,,2,5,,,7
arthritis,Drug,rituximab [mabthera/rituxan],7,,,,,2,5,,,7
arthritis,Biological,etanercept,6,,,,,2,4,,,6
arthritis,Drug,golimumab,6,,,,,1,5,,,6
arthritis,Drug,hydroxychloroquine,6,,,,,,6,,,6
arthritis,Drug,mtx,6,,,,,3,3,,,6
arthritis,Drug,sulfasalazine,6,,,,,,6,,,6
arthritis,Biological,secukinumab,5,,,,,,5,,,5
arthritis,Drug,baricitinib,5,,,,,,5,,,5
arthritis,Drug,dmards,5,,,,,,5,,,5
arthritis,Drug,sarilumab,4,,1,,,,5,,,5
arthritis,Drug,tofacitinib,4,1,,,,,4,1,,5
arthritis,Drug,apremilast 20mg,4,,,,,,4,,,4
arthritis,Drug,apremilast 30mg,4,,,,,,4,,,4
arthritis,Drug,canakinumab,3,,1,,,,4,,,4
arthritis,Drug,cdp870,4,,,,,2,2,,,4
arthritis,Drug,csdmards,2,2,,,,,2,2,,4
arthritis,Drug,folate,4,,,,,4,,,,4
arthritis,Drug,fostamatinib,3,,1,,,,4,,,4
arthritis,Drug,humiraâ®,4,,,,,,4,,,4
arthritis,Drug,ly2127399,1,,3,,,,4,,,4
arthritis,Drug,methylprednisolone,4,,,,,4,,,,4
arthritis,Drug,ocrelizumab,,,4,,,2,2,,,4
arthritis,Drug,prednisolone,4,,,,,,4,,,4
arthritis,Biological,gsk3196165,,3,,,,,,3,,3
arthritis,Drug,celecoxib,3,,,,,2,1,,,3
arthritis,Drug,filgotinib,3,,,,,,3,,,3
arthritis,Drug,kg,3,,,,,3,,,,3
arthritis,Drug,peficitinib,3,,,,,,3,,,3
arthritis,Drug,sarilumab sar153191 (regn88),3,,,,,,3,,,3
arthritis,placebo,methotrexate placebo,3,,,,,1,2,,,3
arthritis,placebo,placebo (for sarilumab),2,,1,,,,3,,,3
arthritis,placebo,placebo of cdp870,3,,,,,,3,,,3
arthritis,placebo,placebo q2w,1,,2,,,,3,,,3
arthritis,placebo,placebo to gsk3196165,,3,,,,,,3,,3
arthritis,placebo,placebo to match filgotinib,3,,,,,,3,,,3
arthritis,Biological,abatacept,2,,,,,,2,,,2
arthritis,Biological,abp 501,2,,,,,,2,,,2
arthritis,Biological,adalimumab 40 mg,2,,,,,1,1,,,2
arthritis,Biological,ain457,2,,,,,,2,,,2
arthritis,Biological,double-blind adalimumab,2,,,,,1,1,,,2
arthritis,Biological,methotrexate (mtx),2,,,,,1,1,,,2
arthritis,Biological,ni-071,2,,,,,,2,,,2
arthritis,Biological,remicadeâ®,2,,,,,,2,,,2
arthritis,Biological,rituximab,2,,,,,1,1,,,2
arthritis,Biological,secukinumab (ain457),1,,1,,,,2,,,2
arthritis,Drug,140 mg brodalumab,1,,1,,,,2,,,2
arthritis,Drug,20 mg apremilast,2,,,,,,2,,,2
arthritis,Drug,210 mg brodalumab,1,,1,,,,2,,,2
arthritis,Drug,30 mg apremilast,2,,,,,,2,,,2
arthritis,Drug,administration of cimziaâ®,2,,,,,,2,,,2
arthritis,Drug,bi 695500,,,2,,,,2,,,2
arthritis,Drug,bi 695501,2,,,,,,2,,,2
arthritis,Drug,bimekizumab,,2,,,,,,2,,2
arthritis,Drug,cdmard,2,,,,,,2,,,2
arthritis,Drug,cdp870 200mg,2,,,,,,2,,,2
arthritis,Drug,certolizumab pegol (czp),2,,,,,,2,,,2
arthritis,Drug,cnto 148,2,,,,,,2,,,2
arthritis,Drug,comparator: diclofenac sodium,2,,,,,2,,,,2
arthritis,Drug,enbrel (etanercept),1,1,,,,,2,,,2
arthritis,Drug,fkb327,2,,,,,,2,,,2
arthritis,Drug,immunoscintigraphy with radiolabeled cimziaâ®.,2,,,,,,2,,,2
arthritis,Drug,infliximab,2,,,,,1,1,,,2
arthritis,Drug,intravenous (iv) abatacept,2,,,,,1,1,,,2
arthritis,Drug,mabthera,2,,,,,1,1,,,2
arthritis,Drug,mabtheraâ®,,,2,,,,2,,,2
arthritis,Drug,methotrexate(mtx),2,,,,,,2,,,2
arthritis,Drug,"mk0663, etoricoxib",2,,,,,2,,,,2
arthritis,Drug,mr prednisone,2,,,,,2,,,,2
arthritis,Drug,mra (tocilizumab),2,,,,,2,,,,2
arthritis,Drug,non-biologic dmards,2,,,,,,2,,,2
arthritis,Drug,ofatumumab,,,2,,,1,1,,,2
arthritis,Drug,oral corticosteroids,2,,,,,,2,,,2
arthritis,Drug,placebo / 20 mg apremilast,2,,,,,,2,,,2
arthritis,Drug,placebo / 30 mg apremilast,2,,,,,,2,,,2
arthritis,Drug,rituxan,2,,,,,1,1,,,2
arthritis,Drug,rituxanâ®,,,2,,,,2,,,2
arthritis,Drug,sirukumab,2,,,,,,2,,,2
arthritis,Drug,sirukumab 100 mg,2,,,,,,2,,,2
arthritis,Drug,sirukumab 50 mg,2,,,,,,2,,,2
arthritis,Drug,subcutaneous (sc) abatacept,2,,,,,1,1,,,2
arthritis,Drug,us-licensed humiraâ®,2,,,,,,2,,,2
arthritis,Drug,ustekinumab 45 mg,2,,,,,,2,,,2
arthritis,Drug,ustekinumab 90 mg,2,,,,,,2,,,2
arthritis,placebo,abatacept placebo,2,,,,,,2,,,2
arthritis,placebo,adalimumab placebo,2,,,,,1,1,,,2
arthritis,placebo,baricitinib placebo,2,,,,,,2,,,2
arthritis,placebo,double-blind placebo,2,,,,,1,1,,,2
arthritis,placebo,mtx placebo,2,,,,,1,1,,,2
arthritis,placebo,placebo capsules,2,,,,,2,,,,2
arthritis,placebo,placebo for adalimumab,2,,,,,1,1,,,2
arthritis,placebo,placebo injection,2,,,,,1,1,,,2
arthritis,placebo,placebo q4w,,,2,,,,2,,,2
arthritis,placebo,placebo to methotrexate,2,,,,,,2,,,2
arthritis,placebo,placebo to tofacitinib,,2,,,,,,2,,2
arthritis,placebo,"placebo, fostamatinib",2,,,,,,2,,,2
"arthritis, gouty",Drug,triamcinolone acetonide,1,,1,,,,2,,,2
"arthritis, juvenile",placebo,placebo,9,,5,,1,5,8,,,14
"arthritis, juvenile",Drug,actemra],4,,,,,1,3,,,4
"arthritis, juvenile",Drug,canakinumab,3,,1,,,,4,,,4
"arthritis, juvenile",Drug,etanercept,2,,2,,1,2,1,,,4
"arthritis, juvenile",Drug,tocilizumab [roactemra,4,,,,,1,3,,,4
"arthritis, juvenile",Drug,tocilizumab [roactemra/actemra],4,,,,,1,3,,,4
"arthritis, juvenile",Drug,methotrexate,1,,2,,,2,1,,,3
"arthritis, juvenile",Drug,mra(tocilizumab),3,,,,,3,,,,3
"arthritis, juvenile",Biological,adalimumab,2,,,,,,2,,,2
"arthritis, juvenile",Drug,abatacept,2,,,,,1,1,,,2
"arthritis, psoriatic",placebo,placebo,23,2,3,,,2,24,2,,28
"arthritis, psoriatic",Biological,secukinumab,5,,,,,,5,,,5
"arthritis, psoriatic",Drug,adalimumab,4,1,,,,2,2,1,,5
"arthritis, psoriatic",Drug,apremilast 20mg,4,,,,,,4,,,4
"arthritis, psoriatic",Drug,apremilast 30mg,4,,,,,,4,,,4
"arthritis, psoriatic",Drug,etanercept,4,,,,,1,3,,,4
"arthritis, psoriatic",Drug,methotrexate,4,,,,,,4,,,4
"arthritis, psoriatic",Drug,bimekizumab,1,2,,,,,1,2,,3
"arthritis, psoriatic",Drug,golimumab,3,,,,,,3,,,3
"arthritis, psoriatic",Biological,humiraâ® (adalimumab),2,,,,,,2,,,2
"arthritis, psoriatic",Drug,140 mg brodalumab,1,,1,,,,2,,,2
"arthritis, psoriatic",Drug,20 mg apremilast,2,,,,,,2,,,2
"arthritis, psoriatic",Drug,210 mg brodalumab,1,,1,,,,2,,,2
"arthritis, psoriatic",Drug,30 mg apremilast,2,,,,,,2,,,2
"arthritis, psoriatic",Drug,ixekizumab,2,,,,,,2,,,2
"arthritis, psoriatic",Drug,placebo / 20 mg apremilast,2,,,,,,2,,,2
"arthritis, psoriatic",Drug,placebo / 30 mg apremilast,2,,,,,,2,,,2
"arthritis, psoriatic",Drug,tofacitinib,2,,,,,,2,,,2
"arthritis, psoriatic",Drug,ustekinumab 45 mg,2,,,,,,2,,,2
"arthritis, psoriatic",Drug,ustekinumab 90 mg,2,,,,,,2,,,2
"arthritis, rheumatoid",placebo,placebo,77,,9,,1,35,50,,,86
"arthritis, rheumatoid",Drug,methotrexate,57,1,8,,,21,44,1,,66
"arthritis, rheumatoid",Drug,actemra],29,,,,,4,25,,,29
"arthritis, rheumatoid",Drug,tocilizumab [roactemra,29,,,,,4,25,,,29
"arthritis, rheumatoid",Drug,tocilizumab [roactemra/actemra],29,,,,,4,25,,,29
"arthritis, rheumatoid",Drug,tocilizumab,26,,1,,,3,24,,,27
"arthritis, rheumatoid",Drug,abatacept,18,,,,,11,7,,,18
"arthritis, rheumatoid",Biological,adalimumab,12,,,,,7,5,,,12
"arthritis, rheumatoid",Biological,certolizumab pegol,8,,1,,,,9,,,9
"arthritis, rheumatoid",Drug,adalimumab,7,,2,,,1,8,,,9
"arthritis, rheumatoid",Drug,etanercept,6,,3,,1,4,4,,,9
"arthritis, rheumatoid",Drug,leflunomide,8,,1,,,1,8,,,9
"arthritis, rheumatoid",Biological,infliximab,7,,1,,,3,5,,,8
"arthritis, rheumatoid",Drug,certolizumab pegol,8,,,,,1,7,,,8
"arthritis, rheumatoid",Drug,"cp-690,550",8,,,,,,8,,,8
"arthritis, rheumatoid",Drug,rituximab,8,,,,,4,4,,,8
"arthritis, rheumatoid",Drug,folic acid,7,,,,,1,6,,,7
"arthritis, rheumatoid",Drug,methotrexate (mtx),7,,,,,1,6,,,7
"arthritis, rheumatoid",Drug,rituxan],7,,,,,2,5,,,7
"arthritis, rheumatoid",Drug,rituximab [mabthera,7,,,,,2,5,,,7
"arthritis, rheumatoid",Drug,rituximab [mabthera/rituxan],7,,,,,2,5,,,7
"arthritis, rheumatoid",Biological,etanercept,6,,,,,2,4,,,6
"arthritis, rheumatoid",Drug,hydroxychloroquine,6,,,,,,6,,,6
"arthritis, rheumatoid",Drug,mtx,6,,,,,3,3,,,6
"arthritis, rheumatoid",Drug,sulfasalazine,6,,,,,,6,,,6
"arthritis, rheumatoid",Drug,baricitinib,5,,,,,,5,,,5
"arthritis, rheumatoid",Drug,dmards,5,,,,,,5,,,5
"arthritis, rheumatoid",Drug,sarilumab,4,,1,,,,5,,,5
"arthritis, rheumatoid",Drug,cdp870,4,,,,,2,2,,,4
"arthritis, rheumatoid",Drug,csdmards,2,2,,,,,2,2,,4
"arthritis, rheumatoid",Drug,folate,4,,,,,4,,,,4
"arthritis, rheumatoid",Drug,fostamatinib,3,,1,,,,4,,,4
"arthritis, rheumatoid",Drug,humiraâ®,4,,,,,,4,,,4
"arthritis, rheumatoid",Drug,ly2127399,1,,3,,,,4,,,4
"arthritis, rheumatoid",Drug,methylprednisolone,4,,,,,4,,,,4
"arthritis, rheumatoid",Drug,mra(tocilizumab),4,,,,,4,,,,4
"arthritis, rheumatoid",Drug,ocrelizumab,,,4,,,2,2,,,4
"arthritis, rheumatoid",Drug,prednisolone,4,,,,,,4,,,4
"arthritis, rheumatoid",Biological,gsk3196165,,3,,,,,,3,,3
"arthritis, rheumatoid",Drug,filgotinib,3,,,,,,3,,,3
"arthritis, rheumatoid",Drug,golimumab,3,,,,,1,2,,,3
"arthritis, rheumatoid",Drug,peficitinib,3,,,,,,3,,,3
"arthritis, rheumatoid",Drug,sarilumab sar153191 (regn88),3,,,,,,3,,,3
"arthritis, rheumatoid",Drug,tofacitinib,2,1,,,,,2,1,,3
"arthritis, rheumatoid",placebo,methotrexate placebo,3,,,,,1,2,,,3
"arthritis, rheumatoid",placebo,placebo (for sarilumab),2,,1,,,,3,,,3
"arthritis, rheumatoid",placebo,placebo of cdp870,3,,,,,,3,,,3
"arthritis, rheumatoid",placebo,placebo q2w,1,,2,,,,3,,,3
"arthritis, rheumatoid",placebo,placebo to gsk3196165,,3,,,,,,3,,3
"arthritis, rheumatoid",placebo,placebo to match filgotinib,3,,,,,,3,,,3
"arthritis, rheumatoid",Biological,abatacept,2,,,,,,2,,,2
"arthritis, rheumatoid",Biological,abp 501,2,,,,,,2,,,2
"arthritis, rheumatoid",Biological,adalimumab 40 mg,2,,,,,1,1,,,2
"arthritis, rheumatoid",Biological,methotrexate (mtx),2,,,,,1,1,,,2
"arthritis, rheumatoid",Biological,ni-071,2,,,,,,2,,,2
"arthritis, rheumatoid",Biological,remicadeâ®,2,,,,,,2,,,2
"arthritis, rheumatoid",Biological,rituximab,2,,,,,1,1,,,2
"arthritis, rheumatoid",Biological,secukinumab (ain457),1,,1,,,,2,,,2
"arthritis, rheumatoid",Drug,administration of cimziaâ®,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,bi 695500,,,2,,,,2,,,2
"arthritis, rheumatoid",Drug,bi 695501,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,cdmard,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,cdp870 200mg,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,certolizumab pegol (czp),2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,cnto 148,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,comparator: diclofenac sodium,2,,,,,2,,,,2
"arthritis, rheumatoid",Drug,enbrel (etanercept),1,1,,,,,2,,,2
"arthritis, rheumatoid",Drug,fkb327,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,immunoscintigraphy with radiolabeled cimziaâ®.,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,intravenous (iv) abatacept,2,,,,,1,1,,,2
"arthritis, rheumatoid",Drug,kg,2,,,,,2,,,,2
"arthritis, rheumatoid",Drug,mabthera,2,,,,,1,1,,,2
"arthritis, rheumatoid",Drug,mabtheraâ®,,,2,,,,2,,,2
"arthritis, rheumatoid",Drug,methotrexate(mtx),2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,"mk0663, etoricoxib",2,,,,,2,,,,2
"arthritis, rheumatoid",Drug,mr prednisone,2,,,,,2,,,,2
"arthritis, rheumatoid",Drug,mra (tocilizumab),2,,,,,2,,,,2
"arthritis, rheumatoid",Drug,non-biologic dmards,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,ofatumumab,,,2,,,1,1,,,2
"arthritis, rheumatoid",Drug,oral corticosteroids,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,rituxan,2,,,,,1,1,,,2
"arthritis, rheumatoid",Drug,rituxanâ®,,,2,,,,2,,,2
"arthritis, rheumatoid",Drug,sirukumab,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,sirukumab 100 mg,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,sirukumab 50 mg,2,,,,,,2,,,2
"arthritis, rheumatoid",Drug,subcutaneous (sc) abatacept,2,,,,,1,1,,,2
"arthritis, rheumatoid",Drug,us-licensed humiraâ®,2,,,,,,2,,,2
"arthritis, rheumatoid",placebo,abatacept placebo,2,,,,,,2,,,2
"arthritis, rheumatoid",placebo,adalimumab placebo,2,,,,,1,1,,,2
"arthritis, rheumatoid",placebo,baricitinib placebo,2,,,,,,2,,,2
"arthritis, rheumatoid",placebo,double-blind placebo,2,,,,,1,1,,,2
"arthritis, rheumatoid",placebo,mtx placebo,2,,,,,1,1,,,2
"arthritis, rheumatoid",placebo,placebo capsules,2,,,,,2,,,,2
"arthritis, rheumatoid",placebo,placebo q4w,,,2,,,,2,,,2
"arthritis, rheumatoid",placebo,placebo to tofacitinib,,2,,,,,,2,,2
