pmid,nct_id,Title,ArticleType,Substance,MeSH,PubDate,Journal,pub_source,ctg_links,Abstract
32520406,NCT04368338,The association of lung ultrasound images with COVID-19 infection in an emergency room cohort.,Journal Article|Observational Study, ,"Adult|Aged|Area Under Curve|COVID-19|Cohort Studies|Coronavirus Infections|Emergency Medical Services|Emergency Service, Hospital|Female|Humans|Lung|Male|Middle Aged|Organ Dysfunction Scores|Pandemics|Pleura|Pneumonia, Viral|Polymerase Chain Reaction|Predictive Value of Tests|ROC Curve|Sensitivity and Specificity|Triage|Ultrasonography|NA",2020-11-19,Anaesthesia,Abstract,https://clinicaltrials.gov/ct2/show/NCT04368338,1
32522282,NCT04322396,Proactive Prophylaxis With Azithromycin and HydroxyChloroquine in Hospitalised Patients With COVID-19 (ProPAC-COVID): A structured summary of a study protocol for a randomised controlled trial.,Clinical Trial Protocol|Letter,Antiviral Agents|Hydroxychloroquine|Azithromycin|NA,"Antiviral Agents|Azithromycin|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Care|Denmark|Double-Blind Method|Drug Administration Schedule|Hospital Mortality|Host-Pathogen Interactions|Humans|Hydroxychloroquine|Inpatients|Length of Stay|Multicenter Studies as Topic|Noninvasive Ventilation|Pandemics|Patient Admission|Pneumonia, Viral|Randomized Controlled Trials as Topic|SARS-CoV-2|Severity of Illness Index|Time Factors|Treatment Outcome|NA",2020-06-17,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04322396,2
32527993,NCT04352517,[Influence of physical activity during outbreak on psychological states in adults in the Covid-19 pandemic: a study protocol.],Journal Article|Multicenter Study|Observational Study, ,"Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Clinical Protocols|Coronavirus Infections|Cross-Sectional Studies|Disease Outbreaks|Exercise|Female|Health Behavior|Health Status|Health Surveys|Humans|Latin America|Male|Mental Health|Middle Aged|Pandemics|Pneumonia, Viral|Portugal|Quarantine|SARS-CoV-2|Spain|NA",2020-06-17,Revista espanola de salud publica,Abstract,https://clinicaltrials.gov/ct2/show/NCT04352517,1
32532356,NCT04336254,Safety and efficacy assessment of allogeneic human dental pulp stem cells to treat patients with severe COVID-19: structured summary of a study protocol for a randomized controlled trial (Phase I / II).,"Clinical Trial Protocol|Clinical Trial, Phase I|Clinical Trial, Phase II|Letter", ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Dental Pulp|Female|Humans|Male|Middle Aged|Outcome Assessment, Health Care|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|SARS-CoV-2|Stem Cell Transplantation|Transplantation, Homologous|Young Adult|NA",2020-06-22,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04336254,1
32554923,NCT04369469,The complement system in COVID-19: friend and foe?,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Review", ,"Betacoronavirus|Blood Coagulation|COVID-19|Complement Activation|Coronavirus Infections|Endothelial Cells|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",2020-08-17,JCI insight,Abstract,https://clinicaltrials.gov/ct2/show/NCT04369469,3
32555385,NCT04354259,IBD in the time of corona - vigilance for immune-mediated diseases.,Journal Article|Review, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Immunity, Mucosal|Inflammatory Bowel Diseases|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",2020-09-08,Nature reviews. Gastroenterology &amp; hepatology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04354259,3
32555385,NCT04276688,IBD in the time of corona - vigilance for immune-mediated diseases.,Journal Article|Review, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Immunity, Mucosal|Inflammatory Bowel Diseases|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",2020-09-08,Nature reviews. Gastroenterology &amp; hepatology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04276688,2
32556328,NCT04343781,National French Survey of Coronavirus Disease (COVID-19) Symptoms in People Aged 70 and Over.,Journal Article, ,"Aged|Aged, 80 and over|COVID-19|Coronavirus|Coronavirus Infections|France|Humans|SARS-CoV-2|NA",2021-02-24,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Abstract,https://clinicaltrials.gov/ct2/show/NCT04343781,1
32559419,NCT04326920,Therapeutic blockade of granulocyte macrophage colony-stimulating factor in COVID-19-associated hyperinflammation: challenges and opportunities.,"Journal Article|Research Support, Non-U.S. Gov't|Review",Immunologic Factors|Granulocyte-Macrophage Colony-Stimulating Factor|NA,"Betacoronavirus|COVID-19|Coronavirus Infections|Disease Progression|Granulocyte-Macrophage Colony-Stimulating Factor|Humans|Immunologic Factors|Immunomodulation|Pandemics|Pneumonia, Viral|Respiratory Distress Syndrome|SARS-CoV-2|NA",2020-08-31,The Lancet. Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04326920,2
32560746,NCT04355364,Efficacy and safety of aerosolized intra-tracheal dornase alfa administration in patients with SARS-CoV-2-induced acute respiratory distress syndrome (ARDS): a structured summary of a study protocol for a randomised controlled trial.,Clinical Trial Protocol|Letter|Multicenter Study,Aerosols|Recombinant Proteins|Deoxyribonuclease I|dornase alfa|NA,"Adult|Aerosols|Betacoronavirus|COVID-19|Coronavirus Infections|Deoxyribonuclease I|Humans|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|Recombinant Proteins|Respiratory Distress Syndrome|SARS-CoV-2|Trachea|NA",2020-07-07,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04355364,1
32564693,NCT04331574,Age and Multimorbidity Predict Death Among COVID-19 Patients: Results of the SARS-RAS Study of the Italian Society of Hypertension.,"Journal Article|Multicenter Study|Observational Study|Research Support, Non-U.S. Gov't",Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|NA,"Adolescent|Adult|Age Distribution|Age Factors|Aged|Aged, 80 and over|Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|Betacoronavirus|COVID-19|Coronavirus Infections|Cross-Sectional Studies|Female|Humans|Hypertension|Italy|Male|Middle Aged|Multimorbidity|Pandemics|Pneumonia, Viral|Prognosis|Renin-Angiotensin System|SARS-CoV-2|Societies, Medical|Survival Rate|Young Adult|NA",2020-07-20,"Hypertension (Dallas, Tex. : 1979)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04331574,3
32569585,NCT04365959,Feasibility and physiological effects of prone positioning in non-intubated patients with acute respiratory failure due to COVID-19 (PRON-COVID): a prospective cohort study.,"Clinical Trial|Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Care|Feasibility Studies|Female|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Prone Position|Prospective Studies|Pulmonary Gas Exchange|Respiratory Distress Syndrome|Respiratory Mechanics|SARS-CoV-2|Young Adult|NA",2020-08-31,The Lancet. Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04365959,1
32579195,NCT04326790,Effect of Colchicine vs Standard Care on Cardiac and Inflammatory Biomarkers and Clinical Outcomes in Patients Hospitalized With Coronavirus Disease 2019: The GRECCO-19 Randomized Clinical Trial.,Journal Article|Randomized Controlled Trial,Fibrin Fibrinogen Degradation Products|Troponin|Tubulin Modulators|fibrin fragment D|C-Reactive Protein|Colchicine|NA,"Aged|Aged, 80 and over|Betacoronavirus|C-Reactive Protein|COVID-19|Cause of Death|Colchicine|Coronavirus Infections|Diarrhea|Disease Progression|Female|Fibrin Fibrinogen Degradation Products|Greece|Hospitalization|Humans|Inflammation|Kaplan-Meier Estimate|Male|Middle Aged|Mortality|Pandemics|Pneumonia, Viral|Respiration, Artificial|SARS-CoV-2|Time Factors|Treatment Outcome|Troponin|Tubulin Modulators|NA",2020-07-02,JAMA network open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04326790,2
32586395,NCT04368156,"A prospective, randomized, controlled study assessing vagus nerve stimulation using the gammaCoreÂ®-Sapphire device for patients with moderate to severe CoViD-19 Respiratory Symptoms (SAVIOR): A structured summary of a study protocol for a randomised controlled trial&quot;.",Clinical Trial Protocol|Letter, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Intensive Care Units|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|Respiration, Artificial|SARS-CoV-2|Vagus Nerve Stimulation|NA",2020-07-07,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04368156,1
32586399,NCT04348513,Triiodothyronine for the treatment of critically ill patients with COVID-19 infection: A structured summary of a study protocol for a randomised controlled trial.,"Clinical Trial Protocol|Clinical Trial, Phase II|Letter|Multicenter Study",Triiodothyronine|NA,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Illness|Double-Blind Method|Extracorporeal Membrane Oxygenation|Female|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|Respiration, Artificial|SARS-CoV-2|Triiodothyronine|Young Adult|NA",2020-07-07,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04348513,1
32589496,NCT04338672,The Impact of the Coronavirus Disease 2019 Outbreak on the Attendance of Patients with Surgical Complaints at a Tertiary Hospital Emergency Department.,Journal Article|Observational Study, ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Emergency Service, Hospital|Female|Health Personnel|Hospitalization|Humans|Intestinal Diseases|Israel|Male|Middle Aged|Pandemics|Pneumonia, Viral|Retrospective Studies|SARS-CoV-2|Sex Factors|Surgery Department, Hospital|Tachycardia|Tertiary Care Centers|Young Adult|NA",2020-09-28,Journal of laparoendoscopic &amp; advanced surgical techniques. Part A,Abstract,https://clinicaltrials.gov/ct2/show/NCT04338672,1
32602006,NCT04334291,Impact of renal function on admission in COVID-19 patients: an analysis of the international HOPE COVID-19 (Health Outcome Predictive Evaluation for COVID 19) Registry.,"Journal Article|Research Support, Non-U.S. Gov't","Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA","Acute Kidney Injury|Aged|Aged, 80 and over|Angiotensin-Converting Enzyme 2|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Glomerular Filtration Rate|Humans|Male|Middle Aged|Pandemics|Peptidyl-Dipeptidase A|Pneumonia, Viral|Registries|Risk Assessment|SARS-CoV-2|NA",2020-08-10,Journal of nephrology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04334291,6
32602562,NCT04327531,Evaluating the effects of the COVID-19 pandemic on the physical and mental well-being of obstetricians and gynecologists in Turkey.,Journal Article, ,"Adaptation, Psychological|Adult|Anxiety|Attitude of Health Personnel|COVID-19|Female|Gynecology|Humans|Male|Mental Health|Middle Aged|Obstetrics|Pandemics|Practice Patterns, Physicians'|Prospective Studies|Surveys and Questionnaires|Turkey|NA",2020-12-21,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,Abstract,https://clinicaltrials.gov/ct2/show/NCT04327531,1
32602677,NCT04339608,Prevalence of Flu-like Symptoms and COVID-19 in Healthcare Workers from India.,Journal Article, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Health Personnel|Humans|India|Pandemics|Pneumonia, Viral|Prevalence|SARS-CoV-2|NA",2020-07-06,The Journal of the Association of Physicians of India,Abstract,https://clinicaltrials.gov/ct2/show/NCT04339608,1
32613089,NCT04380818,Low dose anti-inflammatory radiotherapy for the treatment of pneumonia by covid-19: A proposal for a multi-centric prospective trial.,Journal Article, , ,2020-09-28,Clinical and translational radiation oncology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04380818,1
32616063,NCT04410562,Hydroxychloroquine efficacy and safety in preventing SARS-CoV-2 infection and COVID-19 disease severity during pregnancy (COVID-Preg): a structured summary of a study protocol for a randomised placebo controlled trial.,Clinical Trial Protocol|Letter,Antiviral Agents|Hydroxychloroquine|NA,"Antiviral Agents|Betacoronavirus|COVID-19|Chemoprevention|Coronavirus Infections|Double-Blind Method|Drug Administration Schedule|Female|Host-Pathogen Interactions|Humans|Hydroxychloroquine|Multicenter Studies as Topic|Pandemics|Pneumonia, Viral|Pregnancy|Pregnancy Complications, Infectious|Protective Factors|Randomized Controlled Trials as Topic|Risk Assessment|Risk Factors|SARS-CoV-2|Severity of Illness Index|Spain|Time Factors|Treatment Outcome|Virus Shedding|NA",2020-07-10,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04410562,1
32618282,NCT04307693,Testing COVID-19 therapies to prevent progression of mild disease.,Journal Article|Comment, ,"Betacoronavirus|COVID-19|Humans|Pandemics|Pneumonia, Viral|NA",2020-12-04,The Lancet. Infectious diseases,Abstract,https://clinicaltrials.gov/ct2/show/NCT04307693,1
32627860,NCT04368676,Psychological interventions to foster resilience in healthcare professionals.,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Adult|Allied Health Personnel|Cognitive Behavioral Therapy|Female|Health Personnel|Humans|Male|Middle Aged|Mindfulness|Occupational Diseases|Randomized Controlled Trials as Topic|Resilience, Psychological|Stress, Psychological|NA",2020-09-25,The Cochrane database of systematic reviews,Abstract,https://clinicaltrials.gov/ct2/show/NCT04368676,2
32633094,NCT04331106,The Orthostatic Hypotension Questionnaire in Swedish tested in patients with parkinsonism.,"Journal Article|Research Support, Non-U.S. Gov't", , ,2021-02-22,Brain and behavior,Abstract,https://clinicaltrials.gov/ct2/show/NCT04331106,1
32641154,NCT04390464,Repurposed immunomodulatory drugs for Covid-19 in pre-ICu patients - mulTi-Arm Therapeutic study in pre-ICu patients admitted with Covid-19 - Repurposed Drugs (TACTIC-R): A structured summary of a study protocol for a randomised controlled trial.,"Clinical Trial Protocol|Clinical Trial, Phase IV|Letter","Antibodies, Monoclonal, Humanized|Azetidines|Immunologic Factors|Sulfonamides|ravulizumab|baricitinib|NA","Antibodies, Monoclonal, Humanized|Azetidines|Betacoronavirus|COVID-19|Coronavirus Infections|Drug Repositioning|Humans|Immunologic Factors|Intensive Care Units|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|SARS-CoV-2|Sulfonamides|NA",2020-07-14,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04390464,1
32641163,NCT04339816,Azithromycin added to hydroxychloroquine for patients admitted to intensive care due to coronavirus disease 2019 (COVID-19)-protocol of randomised controlled trial AZIQUINE-ICU.,Clinical Trial Protocol|Journal Article|Multicenter Study,Hydroxychloroquine|Azithromycin|NA,"Azithromycin|Betacoronavirus|COVID-19|Coronavirus Infections|Double-Blind Method|Drug Therapy, Combination|Humans|Hydroxychloroquine|Intensive Care Units|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|SARS-CoV-2|NA",2020-07-14,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04339816,1
32641343,NCT04264533,Intravenous high-dose vitamin C for the treatment of severe COVID-19: study protocol for a multicentre randomised controlled trial.,"Clinical Trial Protocol|Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",Vitamins|Ascorbic Acid|NA,"Administration, Intravenous|Ascorbic Acid|Betacoronavirus|COVID-19|China|Coronavirus Infections|Cytokine Release Syndrome|Hospital Mortality|Humans|Intensive Care Units|Pandemics|Pneumonia, Viral|Respiration, Artificial|SARS-CoV-2|Severity of Illness Index|Treatment Outcome|Vitamins|NA",2020-07-17,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04264533,1
32645153,NCT04321265,Inhibitors of the renin-angiotensin-aldosterone system and COVID-19 in critically ill elderly patients.,Journal Article|Multicenter Study,Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|NA,"Aged|Aged, 80 and over|Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|COVID-19|Critical Illness|Female|Humans|Intensive Care Units|Male|Prospective Studies|SARS-CoV-2|NA",2021-01-26,European heart journal. Cardiovascular pharmacotherapy,Abstract,https://clinicaltrials.gov/ct2/show/NCT04321265,2
32648959,NCT04321421,Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Betacoronavirus|COVID-19|Cause of Death|Coronavirus Infections|Early Termination of Clinical Trials|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Respiration, Artificial|SARS-CoV-2|Selection Bias|Severity of Illness Index|Treatment Outcome|NA",2020-07-22,The Cochrane database of systematic reviews,Abstract,https://clinicaltrials.gov/ct2/show/NCT04321421,4
32650305,NCT04471701,Self-Reported Symptoms of SARS-CoV-2 Infection in a Nonhospitalized Population in Italy: Cross-Sectional Study of the EPICOVID19 Web-Based Survey.,Journal Article, ,"Adolescent|Adult|Aged|Aged, 80 and over|Area Under Curve|Betacoronavirus|COVID-19|Coronavirus|Coronavirus Infections|Cross-Sectional Studies|Female|Health Status|Health Surveys|Humans|Italy|Male|Middle Aged|Odds Ratio|Pandemics|Pneumonia, Viral|Population Surveillance|Prevalence|ROC Curve|SARS-CoV-2|Self Report|Severe Acute Respiratory Syndrome|Young Adult|NA",2020-10-02,JMIR public health and surveillance,Abstract,https://clinicaltrials.gov/ct2/show/NCT04471701,3
