nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04502056,8/7/2020,9/6/2020,Interventional,Covid-19 Messaging to Underserved Communities - 2nd Experiment,Completed,N/A,"National Bureau of Economic Research, Inc.",NA,https://clinicaltrials.gov/ct2/show/NCT04502056,1,0,1,1,United States,1,3,Acknowledgement Racial Injustice AMA|African American Sender Acknowledgement|African American Sender in Informational Videos.|Racial Inequality Highlighted|AMA Acknowledgement Drug Pricing|White Sender in Acknowledgement|White Sender in Informational Videos|No Racial Inequality Highlighting|Placebo videos,0
NCT04557046,6/26/2020,11/30/2021,Interventional,Performance Evaluation of LumiraDx COVID-19 (SARS-CoV-2) Ag Test,Recruiting,N/A,LumiraDx UK Limited,NA,https://clinicaltrials.gov/ct2/show/NCT04557046,1,0,1,1,United States,0,3,Nasal Swab|Nasopharyngeal swab|Throat swab|Fingerstick|Saliva specimen,0
NCT04355936,5/19/2020,11/2/2020,Interventional,Telmisartan for Treatment of COVID-19 Patients,Completed,Phase 4,Laboratorio Elea Phoenix S.A.,NA,https://clinicaltrials.gov/ct2/show/NCT04355936,2,0,2,0,Argentina,0,8,Telmisartan arm will receive 80 mg Telmisartan twice daily plus standard care.,0
NCT04510207,7/16/2020,6/16/2021,Interventional,"A Study to Evaluate The Efficacy, Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccines (Vero Cell) in Healthy Population Aged 18 Years Old and Above",Recruiting,Phase 3,China National Biotec Group Company Limited,NA,https://clinicaltrials.gov/ct2/show/NCT04510207,1,0,1,0,Bahrain|Egypt|Jordan|United Arab Emirates,0,7,Inactivated SARS-CoV-2 Vaccine (Vero cell)|Inactivated SARS-CoV-2 Vaccine (Vero cell)|Placebo,1
NCT04327505,6/3/2020,12/31/2021,Interventional,Safety and Efficacy of Hyperbaric Oxygen for ARDS in Patients With COVID-19,Recruiting,Phase 2/Phase 3,Karolinska Institutet,NA,https://clinicaltrials.gov/ct2/show/NCT04327505,1,0,1,0,Germany|Sweden,0,7,Hyperbaric oxygen,0
NCT04334954,8/26/2020,3/31/2022,Observational,SARS-COV2 Pandemic Serosurvey and Blood Sampling,"Active, not recruiting",NA,National Institutes of Health Clinical Center (CC),NA,https://clinicaltrials.gov/ct2/show/NCT04334954,1,0,1,1,United States,0,103,NA,0
NCT04529525,8/19/2020,2/22/2021,Interventional,Ivermectin to Prevent Hospitalizations in COVID-19,Completed,Phase 2/Phase 3,Instituto de CardiologÃ­a de Corrientes,NA,https://clinicaltrials.gov/ct2/show/NCT04529525,2,11,13,0,Argentina,0,6,Ivermectin|Placebo,0
NCT04344535,4/8/2020,1/1/2021,Interventional,Convalescent Plasma vs. Standard Plasma for COVID-19,Terminated,Phase 1/Phase 2,Stony Brook University,Insufficient eligible and consenting patients,https://clinicaltrials.gov/ct2/show/NCT04344535,1,0,1,1,United States,0,2,Convalescent Plasma|Standard Donor Plasma,0
NCT04716569,1/20/2021,2/20/2021,Interventional,Evaluation of Ivermectin Mucoadhesive Nanosuspension as Nasal Spray in Management of Early Covid-19,Recruiting,Phase 2/Phase 3,South Valley University,NA,https://clinicaltrials.gov/ct2/show/NCT04716569,1,0,1,0,Egypt,0,7,intranasal ivermectin spray,0
NCT04329611,4/13/2020,7/20/2020,Interventional,ALBERTA HOPE COVID-19 for the Prevention of Severe COVID19 Disease,Terminated,Phase 3,University of Calgary,"Enrolment was suspended on 22may2020, after Mehra et al (Lancet 2020) then stopped due to lack
    of Covid19 cases.",https://clinicaltrials.gov/ct2/show/NCT04329611,1,0,1,0,Canada,0,8,Hydroxychloroquine,0
NCT04394377,6/21/2020,3/26/2021,Interventional,Full Anticoagulation Versus Prophylaxis in COVID-19: COALIZAO ACTION Trial,Completed,Phase 4,Brazilian Clinical Research Institute,NA,https://clinicaltrials.gov/ct2/show/NCT04394377,2,0,2,0,Brazil,0,9,Group 1: Rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed|Group 2: control group with enoxaparin 40mg/d,0
NCT04348656,3/14/2020,3/5/2021,Interventional,CONvalescent Plasma for Hospitalized Adults With COVID-19 Respiratory Illness (CONCOR-1),Terminated,Phase 3,McMaster University,"Study was terminated after the planned interim analysis as the pre-defined futility threshold
    was met",https://clinicaltrials.gov/ct2/show/NCT04348656,1,0,1,1,United States|Brazil|Canada,0,12,Convalescent plasma,0
NCT04790786,3/10/2021,2/28/2022,Interventional,"UPMC OPTIMISE-C19 Trial, a COVID-19 Study",Recruiting,Phase 3,University of Pittsburgh,NA,https://clinicaltrials.gov/ct2/show/NCT04790786,1,0,1,1,United States,0,3,Lilly Bamlanivimab|Regeneron Casirivimab + Imdevimab|Lilly Bamlanivimab + Etesevimab|Sotrovimab,0
NCT04323787,3/30/2020,4/30/2022,Observational,Viral Infection and Respiratory Illness Universal Study[VIRUS]: COVID-19 Registry,Recruiting,NA,Mayo Clinic,NA,https://clinicaltrials.gov/ct2/show/NCT04323787,2,0,2,1,United States,0,5,observational,0
NCT04329533,4/13/2020,11/1/2020,Interventional,Effects of Using Mobile App on Perceived Stress During COVID-19 Pandemic,Completed,N/A,University of Arizona,NA,https://clinicaltrials.gov/ct2/show/NCT04329533,1,0,1,1,United States,0,8,"""Calm"" is a mindfulness meditation mobile app",0
NCT04652648,5/27/2020,10/31/2020,Interventional,Rapid Development and Implementation of a Remote ECG-monitored Prospective Randomized Clinical Trial During a Pandemic: Hydroxychloroquine Prophylaxis in COVID-19 Household Contacts,Completed,Phase 4,Bryn Mawr Hospital,NA,https://clinicaltrials.gov/ct2/show/NCT04652648,1,0,1,1,United States,0,0,Hydroxychloroquine,0
NCT04342806,4/10/2020,12/31/2099,Observational [Patient Registry],"Healthcare Worker Exposure Response and Outcomes (HERO) Registry Study, COVID-19",Recruiting,NA,Duke University,NA,https://clinicaltrials.gov/ct2/show/NCT04342806,1,0,1,1,United States,0,3,NA,0
NCT04393818,5/5/2020,8/24/2020,Interventional,Mobile Phone Based Intervention to Protect Mental Health in Healthcare Workers at Frontline Against COVID19,Completed,Phase 3,FundaciÃ³ d'investigaciÃ³ SanitÃ ria de les Illes Balears,NA,https://clinicaltrials.gov/ct2/show/NCT04393818,2,0,2,0,Spain,0,4,Intervention App,0
NCT04381936,3/19/2020,12/31/2021,Interventional,Randomised Evaluation of COVID-19 Therapy,Recruiting,Phase 2/Phase 3,University of Oxford,NA,https://clinicaltrials.gov/ct2/show/NCT04381936,3,2,5,0,Indonesia|Nepal|United Kingdom,0,10,Lopinavir-Ritonavir|Corticosteroid|Hydroxychloroquine|Azithromycin|Convalescent plasma|Tocilizumab|Immunoglobulin|Synthetic neutralising antibodies|Aspirin|Colchicine|Baricitinib|Anakinra|Dimethyl fumarate|High Dose Corticosteroid|Empagliflozin,0
NCT04523831,6/1/2020,8/22/2020,Interventional,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Completed,Phase 3,Dhaka Medical College,NA,https://clinicaltrials.gov/ct2/show/NCT04523831,1,0,1,0,Bangladesh,1,5,Ivermectin and Doxycycline|Standard of care,0
NCT04327388,3/28/2020,7/31/2020,Interventional,Sarilumab COVID-19,Completed,Phase 3,Sanofi,NA,https://clinicaltrials.gov/ct2/show/NCT04327388,1,0,1,0,Argentina|Brazil|Canada|Chile|France|Germany|Israel|Italy|Japan|Russian Federation|Spain,1,19,Sarilumab SAR153191|Placebo,0
NCT04354701,3/17/2020,12/31/2021,Observational [Patient Registry],COVID-19 and Cancer Consortium Registry,Recruiting,NA,Vanderbilt-Ingram Cancer Center,NA,https://clinicaltrials.gov/ct2/show/NCT04354701,2,0,2,1,United States,0,4,Web-based REDCap survey,0
NCT04420247,4/16/2020,8/20/2020,Interventional,Efficacy of Chloroquine or Hydroxychloroquine in Treating Pneumonia Caused by SARS-Cov-2 - COVID-19,Completed,Phase 3,Centro de Estudos e Pesquisa em Emergencias Medicas e Terapia Intensiva,NA,https://clinicaltrials.gov/ct2/show/NCT04420247,1,0,1,0,Brazil,0,3,Chloroquine|Hydroxychloroquine|standard care,0
NCT04339790,4/7/2020,6/2/2021,Observational,Mental Health Impact of COVID-19 Pandemic on NIMH Research Participants and Volunteers,Completed,NA,National Institutes of Health Clinical Center (CC),NA,https://clinicaltrials.gov/ct2/show/NCT04339790,1,0,1,1,United States,0,143,NA,0
NCT04486508,7/30/2020,4/4/2021,Interventional,Intermediate-dose vs Standard Prophylactic Anticoagulation and Statin vs Placebo in ICU Patients With COVID-19,"Active, not recruiting",Phase 3,Rajaie Cardiovascular Medical and Research Center,NA,https://clinicaltrials.gov/ct2/show/NCT04486508,1,1,2,0,"Iran, Islamic Republic of",0,8,intermediate dose Enoxaparin/ unfractionated heparin|standard prophylactic dose Enoxaparin/ unfractionated heparin|Atorvastatin 20mg|Matched placebo,0
NCT04494984,7/27/2020,11/23/2020,Interventional,"A Study to Investigate the Pharmacokinetics, Efficacy and Safety of INM005 in Patients With COVID-19.",Completed,Phase 2/Phase 3,Inmunova S.A.,NA,https://clinicaltrials.gov/ct2/show/NCT04494984,1,0,1,0,Argentina,0,4,INM005|Placebo,0
NCT04403100,6/3/2020,2/1/2021,Interventional,"Hydroxychloroquine and Lopinavir/ Ritonavir to Improve the Health of People With COVID-19: ""The Hope Coalition - 1""",Recruiting,Phase 3,Cardresearch,NA,https://clinicaltrials.gov/ct2/show/NCT04403100,1,0,1,0,Brazil,0,3,Hydroxychloroquine Sulfate Tablets|Lopinavir/ Ritonavir Oral Tablet|Hydroxychloroquine Sulfate Tablets plus Lopinavir/ Ritonavir Oral Tablets|Placebo,0
NCT04371419,5/13/2020,5/24/2020,Interventional,COVID-19 Health Messaging to Underserved Communities,Completed,N/A,"National Bureau of Economic Research, Inc.",NA,https://clinicaltrials.gov/ct2/show/NCT04371419,1,0,1,1,United States,1,4,Messaging,0
NCT04405843,7/14/2020,12/21/2020,Interventional,Efficacy of Ivermectin in Adult Patients With Early Stages of COVID-19 (EPIC Trial),Completed,Phase 2/Phase 3,Centro de Estudios en InfectogÃ­a Pediatrica,NA,https://clinicaltrials.gov/ct2/show/NCT04405843,1,0,1,0,Colombia,0,8,Ivermectin Oral Product|Placebo,0
NCT04482647,6/17/2020,7/1/2021,Interventional,Breathing Techniques and Meditation for Health Care Workers During COVID-19 Pandemic,Recruiting,Phase 1,M.D. Anderson Cancer Center,NA,https://clinicaltrials.gov/ct2/show/NCT04482647,1,0,1,1,United States,0,4,Media Intervention|Meditation Therapy|Quality-of-Life Assessment|Questionnaire Administration|Yoga,0
NCT04407260,3/6/2020,5/1/2020,Observational,"Use of Oxygen Hoods in Patients Failing on Conventional High-flow Oxygen Delivery Systems, Effects on Oxygenation, Mechanical Ventilation and Mortality Rates in Hypoxic COVID-19 Patients. Prospective Cohort Study.",Completed,NA,Northwell Health,NA,https://clinicaltrials.gov/ct2/show/NCT04407260,1,0,1,1,United States,0,3,Oxygen Hood,0
NCT04338009,3/31/2020,8/20/2020,Interventional,Elimination or Prolongation of ACE Inhibitors and ARB in Coronavirus Disease 2019,Completed,N/A,University of Pennsylvania,NA,https://clinicaltrials.gov/ct2/show/NCT04338009,1,0,1,1,United States,1,3,Discontinuation of ARB/ACEI|Continuation of ARB/ACEI,0
NCT04484493,8/8/2020,10/25/2020,Interventional,Corticosteroid Nasal Spray in COVID-19 Anosmia,Completed,Phase 3,Benha University,NA,https://clinicaltrials.gov/ct2/show/NCT04484493,1,0,1,0,Egypt,0,5,mometasone furoate nasal spray,0
NCT04344587,4/23/2020,5/7/2021,Interventional,Awake Prone Position for Early Hypoxemia in COVID-19,Completed,N/A,Boston University,NA,https://clinicaltrials.gov/ct2/show/NCT04344587,1,0,1,1,United States|Spain,0,13,Self-prone position recommendation|Usual care,0
NCT04530396,9/7/2020,5/1/2021,Interventional,"Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19","Active, not recruiting",Phase 3,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",NA,https://clinicaltrials.gov/ct2/show/NCT04530396,1,0,1,0,Russian Federation,0,8,Gam-COVID-Vac|placebo,1
NCT04351295,4/20/2020,9/28/2020,Interventional,Efficacy of Faviprevir in COVID-19 Treatment,Completed,Phase 2/Phase 3,Tanta University,NA,https://clinicaltrials.gov/ct2/show/NCT04351295,1,0,1,0,Egypt,0,4,Favipiravir|Chloroquine,0
NCT04533360,9/28/2020,10/9/2020,Observational [Patient Registry],Prevalence of COVID-19 Antibodies Kingman AZ,Enrolling by invitation,NA,Kingman Regional Medical Center,NA,https://clinicaltrials.gov/ct2/show/NCT04533360,1,0,1,1,United States,0,3,VITROS Anti-SARS-CoV-2 IgG test,0
NCT04673214,12/16/2020,2/2/2021,Interventional,Evaluation of Prognostic Modification in COVID-19 Patients in Early Intervention Treatment,Recruiting,Phase 3,"CoordinaciÃ³n de InvestigaciÃ³n en Salud, Mexico",NA,https://clinicaltrials.gov/ct2/show/NCT04673214,0,6,6,0,Mexico,0,4,Azithromycin / Ivermectin / Ribaroxaban / Paracetamol|Azithromycin / Ribaroxaban / Paracetamol,0
NCT04304053,3/18/2020,6/15/2020,Interventional,Treatment of COVID-19 Cases and Chemoprophylaxis of Contacts as Prevention,Completed,Phase 3,"FundaciÃ³n FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la PromociÃ³n de la Salud y la Ciencia",NA,https://clinicaltrials.gov/ct2/show/NCT04304053,1,0,1,0,Spain,0,9,Treatment and prophylaxis|Standard Public Health measures,0
NCT04451174,6/23/2020,1/30/2021,Interventional,Early Use of Corticosteroids in Non-critical Patients With COVID-19 Pneumonia,Terminated,Phase 3,University of Chile,Corticosteroid use approval,https://clinicaltrials.gov/ct2/show/NCT04451174,1,0,1,0,Chile,0,4,Prednisone,0
NCT04336410,4/3/2020,1/31/2022,Interventional,"Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers","Active, not recruiting",Phase 1,Inovio Pharmaceuticals,NA,https://clinicaltrials.gov/ct2/show/NCT04336410,1,0,1,1,United States,0,10,INO-4800|CELLECTRAÂ® 2000,1
NCT04403685,5/8/2020,7/8/2020,Interventional,Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,Terminated,Phase 3,BeneficÃªncia Portuguesa de SÃ£o Paulo,Safety,https://clinicaltrials.gov/ct2/show/NCT04403685,1,0,1,0,Brazil,0,3,Tocilizumab,0
NCT04445493,3/1/2021,7/31/2021,Observational,EPISODE-PS-COVID: hEad Pulse for Ischemic StrOke DEtection Prehospital Study During the COVID-19 Pandemic ( EPISODEPSCOVID ),Recruiting,NA,"MindRhythm, Inc.",NA,https://clinicaltrials.gov/ct2/show/NCT04445493,0,1,1,1,United States,0,3,MindRhythm Harmony,0
NCT04472728,6/16/2020,7/31/2021,Interventional,Testing the Efficacy and Safety of BIO101 for the Prevention of Respiratory Deterioration in COVID-19 Patients,Recruiting,Phase 2/Phase 3,Biophytis,NA,https://clinicaltrials.gov/ct2/show/NCT04472728,1,0,1,1,United States|Belgium|Brazil|France|Puerto Rico,0,6,BIO101|Placebo,0
NCT04374149,4/30/2020,9/30/2020,Interventional,Therapeutic Plasma Exchange Alone or in Combination With Ruxolitinib in COVID-19 Associated CRS,Completed,Phase 2,Prisma Health-Upstate,NA,https://clinicaltrials.gov/ct2/show/NCT04374149,1,0,1,1,United States,0,2,Therapeutic Plasma Exchange|Ruxolitinib,0
NCT04344041,4/15/2020,1/14/2021,Interventional,COvid-19 and Vitamin D Supplementation: a Multicenter Randomized Controlled Trial of High Dose Versus Standard Dose Vitamin D3 in High-risk COVID-19 Patients (CoVitTrial),Completed,Phase 3,"University Hospital, Angers",NA,https://clinicaltrials.gov/ct2/show/NCT04344041,1,0,1,0,France,0,5,"cholecalciferol 200,000 IU|cholecalciferol 50,000 IU",0
NCT04283461,3/16/2020,11/22/2022,Interventional,Safety and Immunogenicity Study of 2019-nCoV Vaccine (mRNA-1273) for Prophylaxis of SARS-CoV-2 Infection (COVID-19),"Active, not recruiting",Phase 1,National Institute of Allergy and Infectious Diseases (NIAID),NA,https://clinicaltrials.gov/ct2/show/NCT04283461,2,0,2,1,United States,0,33,mRNA-1273,1
NCT04447534,6/23/2020,10/1/2030,Interventional,Zinc With Chloroquine/Hydroxychloroquine in Treatment of COVID-19,Recruiting,Phase 3,Tanta University,NA,https://clinicaltrials.gov/ct2/show/NCT04447534,1,0,1,0,Egypt,0,3,Chloroquine|zinc,0
NCT04322123,4/1/2020,8/30/2020,Interventional,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),"Active, not recruiting",Phase 3,Hospital do Coracao,NA,https://clinicaltrials.gov/ct2/show/NCT04322123,1,0,1,0,Brazil,0,7,Hydroxychloroquine Oral Product|Hydroxychloroquine + azithromycin,0
NCT04323839,3/20/2020,3/31/2024,Observational [Patient Registry],COVID-19 PRIORITY (Pregnancy CoRonavIrus Outcomes RegIsTrY),Enrolling by invitation,NA,"University of California, San Francisco",NA,https://clinicaltrials.gov/ct2/show/NCT04323839,1,0,1,1,United States,0,4,Pregnant women under investigation for Coronavirus or diagnosed with COVID-19|Postpartum women under investigation for Coronavirus or diagnosed with COVID-19,0
NCT04533347,2/19/2021,6/8/2021,Interventional,Tafenoquine in Patients With Mild to Moderate COVID-19,Recruiting,Phase 2,60 Degrees Pharmaceuticals LLC,NA,https://clinicaltrials.gov/ct2/show/NCT04533347,0,7,7,1,United States,0,2,Tafenoquine Oral Tablet|Placebo,0
NCT04578158,9/29/2020,3/28/2021,Interventional,Trial to Study the Adjuvant Benefits of Quercetin Phytosome in Patients With COVID-19,Completed,Phase 3,Liaquat University of Medical & Health Sciences,NA,https://clinicaltrials.gov/ct2/show/NCT04578158,0,3,3,0,Pakistan,0,9,Standard COVID-19 care|Quercetin Phytosome,0
NCT04333420,3/31/2020,9/30/2021,Interventional,"Randomized, Controlled Study of IFX-1 in Patients With Severe COVID-19 Pneumonia",Recruiting,Phase 2/Phase 3,InflaRx GmbH,NA,https://clinicaltrials.gov/ct2/show/NCT04333420,1,0,1,0,Belgium|Brazil|France|Germany|Mexico|Netherlands|Peru|Russian Federation|South Africa,0,13,SOC + IFX-1|SOC + Placebo,0
NCT04423770,6/8/2020,6/8/2021,Observational,COVID-19 Related Health and Infection Control Practices Among Dentists,Completed,NA,American Dental Association,NA,https://clinicaltrials.gov/ct2/show/NCT04423770,1,0,1,1,United States,0,4,No intervention,0
NCT04327401,4/13/2020,7/22/2020,Interventional,COVID-19-associated ARDS Treated With Dexamethasone: Alliance Covid-19 Brasil III,Terminated,Phase 3,Hospital Sirio-Libanes,"The Data Monitoring Committee recommended to stop the trial based on the Recovery Trial
    results, which was accepted by the CoDEX Steering Committee.",https://clinicaltrials.gov/ct2/show/NCT04327401,1,0,1,0,Brazil,0,5,Dexamethasone,0
NCT04356495,7/29/2020,1/29/2022,Interventional,Trial of COVID-19 Outpatient Treatment in Individuals With Risk Factors for Aggravation,Recruiting,Phase 2/Phase 3,"University Hospital, Bordeaux",NA,https://clinicaltrials.gov/ct2/show/NCT04356495,1,0,1,0,France,0,7,Vitamins|Telmisartan|Ciclesonide|interferon Î²-1b,0
NCT04374526,5/27/2020,5/26/2021,Interventional,Early transfusIon of Convalescent Plasma in Elderly COVID-19 Patients. to Prevent Disease Progression.,Completed,Phase 2/Phase 3,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,NA,https://clinicaltrials.gov/ct2/show/NCT04374526,1,0,1,0,Italy,0,3,COVID-19 Convalescent Plasma,0
NCT04316377,3/25/2020,5/25/2020,Interventional,Norwegian Coronavirus Disease 2019 Study,"Active, not recruiting",Phase 4,"University Hospital, Akershus",NA,https://clinicaltrials.gov/ct2/show/NCT04316377,2,0,2,0,Norway,0,3,Hydroxychloroquine Sulfate,0
NCT04321278,3/28/2020,6/14/2020,Interventional,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),Completed,Phase 3,Hospital Israelita Albert Einstein,NA,https://clinicaltrials.gov/ct2/show/NCT04321278,1,0,1,0,Brazil,0,6,Hydroxychloroquine + azithromycin|Hydroxychloroquine,0
NCT04359095,8/18/2020,3/20/2021,Interventional,Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,Recruiting,Phase 2/Phase 3,Universidad Nacional de Colombia,NA,https://clinicaltrials.gov/ct2/show/NCT04359095,0,17,17,0,Colombia,0,5,Emtricitabine/tenofovir|Colchicine Pill|Rosuvastatin|Standard treatment,0
