nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,pubmed_links,ctg_links,Abstract,Registry,Total_pubs,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04359810,4/21/2020,12/30/2020,Interventional,Plasma Therapy of COVID-19 in Severely Ill Patients,Completed,Phase 2,Columbia University,NA,https://pubmed.ncbi.nlm.nih.gov/33974559,https://clinicaltrials.gov/ct2/show/NCT04359810,2,0,2,United States|Brazil,0,5,Convalescent Plasma (anti-SARS-CoV-2 plasma)|Non-convalescent Plasma (control plasma),0
NCT04344535,4/8/2020,1/1/2021,Interventional,Convalescent Plasma vs. Standard Plasma for COVID-19,Terminated,Phase 1/Phase 2,Stony Brook University,Insufficient eligible and consenting patients,https://pubmed.ncbi.nlm.nih.gov/33870923,https://clinicaltrials.gov/ct2/show/NCT04344535,1,0,1,United States,1,5,Convalescent Plasma|Standard Donor Plasma,0
NCT04434131,4/28/2020,4/28/2021,Interventional,Treatment With Investigational Convalescent Plasma and Measure Antibody Levels in Patients Hospitalized With COVID-19,Recruiting,Phase 2,University of New Mexico,NA,https://pubmed.ncbi.nlm.nih.gov/32779705,https://clinicaltrials.gov/ct2/show/NCT04434131,1,0,1,United States,0,3,Convalescent Plasma,0
NCT04328480,4/17/2020,4/25/2021,Interventional,The ECLA PHRI COLCOVID Trial. Effects of Colchicine on Moderate/High-risk Hospitalized COVID-19 Patients.,Completed,Phase 3,Estudios ClÃ­nicos Latino AmÃ©rica,NA,https://pubmed.ncbi.nlm.nih.gov/34964849,https://clinicaltrials.gov/ct2/show/NCT04328480,1,0,1,Argentina,0,6,Colchicine|Local standard of care,0
NCT04359095,8/18/2020,3/20/2021,Interventional,Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,Completed,Phase 2/Phase 3,Universidad Nacional de Colombia,NA,https://pubmed.ncbi.nlm.nih.gov/34957385,https://clinicaltrials.gov/ct2/show/NCT04359095,1,17,18,Colombia,0,5,Emtricitabine/tenofovir|Colchicine Pill|Rosuvastatin|Standard treatment,0
NCT04315948,3/22/2020,3/31/2023,Interventional,Trial of Treatments for COVID-19 in Hospitalized Adults,Recruiting,Phase 3,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",NA,https://pubmed.ncbi.nlm.nih.gov/34534511,https://clinicaltrials.gov/ct2/show/NCT04315948,3,3,6,Austria|Belgium|France|Luxembourg|Norway|Portugal,0,18,Remdesivir|Lopinavir/ritonavir|Interferon Beta-1A|Hydroxychloroquine|Standard of care|AZD7442|Placebo,0
NCT04330638,4/3/2020,12/18/2020,Interventional,Treatment of COVID-19 Patients With Anti-interleukin Drugs,Completed,Phase 3,"University Hospital, Ghent",NA,https://pubmed.ncbi.nlm.nih.gov/34756178,https://clinicaltrials.gov/ct2/show/NCT04330638,3,0,3,Belgium,0,8,Usual Care|Anakinra|Siltuximab|Tocilizumab,0
NCT04350320,4/30/2020,10/20/2020,Interventional,Trial to Study the Benefit of Colchicine in Patients With COVID-19,Completed,Phase 3,Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia,NA,https://pubmed.ncbi.nlm.nih.gov/34658014,https://clinicaltrials.gov/ct2/show/NCT04350320,2,0,2,Spain,0,3,Colchicine Tablets|Standard therapy for COVID-19 according to the stablished hospital protocols.,0
NCT04652648,5/27/2020,10/31/2020,Interventional,Rapid Development and Implementation of a Remote ECG-monitored Prospective Randomized Clinical Trial During a Pandemic: Hydroxychloroquine Prophylaxis in COVID-19 Household Contacts,Completed,Phase 4,Bryn Mawr Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/34037911,https://clinicaltrials.gov/ct2/show/NCT04652648,2,0,2,United States,0,0,Hydroxychloroquine,0
NCT04342728,4/8/2020,12/30/2020,Interventional,Coronavirus 2019 (COVID-19)- Using Ascorbic Acid and Zinc Supplementation,Completed,Not Applicable,The Cleveland Clinic,NA,https://pubmed.ncbi.nlm.nih.gov/34291813,https://clinicaltrials.gov/ct2/show/NCT04342728,2,0,2,United States,0,6,Ascorbic Acid|Zinc Gluconate|Ascorbic Acid and Zinc Gluconate|Standard of Care,0
NCT04355936,5/19/2020,11/2/2020,Interventional,Telmisartan for Treatment of COVID-19 Patients,Completed,Phase 4,Laboratorio Elea Phoenix S.A.,NA,https://pubmed.ncbi.nlm.nih.gov/34189447,https://clinicaltrials.gov/ct2/show/NCT04355936,2,0,2,Argentina,0,8,Telmisartan arm will receive 80 mg Telmisartan twice daily plus standard care.,0
NCT04331834,4/3/2020,6/25/2020,Interventional,Pre-Exposure Prophylaxis With Hydroxychloroquine for High-Risk Healthcare Workers During the COVID-19 Pandemic,Completed,Phase 3,Barcelona Institute for Global Health,NA,https://pubmed.ncbi.nlm.nih.gov/34781981,https://clinicaltrials.gov/ct2/show/NCT04331834,2,0,2,Spain,0,3,Hydroxychloroquine|Placebos,0
NCT04523831,6/1/2020,8/22/2020,Interventional,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Completed,Phase 3,Dhaka Medical College,NA,https://pubmed.ncbi.nlm.nih.gov/33983065,https://clinicaltrials.gov/ct2/show/NCT04523831,1,0,1,Bangladesh,1,5,Ivermectin and Doxycycline|Standard of care,0
NCT04420247,4/16/2020,8/20/2020,Interventional,Efficacy of Chloroquine or Hydroxychloroquine in Treating Pneumonia Caused by SARS-Cov-2 - COVID-19,Completed,Phase 3,Centro de Estudos e Pesquisa em Emergencias Medicas e Terapia Intensiva,NA,https://pubmed.ncbi.nlm.nih.gov/33907251,https://clinicaltrials.gov/ct2/show/NCT04420247,1,0,1,Brazil,0,3,Chloroquine|Hydroxychloroquine|standard care,0
NCT04325893,4/1/2020,6/18/2020,Interventional,Hydroxychloroquine Versus Placebo in COVID-19 Patients at Risk for Severe Disease,Terminated,Phase 3,"University Hospital, Angers",decrease in number of eligible patients,https://pubmed.ncbi.nlm.nih.gov/33813110,https://clinicaltrials.gov/ct2/show/NCT04325893,1,0,1,France|Monaco,0,4,Hydroxychloroquine|Placebo,0
NCT04329611,4/13/2020,7/20/2020,Interventional,ALBERTA HOPE COVID-19 for the Prevention of Severe COVID19 Disease,Terminated,Phase 3,University of Calgary,"Enrolment was suspended on 22may2020, after Mehra et al (Lancet 2020) then stopped due to lack of Covid19 cases.",https://pubmed.ncbi.nlm.nih.gov/34145052,https://clinicaltrials.gov/ct2/show/NCT04329611,1,0,1,Canada,0,8,Hydroxychloroquine,0
NCT04348305,4/17/2020,9/10/2020,Interventional,Hydrocortisone for COVID-19 and Severe Hypoxia,Completed,Phase 3,Scandinavian Critical Care Trials Group,NA,https://pubmed.ncbi.nlm.nih.gov/34138478,https://clinicaltrials.gov/ct2/show/NCT04348305,1,0,1,Denmark,0,14,Hydrocortisone|Sodium Chloride 9mg/mL,0
NCT04304053,3/18/2020,6/15/2020,Interventional,Treatment of COVID-19 Cases and Chemoprophylaxis of Contacts as Prevention,Completed,Phase 3,"FundaciÃ³n FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la PromociÃ³n de la Salud y la Ciencia",NA,https://pubmed.ncbi.nlm.nih.gov/33289973,https://clinicaltrials.gov/ct2/show/NCT04304053,1,0,1,Spain,0,9,Treatment and prophylaxis|Standard Public Health measures,0
NCT04381962,6/3/2020,1/29/2021,Interventional,A Multicentre Open-label Two-arm Randomised Superiority Clinical Trial of Azithromycin Versus Usual Care In Ambulatory COVID19 (ATOMIC2),Completed,Phase 3,University of Oxford,NA,https://pubmed.ncbi.nlm.nih.gov/34252378,https://clinicaltrials.gov/ct2/show/NCT04381962,2,0,2,United Kingdom,0,3,Azithromycin Capsule,0
NCT04381936,3/19/2020,11/30/2022,Interventional,Randomised Evaluation of COVID-19 Therapy,Recruiting,Phase 2/Phase 3,University of Oxford,NA,https://pubmed.ncbi.nlm.nih.gov/33394942,https://clinicaltrials.gov/ct2/show/NCT04381936,3,2,5,Ghana|India|Indonesia|Nepal|South Africa|Sri Lanka|United Kingdom|Vietnam,0,12,Lopinavir-Ritonavir|Corticosteroid|Hydroxychloroquine|Azithromycin|Convalescent plasma|Tocilizumab|Immunoglobulin|Synthetic neutralising antibodies|Aspirin|Colchicine|Baricitinib|Anakinra|Dimethyl fumarate|High Dose Corticosteroid|Empagliflozin,0
NCT04436276,7/15/2020,2/2/2024,Interventional,A Study of Ad26.COV2.S in Adults (COVID-19),"Active, not recruiting",Phase 1/Phase 2,Janssen Vaccines & Prevention B.V.,NA,https://pubmed.ncbi.nlm.nih.gov/33083026,https://clinicaltrials.gov/ct2/show/NCT04436276,4,0,4,United States|Belgium,0,16,Ad26.COV2.S|Placebo,0
NCT04970719,7/10/2021,12/31/2021,Interventional,Baricitinib in Hospitalized Covid-19 Patients With Diabetes Mellitus,Recruiting,Phase 3,"Bangladesh Institute of Research and Rehabilitation in Diabetes, Endocrine and Metabolic Disorders",NA,https://pubmed.ncbi.nlm.nih.gov/33990684,https://clinicaltrials.gov/ct2/show/NCT04970719,0,15,15,Bangladesh,0,4,Baricitinib|Dexamethasone|Remdesivir,0
NCT04403100,6/3/2020,2/1/2021,Interventional,"Hydroxychloroquine and Lopinavir/ Ritonavir to Improve the Health of People With COVID-19: ""The Hope Coalition - 1""",Recruiting,Phase 3,Cardresearch,NA,https://pubmed.ncbi.nlm.nih.gov/33885775,https://clinicaltrials.gov/ct2/show/NCT04403100,1,0,1,Brazil,0,3,Hydroxychloroquine Sulfate Tablets|Lopinavir/ Ritonavir Oral Tablet|Hydroxychloroquine Sulfate Tablets plus Lopinavir/ Ritonavir Oral Tablets|Placebo,0
NCT04634409,10/29/2020,7/27/2021,Interventional,A Study of Immune System Proteins in Participants With Mild to Moderate COVID-19 Illness,Completed,Phase 2,Eli Lilly and Company,NA,https://pubmed.ncbi.nlm.nih.gov/34374951,https://clinicaltrials.gov/ct2/show/NCT04634409,1,0,1,United States|Argentina|Puerto Rico,0,21,LY3819253|LY3832479|Placebo|VIR-7831|LY3853113,0
NCT04333420,3/31/2020,9/30/2021,Interventional,"Randomized, Controlled Study of IFX-1 in Patients With Severe COVID-19 Pneumonia",Recruiting,Phase 2/Phase 3,InflaRx GmbH,NA,https://pubmed.ncbi.nlm.nih.gov/33015643,https://clinicaltrials.gov/ct2/show/NCT04333420,1,0,1,Belgium|Brazil|France|Germany|Mexico|Netherlands|Peru|Russian Federation|South Africa,0,15,SOC + IFX-1|SOC + Placebo,0
NCT04244591,1/26/2020,4/13/2020,Interventional,Glucocorticoid Therapy for COVID-19 Critically Ill Patients With Severe Acute Respiratory Failure,Completed,Phase 2/Phase 3,Peking Union Medical College Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/33240091,https://clinicaltrials.gov/ct2/show/NCT04244591,1,0,1,China,0,6,methylprednisolone therapy|Standard care,0
NCT04529525,8/19/2020,2/22/2021,Interventional,Ivermectin to Prevent Hospitalizations in COVID-19,Completed,Phase 2/Phase 3,Instituto de CardiologÃ­a de Corrientes,NA,https://pubmed.ncbi.nlm.nih.gov/34215210,https://clinicaltrials.gov/ct2/show/NCT04529525,2,11,13,Argentina,0,6,Ivermectin|Placebo,0
NCT04447534,6/23/2020,10/1/2030,Interventional,Zinc With Chloroquine/Hydroxychloroquine in Treatment of COVID-19,Recruiting,Phase 3,Tanta University,NA,https://pubmed.ncbi.nlm.nih.gov/33247380,https://clinicaltrials.gov/ct2/show/NCT04447534,1,0,1,Egypt,0,3,Chloroquine|zinc,0
NCT04327505,6/3/2020,4/30/2022,Interventional,Safety and Efficacy of Hyperbaric Oxygen for ARDS in Patients With COVID-19,Recruiting,Phase 2/Phase 3,Karolinska Institutet,NA,https://pubmed.ncbi.nlm.nih.gov/34226219,https://clinicaltrials.gov/ct2/show/NCT04327505,1,0,1,Germany|Sweden,0,8,Hyperbaric oxygen,0
NCT04405843,7/14/2020,12/21/2020,Interventional,Efficacy of Ivermectin in Adult Patients With Early Stages of COVID-19 (EPIC Trial),Completed,Phase 2/Phase 3,Centro de Estudios en InfectogÃ­a Pediatrica,NA,https://pubmed.ncbi.nlm.nih.gov/33662102,https://clinicaltrials.gov/ct2/show/NCT04405843,1,0,1,Colombia,0,8,Ivermectin Oral Product|Placebo,0
NCT04322123,4/1/2020,8/30/2020,Interventional,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),"Active, not recruiting",Phase 3,Hospital do Coracao,NA,https://pubmed.ncbi.nlm.nih.gov/32706953,https://clinicaltrials.gov/ct2/show/NCT04322123,1,0,1,Brazil,0,7,Hydroxychloroquine Oral Product|Hydroxychloroquine + azithromycin,0
NCT04316377,3/25/2020,5/25/2020,Interventional,Norwegian Coronavirus Disease 2019 Study,"Active, not recruiting",Phase 4,"University Hospital, Akershus",NA,https://pubmed.ncbi.nlm.nih.gov/33082342,https://clinicaltrials.gov/ct2/show/NCT04316377,2,0,2,Norway,0,3,Hydroxychloroquine Sulfate,0
NCT04321278,3/28/2020,6/14/2020,Interventional,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),Completed,Phase 3,Hospital Israelita Albert Einstein,NA,https://pubmed.ncbi.nlm.nih.gov/32896292,https://clinicaltrials.gov/ct2/show/NCT04321278,1,0,1,Brazil,0,6,Hydroxychloroquine + azithromycin|Hydroxychloroquine,0
NCT04403685,5/8/2020,7/8/2020,Interventional,Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,Terminated,Phase 3,BeneficÃªncia Portuguesa de SÃ£o Paulo,Safety,https://pubmed.ncbi.nlm.nih.gov/33472855,https://clinicaltrials.gov/ct2/show/NCT04403685,1,0,1,Brazil,0,3,Tocilizumab,0
NCT04327206,3/30/2020,11/20/2021,Interventional,BCG Vaccination to Protect Healthcare Workers Against COVID-19,"Active, not recruiting",Phase 3,Murdoch Childrens Research Institute,NA,https://pubmed.ncbi.nlm.nih.gov/32934758,https://clinicaltrials.gov/ct2/show/NCT04327206,2,0,2,Australia|Brazil|Netherlands|Spain|United Kingdom,0,14,BCG Vaccine|0.9%NaCl,1
NCT04261517,2/6/2020,2/25/2020,Interventional,Efficacy and Safety of Hydroxychloroquine for Treatment of COVID-19,Completed,Phase 3,Shanghai Public Health Clinical Center,NA,https://pubmed.ncbi.nlm.nih.gov/32391667,https://clinicaltrials.gov/ct2/show/NCT04261517,1,0,1,China,0,3,Hydroxychloroquine,0
NCT04364802,4/29/2020,4/30/2022,Interventional,COVID-19: Povidone-Iodine Intranasal Prophylaxis in Front-line Healthcare Personnel and Inpatients,Recruiting,Phase 2,University of Kentucky,NA,https://pubmed.ncbi.nlm.nih.gov/32936949,https://clinicaltrials.gov/ct2/show/NCT04364802,1,0,1,United States,0,3,Povidone-Iodine Nasal Spray and Gargle|Povidone-Iodine Nasal Spray and Gargle|Povidone-Iodine Nasal Spray and Gargle,0
NCT04326920,3/24/2020,9/28/2020,Interventional,Sargramostim in Patients With Acute Hypoxic Respiratory Failure Due to COVID-19 (SARPAC),Completed,Phase 4,"University Hospital, Ghent",NA,https://pubmed.ncbi.nlm.nih.gov/32559419,https://clinicaltrials.gov/ct2/show/NCT04326920,2,0,2,Belgium,0,5,Sargramostim|Control,0
NCT04257656,2/6/2020,3/30/2020,Interventional,A Trial of Remdesivir in Adults With Severe COVID-19,Terminated,Phase 3,Capital Medical University,"The epidemic of COVID-19 has been controlled well in China, no eligible patients can be enrolled at present.",https://pubmed.ncbi.nlm.nih.gov/32423584,https://clinicaltrials.gov/ct2/show/NCT04257656,2,0,2,China,0,3,Remdesivir|Remdesivir placebo,0
NCT04411446,8/11/2020,7/28/2021,Interventional,Cholecalciferol to Improve the Outcomes of COVID-19 Patients,Completed,Phase 4,Vitamin D Study Group,NA,https://pubmed.ncbi.nlm.nih.gov/32422305,https://clinicaltrials.gov/ct2/show/NCT04411446,1,1,2,Argentina,0,5,Vitamin D|Placebo,0
NCT04283461,3/16/2020,11/22/2022,Interventional,Safety and Immunogenicity Study of 2019-nCoV Vaccine (mRNA-1273) for Prophylaxis of SARS-CoV-2 Infection (COVID-19),"Active, not recruiting",Phase 1,National Institute of Allergy and Infectious Diseases (NIAID),NA,https://pubmed.ncbi.nlm.nih.gov/34642699,https://clinicaltrials.gov/ct2/show/NCT04283461,4,0,4,United States,0,36,mRNA-1273,1
NCT04509973,8/27/2020,6/17/2021,Interventional,Higher vs. Lower Doses of Dexamethasone for COVID-19 and Severe Hypoxia,"Active, not recruiting",Phase 3,Scandinavian Critical Care Trials Group,NA,https://pubmed.ncbi.nlm.nih.gov/34673895,https://clinicaltrials.gov/ct2/show/NCT04509973,3,0,3,India|Denmark|Sweden|Switzerland,0,3,Dexamethasone,0
NCT04368988,5/25/2020,5/21/2022,Interventional,Evaluation of the Safety and Immunogenicity of a SARS-CoV-2 rS Nanoparticle Vaccine With/Without Matrix-M Adjuvant,"Active, not recruiting",Phase 1/Phase 2,Novavax,NA,https://pubmed.ncbi.nlm.nih.gov/34597298,https://clinicaltrials.gov/ct2/show/NCT04368988,4,0,4,United States|Australia,0,8,"SARS-CoV-2 rS - Phase 1|SARS-CoV-2 rS/Matrix-M Adjuvant - Phase 1|Normal saline solution (NSS), Placebo - Phase 1|Normal saline solution (NSS), Placebo - Phase 2|SARS-CoV-2 rS/Matrix-M Adjuvant, Day 0 - Phase 1|Normal saline solution (NSS), Placebo, Day 21 - Phase 1|SARS-CoV-2 rS/Matrix-M Adjuvant - Phase 2",1
NCT04425538,6/1/2020,1/22/2021,Interventional,A Phase 2 Trial of Infliximab in Coronavirus Disease 2019 (COVID-19).,Completed,Phase 2,Tufts Medical Center,NA,https://pubmed.ncbi.nlm.nih.gov/34100026,https://clinicaltrials.gov/ct2/show/NCT04425538,0,2,2,United States,1,4,Infliximab,0
NCT04394377,6/21/2020,3/26/2021,Interventional,Full Anticoagulation Versus Prophylaxis in COVID-19: COALIZAO ACTION Trial,Completed,Phase 4,Brazilian Clinical Research Institute,NA,https://pubmed.ncbi.nlm.nih.gov/34097856,https://clinicaltrials.gov/ct2/show/NCT04394377,2,0,2,Brazil,0,9,Group 1: Rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed|Group 2: control group with enoxaparin 40mg/d,0
NCT04486508,7/30/2020,4/4/2021,Interventional,Intermediate-dose vs Standard Prophylactic Anticoagulation and Statin vs Placebo in ICU Patients With COVID-19,Completed,Phase 3,Rajaie Cardiovascular Medical and Research Center,NA,https://pubmed.ncbi.nlm.nih.gov/33734299,https://clinicaltrials.gov/ct2/show/NCT04486508,1,1,2,"Iran, Islamic Republic of",0,9,intermediate dose Enoxaparin/ unfractionated heparin|standard prophylactic dose Enoxaparin/ unfractionated heparin|Atorvastatin 20mg|Matched placebo,0
NCT04331899,4/25/2020,8/14/2020,Interventional,Single-Blind Study of a Single Dose of Peginterferon Lambda-1a Compared With Placebo in Outpatients With Mild COVID-19,Completed,Phase 2,Stanford University,NA,https://pubmed.ncbi.nlm.nih.gov/33785743,https://clinicaltrials.gov/ct2/show/NCT04331899,1,1,2,United States,1,8,Peginterferon Lambda-1a|Placebo,0
NCT04579393,10/8/2020,3/30/2021,Interventional,Fostamatinib for Hospitalized Adults With COVID-19,Completed,Phase 2,National Institutes of Health Clinical Center (CC),NA,https://pubmed.ncbi.nlm.nih.gov/33367731,https://clinicaltrials.gov/ct2/show/NCT04579393,1,0,1,United States,0,22,Placebo|fostamatinib,0
NCT04351295,4/20/2020,9/28/2020,Interventional,Efficacy of Faviprevir in COVID-19 Treatment,Completed,Phase 2/Phase 3,Tanta University,NA,https://pubmed.ncbi.nlm.nih.gov/33492523,https://clinicaltrials.gov/ct2/show/NCT04351295,1,0,1,Egypt,0,5,Favipiravir|Chloroquine,0
NCT04342663,4/10/2020,8/20/2020,Interventional,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",Completed,Phase 2,Washington University School of Medicine,NA,https://pubmed.ncbi.nlm.nih.gov/33180097,https://clinicaltrials.gov/ct2/show/NCT04342663,1,0,1,United States,1,7,Fluvoxamine|Placebo,0
NCT04327401,4/13/2020,7/22/2020,Interventional,COVID-19-associated ARDS Treated With Dexamethasone: Alliance Covid-19 Brasil III,Terminated,Phase 3,Hospital Sirio-Libanes,"The Data Monitoring Committee recommended to stop the trial based on the Recovery Trial results, which was accepted by the CoDEX Steering Committee.",https://pubmed.ncbi.nlm.nih.gov/32876695,https://clinicaltrials.gov/ct2/show/NCT04327401,1,0,1,Brazil,0,5,Dexamethasone,0
NCT04325061,4/3/2020,6/19/2020,Interventional,Efficacy of Dexamethasone Treatment for Patients With ARDS Caused by COVID-19,Terminated,Phase 4,Dr. Negrin University Hospital,Lack of enrollment,https://pubmed.ncbi.nlm.nih.gov/32043986,https://clinicaltrials.gov/ct2/show/NCT04325061,1,2,3,Spain,0,8,Dexamethasone,0
NCT04754698,2/9/2021,12/30/2021,Interventional,COVID-19 CoronaVac in Patients With Autoimmune Rheumatic Diseases and HIV/AIDS,"Active, not recruiting",Phase 4,University of Sao Paulo General Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/34954325,https://clinicaltrials.gov/ct2/show/NCT04754698,6,0,6,Brazil,0,7,CoronaVac,0
