pmid,nct_id,pub_source,ArticleType,Substance,MeSH,Title,PubDate,Journal,pubmed_links,ctg_links
32513299,NCT04334265,Abstract,Clinical Trial Protocol|Letter,"Antiviral Agents|Drugs, Chinese Herbal|anluohuaxian|NA","Adolescent|Adult|Aged|Aged, 80 and over|Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Drugs, Chinese Herbal|Female|Humans|Lung|Male|Middle Aged|Multicenter Studies as Topic|Outcome Assessment, Health Care|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|SARS-CoV-2|Walking|Young Adult|NA","Efficacy and safety of Anluohuaxian in the treatment of patients with severe Coronavirus disease 2019- a multicenter, open label, randomized controlled study: a structured summary of a study protocol for a randomised controlled trial.",2020-06-30,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04334265
32513308,NCT04359810,Abstract,Clinical Trial Protocol|Letter,"Antibodies, Viral|NA","Adult|Antibodies, Viral|Betacoronavirus|COVID-19|Clinical Trials, Phase II as Topic|Coronavirus Infections|Humans|Immunization, Passive|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|SARS-CoV-2|NA",Evaluating the efficacy and safety of human anti-SARS-CoV-2 convalescent plasma in severely ill adults with COVID-19: A structured summary of a study protocol for a randomized controlled trial.,2020-06-30,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04359810
32518419,NCT04338958,Abstract,"Journal Article|Research Support, Non-U.S. Gov't","Anti-Inflammatory Agents|Cytokines|INCB018424|Protein Kinase Inhibitors|Pyrazoles|JAK1 protein, human|JAK2 protein, human|Janus Kinase 1|Janus Kinase 2|NA","Adult|Aged|Aged, 80 and over|Anti-Inflammatory Agents|Betacoronavirus|COVID-19|Clinical Trials as Topic|Coronavirus Infections|Cytokine Release Syndrome|Cytokines|Drug Administration Schedule|Female|Gene Expression Regulation|Humans|Immunity, Innate|Inflammation|Janus Kinase 1|Janus Kinase 2|Male|Middle Aged|Pandemics|Patient Safety|Pneumonia, Viral|Protein Kinase Inhibitors|Pyrazoles|Retrospective Studies|SARS-CoV-2|Severe Acute Respiratory Syndrome|T-Lymphocytes|Treatment Outcome|NA",The Janus kinase 1/2 inhibitor ruxolitinib in COVID-19 with severe systemic hyperinflammation.,2020-07-14,Leukemia,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04338958
32520406,NCT04368338,Abstract,Journal Article|Observational Study, ,"Adult|Aged|Area Under Curve|COVID-19|Cohort Studies|Coronavirus Infections|Emergency Medical Services|Emergency Service, Hospital|Female|Humans|Lung|Male|Middle Aged|Organ Dysfunction Scores|Pandemics|Pleura|Pneumonia, Viral|Polymerase Chain Reaction|Predictive Value of Tests|ROC Curve|Sensitivity and Specificity|Triage|Ultrasonography|NA",The association of lung ultrasound images with COVID-19 infection in an emergency room cohort.,2020-11-19,Anaesthesia,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368338
32522282,NCT04322396,Abstract,Clinical Trial Protocol|Letter,Antiviral Agents|Hydroxychloroquine|Azithromycin|NA,"Antiviral Agents|Azithromycin|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Care|Denmark|Double-Blind Method|Drug Administration Schedule|Hospital Mortality|Host-Pathogen Interactions|Humans|Hydroxychloroquine|Inpatients|Length of Stay|Multicenter Studies as Topic|Noninvasive Ventilation|Pandemics|Patient Admission|Pneumonia, Viral|Randomized Controlled Trials as Topic|SARS-CoV-2|Severity of Illness Index|Time Factors|Treatment Outcome|NA",Proactive Prophylaxis With Azithromycin and HydroxyChloroquine in Hospitalised Patients With COVID-19 (ProPAC-COVID): A structured summary of a study protocol for a randomised controlled trial.,2020-06-17,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04322396
32527993,NCT04352517,Abstract,Journal Article|Multicenter Study|Observational Study, ,"Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Clinical Protocols|Coronavirus Infections|Cross-Sectional Studies|Disease Outbreaks|Exercise|Female|Health Behavior|Health Status|Health Surveys|Humans|Latin America|Male|Mental Health|Middle Aged|Pandemics|Pneumonia, Viral|Portugal|Quarantine|SARS-CoV-2|Spain|NA",[Influence of physical activity during outbreak on psychological states in adults in the Covid-19 pandemic: a study protocol.],2020-06-17,Revista espanola de salud publica,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04352517
32532356,NCT04336254,Abstract,"Clinical Trial Protocol|Clinical Trial, Phase I|Clinical Trial, Phase II|Letter", ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Dental Pulp|Female|Humans|Male|Middle Aged|Outcome Assessment, Health Care|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|SARS-CoV-2|Stem Cell Transplantation|Transplantation, Homologous|Young Adult|NA",Safety and efficacy assessment of allogeneic human dental pulp stem cells to treat patients with severe COVID-19: structured summary of a study protocol for a randomized controlled trial (Phase I / II).,2020-06-22,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04336254
32554923,NCT04369469,Abstract,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Review", ,"Betacoronavirus|Blood Coagulation|COVID-19|Complement Activation|Coronavirus Infections|Endothelial Cells|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",The complement system in COVID-19: friend and foe?,2020-08-17,JCI insight,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04369469
32555385,NCT04276688,Abstract,Journal Article|Review, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Immunity, Mucosal|Inflammatory Bowel Diseases|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",IBD in the time of corona - vigilance for immune-mediated diseases.,2020-09-08,Nature reviews. Gastroenterology &amp; hepatology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04276688
32555385,NCT04354259,Abstract,Journal Article|Review, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Immunity, Mucosal|Inflammatory Bowel Diseases|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",IBD in the time of corona - vigilance for immune-mediated diseases.,2020-09-08,Nature reviews. Gastroenterology &amp; hepatology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04354259
32559419,NCT04326920,Abstract,"Journal Article|Research Support, Non-U.S. Gov't|Review",Immunologic Factors|Granulocyte-Macrophage Colony-Stimulating Factor|NA,"Betacoronavirus|COVID-19|Coronavirus Infections|Disease Progression|Granulocyte-Macrophage Colony-Stimulating Factor|Humans|Immunologic Factors|Immunomodulation|Pandemics|Pneumonia, Viral|Respiratory Distress Syndrome|SARS-CoV-2|NA",Therapeutic blockade of granulocyte macrophage colony-stimulating factor in COVID-19-associated hyperinflammation: challenges and opportunities.,2020-08-31,The Lancet. Respiratory medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04326920
32560746,NCT04355364,Abstract,Clinical Trial Protocol|Letter|Multicenter Study,Aerosols|Recombinant Proteins|Deoxyribonuclease I|dornase alfa|NA,"Adult|Aerosols|Betacoronavirus|COVID-19|Coronavirus Infections|Deoxyribonuclease I|Humans|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|Recombinant Proteins|Respiratory Distress Syndrome|SARS-CoV-2|Trachea|NA",Efficacy and safety of aerosolized intra-tracheal dornase alfa administration in patients with SARS-CoV-2-induced acute respiratory distress syndrome (ARDS): a structured summary of a study protocol for a randomised controlled trial.,2020-07-07,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04355364
32564693,NCT04331574,Abstract,"Journal Article|Multicenter Study|Observational Study|Research Support, Non-U.S. Gov't",Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|NA,"Adolescent|Adult|Age Distribution|Age Factors|Aged|Aged, 80 and over|Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|Betacoronavirus|COVID-19|Coronavirus Infections|Cross-Sectional Studies|Female|Humans|Hypertension|Italy|Male|Middle Aged|Multimorbidity|Pandemics|Pneumonia, Viral|Prognosis|Renin-Angiotensin System|SARS-CoV-2|Societies, Medical|Survival Rate|Young Adult|NA",Age and Multimorbidity Predict Death Among COVID-19 Patients: Results of the SARS-RAS Study of the Italian Society of Hypertension.,2020-07-20,"Hypertension (Dallas, Tex. : 1979)",https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04331574
32569585,NCT04365959,Abstract,"Clinical Trial|Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Care|Feasibility Studies|Female|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Prone Position|Prospective Studies|Pulmonary Gas Exchange|Respiratory Distress Syndrome|Respiratory Mechanics|SARS-CoV-2|Young Adult|NA",Feasibility and physiological effects of prone positioning in non-intubated patients with acute respiratory failure due to COVID-19 (PRON-COVID): a prospective cohort study.,2020-08-31,The Lancet. Respiratory medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04365959
32579195,NCT04326790,Abstract,Journal Article|Randomized Controlled Trial,Fibrin Fibrinogen Degradation Products|Troponin|Tubulin Modulators|fibrin fragment D|C-Reactive Protein|Colchicine|NA,"Aged|Aged, 80 and over|Betacoronavirus|C-Reactive Protein|COVID-19|Cause of Death|Colchicine|Coronavirus Infections|Diarrhea|Disease Progression|Female|Fibrin Fibrinogen Degradation Products|Greece|Hospitalization|Humans|Inflammation|Kaplan-Meier Estimate|Male|Middle Aged|Mortality|Pandemics|Pneumonia, Viral|Respiration, Artificial|SARS-CoV-2|Time Factors|Treatment Outcome|Troponin|Tubulin Modulators|NA",Effect of Colchicine vs Standard Care on Cardiac and Inflammatory Biomarkers and Clinical Outcomes in Patients Hospitalized With Coronavirus Disease 2019: The GRECCO-19 Randomized Clinical Trial.,2020-07-02,JAMA network open,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04326790
32586395,NCT04368156,Abstract,Clinical Trial Protocol|Letter, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Intensive Care Units|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|Respiration, Artificial|SARS-CoV-2|Vagus Nerve Stimulation|NA","A prospective, randomized, controlled study assessing vagus nerve stimulation using the gammaCoreÂ®-Sapphire device for patients with moderate to severe CoViD-19 Respiratory Symptoms (SAVIOR): A structured summary of a study protocol for a randomised controlled trial&quot;.",2020-07-07,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368156
32586399,NCT04348513,Abstract,"Clinical Trial Protocol|Clinical Trial, Phase II|Letter|Multicenter Study",Triiodothyronine|NA,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Illness|Double-Blind Method|Extracorporeal Membrane Oxygenation|Female|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|Respiration, Artificial|SARS-CoV-2|Triiodothyronine|Young Adult|NA",Triiodothyronine for the treatment of critically ill patients with COVID-19 infection: A structured summary of a study protocol for a randomised controlled trial.,2020-07-07,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04348513
32589496,NCT04338672,Abstract,Journal Article|Observational Study, ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Emergency Service, Hospital|Female|Health Personnel|Hospitalization|Humans|Intestinal Diseases|Israel|Male|Middle Aged|Pandemics|Pneumonia, Viral|Retrospective Studies|SARS-CoV-2|Sex Factors|Surgery Department, Hospital|Tachycardia|Tertiary Care Centers|Young Adult|NA",The Impact of the Coronavirus Disease 2019 Outbreak on the Attendance of Patients with Surgical Complaints at a Tertiary Hospital Emergency Department.,2020-09-28,Journal of laparoendoscopic &amp; advanced surgical techniques. Part A,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04338672
32602006,NCT04334291,Abstract,"Journal Article|Research Support, Non-U.S. Gov't","Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA","Acute Kidney Injury|Aged|Aged, 80 and over|Angiotensin-Converting Enzyme 2|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Glomerular Filtration Rate|Humans|Male|Middle Aged|Pandemics|Peptidyl-Dipeptidase A|Pneumonia, Viral|Registries|Risk Assessment|SARS-CoV-2|NA",Impact of renal function on admission in COVID-19 patients: an analysis of the international HOPE COVID-19 (Health Outcome Predictive Evaluation for COVID 19) Registry.,2020-08-10,Journal of nephrology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04334291
32602562,NCT04327531,Abstract,Journal Article, ,"Adaptation, Psychological|Adult|Anxiety|Attitude of Health Personnel|COVID-19|Female|Gynecology|Humans|Male|Mental Health|Middle Aged|Obstetrics|Pandemics|Practice Patterns, Physicians'|Prospective Studies|Surveys and Questionnaires|Turkey|NA",Evaluating the effects of the COVID-19 pandemic on the physical and mental well-being of obstetricians and gynecologists in Turkey.,2020-12-21,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04327531
32602677,NCT04339608,Abstract,Journal Article, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Health Personnel|Humans|India|Pandemics|Pneumonia, Viral|Prevalence|SARS-CoV-2|NA",Prevalence of Flu-like Symptoms and COVID-19 in Healthcare Workers from India.,2020-07-06,The Journal of the Association of Physicians of India,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04339608
32613089,NCT04380818,Abstract,Journal Article, , ,Low dose anti-inflammatory radiotherapy for the treatment of pneumonia by covid-19: A proposal for a multi-centric prospective trial.,2020-09-28,Clinical and translational radiation oncology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04380818
32616063,NCT04410562,Abstract,Clinical Trial Protocol|Letter,Antiviral Agents|Hydroxychloroquine|NA,"Antiviral Agents|Betacoronavirus|COVID-19|Chemoprevention|Coronavirus Infections|Double-Blind Method|Drug Administration Schedule|Female|Host-Pathogen Interactions|Humans|Hydroxychloroquine|Multicenter Studies as Topic|Pandemics|Pneumonia, Viral|Pregnancy|Pregnancy Complications, Infectious|Protective Factors|Randomized Controlled Trials as Topic|Risk Assessment|Risk Factors|SARS-CoV-2|Severity of Illness Index|Spain|Time Factors|Treatment Outcome|Virus Shedding|NA",Hydroxychloroquine efficacy and safety in preventing SARS-CoV-2 infection and COVID-19 disease severity during pregnancy (COVID-Preg): a structured summary of a study protocol for a randomised placebo controlled trial.,2020-07-10,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04410562
32618282,NCT04307693,Abstract,Journal Article|Comment, ,"Betacoronavirus|COVID-19|Humans|Pandemics|Pneumonia, Viral|NA",Testing COVID-19 therapies to prevent progression of mild disease.,2020-12-04,The Lancet. Infectious diseases,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04307693
32627860,NCT04368676,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Adult|Allied Health Personnel|Cognitive Behavioral Therapy|Female|Health Personnel|Humans|Male|Middle Aged|Mindfulness|Occupational Diseases|Randomized Controlled Trials as Topic|Resilience, Psychological|Stress, Psychological|NA",Psychological interventions to foster resilience in healthcare professionals.,2020-09-25,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368676
32641154,NCT04390464,Abstract,"Clinical Trial Protocol|Clinical Trial, Phase IV|Letter","Antibodies, Monoclonal, Humanized|Azetidines|Immunologic Factors|Sulfonamides|ravulizumab|baricitinib|NA","Antibodies, Monoclonal, Humanized|Azetidines|Betacoronavirus|COVID-19|Coronavirus Infections|Drug Repositioning|Humans|Immunologic Factors|Intensive Care Units|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|SARS-CoV-2|Sulfonamides|NA",Repurposed immunomodulatory drugs for Covid-19 in pre-ICu patients - mulTi-Arm Therapeutic study in pre-ICu patients admitted with Covid-19 - Repurposed Drugs (TACTIC-R): A structured summary of a study protocol for a randomised controlled trial.,2020-07-14,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04390464
32641163,NCT04339816,Abstract,Clinical Trial Protocol|Journal Article|Multicenter Study,Hydroxychloroquine|Azithromycin|NA,"Azithromycin|Betacoronavirus|COVID-19|Coronavirus Infections|Double-Blind Method|Drug Therapy, Combination|Humans|Hydroxychloroquine|Intensive Care Units|Pandemics|Pneumonia, Viral|Prospective Studies|Randomized Controlled Trials as Topic|SARS-CoV-2|NA",Azithromycin added to hydroxychloroquine for patients admitted to intensive care due to coronavirus disease 2019 (COVID-19)-protocol of randomised controlled trial AZIQUINE-ICU.,2020-07-14,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04339816
32641343,NCT04264533,Abstract,"Clinical Trial Protocol|Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",Vitamins|Ascorbic Acid|NA,"Administration, Intravenous|Ascorbic Acid|Betacoronavirus|COVID-19|China|Coronavirus Infections|Cytokine Release Syndrome|Hospital Mortality|Humans|Intensive Care Units|Pandemics|Pneumonia, Viral|Respiration, Artificial|SARS-CoV-2|Severity of Illness Index|Treatment Outcome|Vitamins|NA",Intravenous high-dose vitamin C for the treatment of severe COVID-19: study protocol for a multicentre randomised controlled trial.,2020-07-17,BMJ open,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04264533
