Intervention_type,intervention,Study_count,Date of First Study,N/A,Phase 1,Phase 2,Phase 3,Phase 4,sponsor_counts,Score,NUmber_of_sponsors,NUmber_of_Publications
Biological,"moderna covid-19 vaccine, mrna-1273 (100 î¼g)",2,2021-03-15,0,0,0,2,0,"University Hospital, Basel, Switzerland ( 2 )",3.002,1,1
Biological,mrna-1273.351,2,2021-03-04,0,1,1,0,0,"ModernaTX, Inc. ( 1 )|National Institute of Allergy and Infectious Diseases (NIAID) ( 1 )",3.002,2,1
Biological,mvc-cov1901,2,2020-07-22,0,1,1,0,0,Chang Gung Memorial Hospital ( 1 )|Medigen Vaccine Biologics Corp. ( 1 ),3.002,2,1
Drug,oral,2,2020-02-24,0,0,0,2,0,Bangladesh Reference Institute of Chemical Measurements (BRICM) ( 1 )|Rajavithi Hospital ( 1 ),3.002,2,NA
Biological,pfizer-biontech covid-19 vaccine bnt162b2 (30 âµg)( comirnatyâ®),2,2021-03-15,0,0,0,2,0,"University Hospital, Basel, Switzerland ( 2 )",3.002,1,1
Biological,qazcovid-inâ®-vaccine against covid-19,2,2020-12-21,0,0,0,2,0,Research Institute for Biological Safety Problems ( 2 ),3.002,1,NA
Biological,recombinant new coronavirus vaccine (cho cell) low-dose group,2,2020-07-08,0,1,1,0,0,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd. ( 2 )",3.002,1,1
Drug,reparixin,2,2021-04-30,0,0,0,2,0,DompÃ© Farmaceutici S.p.A ( 2 ),3.002,1,NA
Drug,"resp301, a nitric oxide generating solution",2,2021-04-12,0,0,0,2,0,Thirty Respiratory Limited ( 2 ),3.002,1,NA
Drug,rosuvastatin,2,2020-04-15,0,0,0,2,0,Universidad Nacional de Colombia ( 1 )|Yale University ( 1 ),3.002,2,9
Dietary Supplement,l-citrulline,2,2020-09-17,1,0,1,0,0,"Asklepion Pharmaceuticals, LLC ( 1 )|Rennes University Hospital ( 1 )",3.002,2,NA
Drug,vitamin e,2,2020-09-26,1,0,1,0,0,Unidad Temporal COVID-19 en Centro Citibanamex ( 1 )|Universiti Sains Malaysia ( 1 ),3.002,2,NA
Dietary Supplement,viusid/asbrip,2,2021-07-26,1,0,1,0,0,Catalysis SL ( 2 ),3.002,1,NA
Dietary Supplement,zinc acetate,2,2020-11-05,1,0,1,0,0,"Hospital de la Soledad ( 1 )|Profact, Inc. ( 1 )",3.002,2,NA
Drug,100 mg,2,2020-04-30,0,1,1,0,0,"Bausch Health Americas, Inc. ( 1 )|Vanderbilt University Medical Center ( 1 )",3.002,2,NA
Biological,202-cov low adjuvant dose,2,2021-08-02,0,1,1,0,0,"Shanghai Zerun Biotechnology Co.,Ltd ( 2 )",3.002,1,NA
Biological,202-cov low antigen dose,2,2021-08-02,0,1,1,0,0,"Shanghai Zerun Biotechnology Co.,Ltd ( 2 )",3.002,1,NA
Biological,202-cov standard dose,2,2021-08-02,0,1,1,0,0,"Shanghai Zerun Biotechnology Co.,Ltd ( 2 )",3.002,1,NA
Drug,amantadine,2,2021-06-28,0,0,0,2,0,"Copenhagen University Hospital, Hvidovre ( 1 )|Noblewell ( 1 )",3.002,2,NA
Drug,"anti-covid19 mrna-based vaccine (bnt162b2, comirnatyâ®, commercialized by pfizer)",2,2021-06-02,0,0,0,2,0,University of Liege ( 2 ),3.002,1,NA
Drug,artecomâ® (pyronaridine-artesunate),2,2021-01-06,0,0,0,2,0,Shin Poong Pharmaceutical Co. Ltd. ( 2 ),3.002,1,NA
Biological,chadox1-s not less than 2.5 ã— 10^8 infectious units,2,2021-08-09,0,0,0,2,0,"SK Bioscience Co., Ltd. ( 2 )",3.002,1,NA
Drug,dapagliflozin,2,2020-04-14,0,0,0,2,0,Cambridge University Hospitals NHS Foundation Trust ( 1 )|Saint Luke's Health System ( 1 ),3.002,2,2
Dietary Supplement,"ddropsâ® products, 50,000 iu, oral",2,2020-05-08,0,0,0,2,0,University of Alberta ( 2 ),3.002,1,NA
Drug,folic acid,2,2020-04-16,0,0,0,2,0,Lebanese American University Medical Center ( 1 )|University of Washington ( 1 ),3.002,2,1
Drug,gx-i7,2,2021-03-17,0,1,1,0,0,"Genexine, Inc. ( 1 )|PT Kalbe Genexine Biologics ( 1 )",3.002,2,NA
Drug,hormones,2,2020-03-25,0,1,1,0,0,Fuzhou General Hospital ( 1 )|Institute of Cell Therapy ( 1 ),3.002,2,NA
Biological,human amniotic fluid,2,2020-03-22,0,1,1,0,0,University of Utah ( 2 ),3.002,1,2
Biological,hyperimmune immunoglobulin to sars-cov-2 (hivig),2,2021-06-01,0,0,0,2,0,University of Minnesota ( 2 ),3.002,1,1
Drug,leronlimab,2,2021-05-24,0,0,0,2,0,Hospital Israelita Albert Einstein ( 2 ),3.002,1,NA
Biological,medium dosage inactivated sars-cov-2 vaccine,2,2021-02-09,0,1,1,0,0,"Beijing Minhai Biotechnology Co., Ltd ( 2 )",3.002,1,NA
Drug,povidone-iodine,2,2020-09-11,0,1,1,0,0,"Pi Research Consultancy Center, Bangladesh ( 1 )|University of Wisconsin, Madison ( 1 )",3.002,2,1
Biological,recombinant new coronavirus vaccine (cho cells) high-dose group,2,2020-07-08,0,1,1,0,0,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd. ( 2 )",3.002,1,1
Drug,standard covid-19 care,2,2020-12-11,0,0,0,2,0,Ayub Teaching Hospital ( 1 )|Liaquat University of Medical & Health Sciences ( 1 ),3.002,2,3
Drug,standard of care/placebo,2,2020-04-27,0,0,0,2,0,InflaRx GmbH ( 1 )|Northwell Health ( 1 ),3.002,2,1
Drug,td-0903,2,2020-04-14,0,1,1,0,0,Theravance Biopharma ( 2 ),3.002,1,NA
Drug,tenofovir disoproxil,2,2020-04-02,0,0,0,2,0,"Plan Nacional sobre el Sida (PNS) ( 1 )|University Hospital, Caen ( 1 )",3.002,2,1
Drug,tinzaparin,2,2021-01-14,0,0,0,2,0,Hospital Universitario Infanta Leonor ( 1 )|University of Melbourne ( 1 ),3.002,2,2
Drug,tricorâ® 145mg tablets,2,2020-12-09,0,0,0,2,0,Hebrew University of Jerusalem ( 2 ),3.002,1,NA
Drug,xc221,2,2021-06-23,0,0,0,2,0,RSV Therapeutics LLC ( 2 ),3.002,1,NA
Drug,zyesamiâ„¢ (aviptadil acetate),2,2020-04-21,0,0,0,2,0,"NeuroRx, Inc. ( 2 )",3.002,1,NA
Drug,0.6% pvp-i oral/nasal spray to moderately ill covid-19 positive patient,1,2021-04-26,0,0,0,1,0,Bangladesh Reference Institute of Chemical Measurements (BRICM) ( 1 ),3.001,1,NA
Drug,1200 mg),1,2020-05-23,0,0,0,1,0,"Ministry of Health, Turkey ( 1 )",3.001,1,NA
Drug,1600 mg),1,2020-05-23,0,0,0,1,0,"Ministry of Health, Turkey ( 1 )",3.001,1,NA
Biological,2.2x10^10vp (qpcr) boost,1,2020-05-12,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,5
Drug,almitrine,1,2020-04-20,0,0,0,1,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),3.001,1,NA
Drug,alteplase,1,2020-11-20,0,0,0,1,0,Boehringer Ingelheim ( 1 ),3.001,1,NA
Drug,amiodarone,1,2020-04-14,0,0,0,1,0,Nicolaus Copernicus University ( 1 ),3.001,1,NA
Drug,anakinra/osoc,1,2020-04-17,0,0,0,1,0,"University Hospital, Tours ( 1 )",3.001,1,NA
Drug,andrographis paniculata,1,2021-08-21,0,0,0,1,0,Mahidol University ( 1 ),3.001,1,NA
Drug,anti-sars-cov-2,1,2021-06-01,0,0,0,1,0,Administracion Nacional de Laboratorios e Institutos de Salud Dr. Carlos G. Malbran ( 1 ),3.001,1,NA
Biological,anti covid 19 intravenous immunoglobulin (c-ivig),1,2021-05-17,0,0,0,1,0,Dow University of Health Sciences ( 1 ),3.001,1,NA
Biological,anti sars-cov 2 convalescent plasma in severe covid-19 patients,1,2020-06-12,0,0,0,1,0,Centro Medico ABC ( 1 ),3.001,1,19
Drug,anticoagulation agents (edoxaban and,1,2020-09-06,0,0,0,1,0,UniversitÃ¤tsklinikum Hamburg-Eppendorf ( 1 ),3.001,1,NA
Drug,anticoagulation agents (edoxaban and/or high dose lmwh),1,2020-09-06,0,0,0,1,0,UniversitÃ¤tsklinikum Hamburg-Eppendorf ( 1 ),3.001,1,NA
Drug,antihypertensives,1,2020-04-10,0,0,0,1,0,Medical University of Vienna ( 1 ),3.001,1,1
Dietary Supplement,antioxidants,1,2020-03-23,0,0,0,1,0,King Saud University ( 1 ),3.001,1,NA
Drug,apremilast,1,2020-10-14,0,0,0,1,0,Amgen ( 1 ),3.001,1,NA
Biological,arct-154 self-amplifying rna sars-cov-2 vaccine,1,2021-08-13,0,0,0,1,0,Vinbiocare Biotechnology Joint Stock Company ( 1 ),3.001,1,NA
Drug,asc09,1,2020-02-04,0,0,0,1,0,Tongji Hospital ( 1 ),3.001,1,NA
Drug,aspirin 25mg orally,1,2020-05-28,0,0,0,1,0,"Rutgers, The State University of New Jersey ( 1 )",3.001,1,2
Drug,asunercept 25mg,1,2020-04-10,0,0,0,1,0,Medical University of Vienna ( 1 ),3.001,1,NA
Drug,asunercept 400mg,1,2020-04-10,0,0,0,1,0,Medical University of Vienna ( 1 ),3.001,1,NA
Drug,atorvastatin 20 mg oral tablet,1,2020-07-06,0,0,0,1,0,"ANRS, Emerging Infectious Diseases ( 1 )",3.001,1,NA
Drug,aviptadil/standard care,1,2020-03-14,0,0,0,1,0,"NeuroRx, Inc. ( 1 )",3.001,1,NA
Biological,azd7442 (iv),1,2020-08-17,0,0,0,1,0,National Institute of Allergy and Infectious Diseases (NIAID) ( 1 ),3.001,1,NA
Drug,azoximer bromide,1,2020-05-07,0,0,0,1,0,NPO Petrovax ( 1 ),3.001,1,NA
Drug,azvudine,1,2020-12-04,0,0,0,1,0,HRH Pharmaceuticals Limited ( 1 ),3.001,1,NA
placebo,azvudine placebo,1,2020-12-04,0,0,0,1,0,HRH Pharmaceuticals Limited ( 1 ),3.001,1,NA
Drug,baricitinib / dexamethasone,1,2021-05-17,0,0,0,1,0,Instituto de InvestigaciÃ³n Hospital Universitario La Paz ( 1 ),3.001,1,NA
Biological,bbv152,1,2020-11-09,0,0,0,1,0,Bharat Biotech International Limited ( 1 ),3.001,1,1
Drug,bcg-10 vaccine,1,2020-10-18,0,0,0,1,0,University of Rzeszow ( 1 ),3.001,1,NA
Drug,best symptomatic treatment based on doctor recommendations),1,2020-06-03,0,0,0,1,0,Instituto de InvestigaciÃ³n MarquÃ©s de Valdecilla ( 1 ),3.001,1,1
Drug,bi 767551 inhaled,1,2021-03-29,0,0,0,1,0,Boehringer Ingelheim ( 1 ),3.001,1,NA
Drug,bi 767551 intravenous,1,2021-03-29,0,0,0,1,0,Boehringer Ingelheim ( 1 ),3.001,1,NA
Biological,biological/vaccine: bnt162b2 3mcg,1,2021-03-19,0,0,0,1,0,BioNTech SE ( 1 ),3.001,1,NA
Diagnostic Test,blood test for inflammatory markers,1,2021-03-10,0,0,0,1,0,MGC Pharmaceuticals d.o.o ( 1 ),3.001,1,NA
Biological,bnt162b2 20mcg,1,2021-03-19,0,0,0,1,0,BioNTech SE ( 1 ),3.001,1,NA
Biological,bnt162b2 30mcg,1,2021-03-19,0,0,0,1,0,BioNTech SE ( 1 ),3.001,1,NA
Biological,bnt162b2.b.1.351,1,2021-01-15,0,0,0,1,0,BioNTech SE ( 1 ),3.001,1,NA
Biological,bnt162b2sa,1,2020-04-27,0,0,0,1,0,BioNTech SE ( 1 ),3.001,1,5
Drug,boesenbergia,1,2021-08-21,0,0,0,1,0,Mahidol University ( 1 ),3.001,1,NA
Biological,boost,1,2020-05-12,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,5
Drug,brazilian green propolis extract (epp-af),1,2020-07-12,0,0,0,1,0,D'Or Institute for Research and Education ( 1 ),3.001,1,6
Drug,brensocatib,1,2021-01-25,0,0,0,1,0,University of Dundee ( 1 ),3.001,1,NA
Drug,brexanolone,1,2020-09-01,0,0,0,1,0,Sage Therapeutics ( 1 ),3.001,1,NA
Dietary Supplement,broad-spectrum cbd oil,1,2020-10-03,0,0,0,1,0,University of Texas at Austin ( 1 ),3.001,1,NA
Dietary Supplement,cbd isolate,1,2020-10-03,0,0,0,1,0,University of Texas at Austin ( 1 ),3.001,1,NA
Drug,cd24fc,1,2020-03-19,0,0,0,1,0,"OncoImmune, Inc. ( 1 )",3.001,1,NA
Biological,cell therapy protocol 1,1,2020-04-20,0,0,0,1,0,Royan Institute ( 1 ),3.001,1,NA
Biological,cell therapy protocol 2,1,2020-04-20,0,0,0,1,0,Royan Institute ( 1 ),3.001,1,NA
Drug,cenicriviroc (closed to enrollment as of 3-sep-2021),1,2020-09-23,0,0,0,1,0,Duke University ( 1 ),3.001,1,NA
Biological,chadox1 ncov-19 two dose / paracetamol,1,2020-09-01,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,NA
Drug,ciclã©sonide,1,2021-05-04,0,0,0,1,0,"ANRS, Emerging Infectious Diseases ( 1 )",3.001,1,NA
Drug,ckd-314/soc,1,2021-04-29,0,0,0,1,0,Chong Kun Dang Pharmaceutical ( 1 ),3.001,1,NA
Drug,colchcine,1,2021-08-03,0,0,0,1,0,Asociacion Instituto Biodonostia ( 1 ),3.001,1,NA
Drug,colchicine pill,1,2020-04-15,0,0,0,1,0,Universidad Nacional de Colombia ( 1 ),3.001,1,8
Drug,colchicine/symptomatic treatment (paracetamol),1,2020-06-03,0,0,0,1,0,Instituto de InvestigaciÃ³n MarquÃ©s de Valdecilla ( 1 ),3.001,1,1
Biological,covid-19 vaccine (vero cells),1,2021-08-30,0,0,0,1,0,"National Vaccine and Serum Institute, China ( 1 )",3.001,1,NA
Drug,covid-globulin,1,2021-04-12,0,0,0,1,0,Microgen ( 1 ),3.001,1,NA
Biological,cvncov,1,2020-12-01,0,0,0,1,0,CureVac AG ( 1 ),3.001,1,1
Drug,cyproheptadine,1,2021-07-23,0,0,0,1,0,Hospital de Clinicas de Porto Alegre ( 1 ),3.001,1,NA
Diagnostic Test,d-dimer test,1,2021-03-10,0,0,0,1,0,MGC Pharmaceuticals d.o.o ( 1 ),3.001,1,NA
Drug,d5w inj,1,2020-12-04,0,0,0,1,0,Guy's and St Thomas' NHS Foundation Trust ( 1 ),3.001,1,NA
Drug,daclastavir 60 mg,1,2020-07-03,0,0,0,1,0,Hospital do Coracao ( 1 ),3.001,1,NA
Drug,daclatasvir 200mg,1,2020-08-28,0,0,0,1,0,Mansoura University ( 1 ),3.001,1,NA
Drug,daclatasvir 60 mg,1,2020-07-03,0,0,0,1,0,Hospital do Coracao ( 1 ),3.001,1,NA
Drug,dalteparin,1,2020-07-22,0,0,0,1,0,University of Melbourne ( 1 ),3.001,1,1
Drug,darunavir,1,2020-01-29,0,0,0,1,0,Shanghai Public Health Clinical Center ( 1 ),3.001,1,1
Combination Product,device),1,2020-04-09,0,0,0,1,0,Direction Centrale du Service de SantÃ© des ArmÃ©es ( 1 ),3.001,1,NA
Drug,dexamethasone 2 mg,1,2020-10-21,0,0,0,1,0,Fatima Memorial Hospital ( 1 ),3.001,1,NA
Drug,dexamethasone 2 mg/ml,1,2020-10-21,0,0,0,1,0,Fatima Memorial Hospital ( 1 ),3.001,1,NA
Drug,dexamethasone/hydroxychloroquine,1,2020-04-09,0,0,0,1,0,Centre Chirurgical Marie Lannelongue ( 1 ),3.001,1,NA
Drug,dietary supplement containing resistant starch,1,2020-04-08,0,0,0,1,0,Yale University ( 1 ),3.001,1,NA
Drug,dimethyl fumarate,1,2020-05-07,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,4
Drug,dipyridamole er 200mg,1,2020-05-28,0,0,0,1,0,"Rutgers, The State University of New Jersey ( 1 )",3.001,1,2
Drug,dipyridamole er 200mg/ aspirin 25mg orally/enterally/standard of care,1,2020-05-28,0,0,0,1,0,"Rutgers, The State University of New Jersey ( 1 )",3.001,1,2
Drug,discontinuation of ras blocker,1,2020-03-28,0,0,0,1,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),3.001,1,NA
Drug,dutasteride 0.5 mg,1,2021-01-25,0,0,0,1,0,Corpometria Institute ( 1 ),3.001,1,NA
Drug,dwj1248 with remdesivir,1,2021-01-14,0,0,0,1,0,Daewoong Pharmaceutical Co. LTD. ( 1 ),3.001,1,NA
Biological,emapalumab,1,2020-03-25,0,0,0,1,0,Swedish Orphan Biovitrum ( 1 ),3.001,1,NA
Drug,empagliflozin,1,2020-05-07,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,4
Drug,emtricitabine/tenofovir,1,2020-04-15,0,0,0,1,0,Universidad Nacional de Colombia ( 1 ),3.001,1,8
Drug,emtricitabine/tenofovir disoproxil,1,2020-04-02,0,0,0,1,0,Plan Nacional sobre el Sida (PNS) ( 1 ),3.001,1,NA
Drug,emtricitabine/tenofovir disoproxil fumarate 200 mg-245 mg oral tablet [truvada],1,2021-05-17,0,0,0,1,0,Instituto de InvestigaciÃ³n Hospital Universitario La Paz ( 1 ),3.001,1,NA
Drug,endothelial protocol,1,2021-03-22,0,0,0,1,0,Lebanese American University Medical Center ( 1 ),3.001,1,NA
Drug,enisamium iodide,1,2020-12-22,0,0,0,1,0,"Joint Stock Company ""Farmak"" ( 1 )",3.001,1,NA
Drug,enterally,1,2020-05-28,0,0,0,1,0,"Rutgers, The State University of New Jersey ( 1 )",3.001,1,2
Drug,escin,1,2020-03-23,0,0,0,1,0,University of Catanzaro ( 1 ),3.001,1,NA
Biological,etesevimab,1,2021-02-26,0,0,0,1,0,University of Pittsburgh ( 1 ),3.001,1,1
Drug,evolocumab,1,2021-06-21,0,0,0,1,0,Collegium Medicum w Bydgoszczy ( 1 ),3.001,1,NA
Drug,favipiravir / hydroxychloroquine,1,2021-07-26,0,0,0,1,0,Health Institutes of Turkey ( 1 ),3.001,1,NA
Biological,ffp,1,2020-10-12,0,0,0,1,0,Erasmus Medical Center ( 1 ),3.001,1,NA
Combination Product,flu d-qiv,1,2021-09-15,0,0,0,1,0,GlaxoSmithKline ( 1 ),3.001,1,NA
Drug,fluticasone propionate,1,2021-09-20,0,0,0,1,0,University of Medicine and Pharmacy at Ho Chi Minh City ( 1 ),3.001,1,NA
Drug,fluvoxamine maleate 100 mg [luvox],1,2021-01-25,0,0,0,1,0,Cardresearch ( 1 ),3.001,1,NA
Drug,fp-025 100 mg,1,2021-02-02,0,0,0,1,0,"Foresee Pharmaceuticals Co., Ltd. ( 1 )",3.001,1,NA
Dietary Supplement,full spectrum cbd oil,1,2020-10-03,0,0,0,1,0,University of Texas at Austin ( 1 ),3.001,1,NA
Combination Product,glutamine,1,2021-05-30,0,0,0,1,0,Assiut University ( 1 ),3.001,1,NA
placebo,group a (placebo),1,2020-11-26,0,0,0,1,0,"AnGes, Inc. ( 1 )",3.001,1,NA
Drug,group apixaban,1,2020-09-05,0,0,0,1,0,Universidade do Vale do Sapucai ( 1 ),3.001,1,NA
Biological,group b (ag0302-covid19),1,2020-11-26,0,0,0,1,0,"AnGes, Inc. ( 1 )",3.001,1,NA
placebo,group b (placebo),1,2020-11-26,0,0,0,1,0,"AnGes, Inc. ( 1 )",3.001,1,NA
Drug,group hydroxychloroquine,1,2020-09-05,0,0,0,1,0,Universidade do Vale do Sapucai ( 1 ),3.001,1,NA
Drug,group hydroxychloroquine/apixaban,1,2020-09-05,0,0,0,1,0,Universidade do Vale do Sapucai ( 1 ),3.001,1,NA
Drug,gt0918 tablets,1,2021-04-29,0,0,0,1,0,"Suzhou Kintor Pharmaceutical Inc, ( 1 )",3.001,1,NA
Biological,half dose of chadox1 ncov-19 (azd1222),1,2021-09-24,0,0,0,1,0,Federal University of Espirito Santo ( 1 ),3.001,1,NA
Diagnostic Test,hematology blood test,1,2021-03-10,0,0,0,1,0,MGC Pharmaceuticals d.o.o ( 1 ),3.001,1,NA
Drug,heparin - prophylactic dosage,1,2020-10-22,0,0,0,1,0,University of Sao Paulo ( 1 ),3.001,1,NA
Drug,heparin - therapeutic dosage,1,2020-10-22,0,0,0,1,0,University of Sao Paulo ( 1 ),3.001,1,NA
Drug,high-dose dexamethasone,1,2020-05-16,0,0,0,1,0,Centro de EducaciÃ³n Medica e Investigaciones ClÃ­nicas Norberto Quirno ( 1 ),3.001,1,1
Drug,high dose corticosteroid,1,2020-05-07,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,4
Drug,hydroxychloroquine with azithromycin,1,2021-06-25,0,0,0,1,0,"CoordinaciÃ³n de InvestigaciÃ³n en Salud, Mexico ( 1 )",3.001,1,NA
Biological,hyperimmune globulin,1,2020-07-22,0,0,0,1,0,University of Melbourne ( 1 ),3.001,1,NA
Combination Product,immunofree tablets/reginmune capsule,1,2020-07-28,0,0,0,1,0,Nutrin GmbH ( 1 ),3.001,1,NA
Biological,inactivated sars cov 2 vaccine (vero cell) wuhan,1,2020-08-18,0,0,0,1,0,Universidad Peruana Cayetano Heredia ( 1 ),3.001,1,NA
Biological,inactivated sars cov 2 vaccine (vero cell) wuhan/beijing/placebo,1,2020-08-18,0,0,0,1,0,Universidad Peruana Cayetano Heredia ( 1 ),3.001,1,NA
Drug,inm005,1,2020-07-29,0,0,0,1,0,Inmunova S.A. ( 1 ),3.001,1,1
Combination Product,inopulse,1,2020-06-05,0,0,0,1,0,Bellerophon ( 1 ),3.001,1,NA
Drug,insulin,1,2020-09-03,0,0,0,1,0,Hospital Regional de Alta Especialidad del Bajio ( 1 ),3.001,1,NA
Drug,isavuconazonium injection [cresemba],1,2021-01-08,0,0,0,1,0,"University of California, San Diego ( 1 )",3.001,1,NA
Drug,iv tocillizumab (tcz),1,2020-09-03,0,0,0,1,0,Turku University Hospital ( 1 ),3.001,1,NA
Drug,ivermectin nasal spray,1,2021-06-30,0,0,0,1,0,South Valley University ( 1 ),3.001,1,NA
Drug,ivermectin powder,1,2020-12-16,0,0,0,1,0,Mansoura University ( 1 ),3.001,1,NA
Drug,"ivermectin,ribavirin ,nitazoxanide/zinc",1,2021-07-01,0,0,0,1,0,Mansoura University ( 1 ),3.001,1,NA
Drug,ivermectin/doxycycline,1,2020-08-19,0,0,0,1,0,Dhaka Medical College ( 1 ),3.001,1,1
Drug,ivig,1,2020-07-15,0,0,0,1,0,Biopharma Plasma LLC ( 1 ),3.001,1,NA
Drug,kan jang capsules,1,2021-04-13,0,0,0,1,0,Swedish Herbal Institute AB ( 1 ),3.001,1,NA
Drug,l,1,2020-12-04,0,0,0,1,0,Guy's and St Thomas' NHS Foundation Trust ( 1 ),3.001,1,NA
Drug,l-arginine,1,2020-10-28,0,0,0,1,0,Lebanese American University Medical Center ( 1 ),3.001,1,NA
Drug,lactose monohydrate,1,2021-05-12,0,0,0,1,0,"Copenhagen University Hospital, Hvidovre ( 1 )",3.001,1,NA
placebo,lanadelumab placebo,1,2020-10-14,0,0,0,1,0,Amgen ( 1 ),3.001,1,NA
Biological,licensed seasonal influenza vaccine,1,2020-10-09,0,0,0,1,0,Novavax ( 1 ),3.001,1,NA
Biological,lilly bamlanivimab,1,2021-02-26,0,0,0,1,0,University of Pittsburgh ( 1 ),3.001,1,1
Biological,lilly bamlanivimab / etesevimab,1,2021-02-26,0,0,0,1,0,University of Pittsburgh ( 1 ),3.001,1,1
Drug,linagliptin,1,2020-09-03,0,0,0,1,0,Hospital Regional de Alta Especialidad del Bajio ( 1 ),3.001,1,NA
Drug,linagliptin 5 mg,1,2020-04-30,0,0,0,1,0,Rabin Medical Center ( 1 ),3.001,1,NA
Drug,liposomal,1,2020-07-16,0,0,0,1,0,University of Rome Tor Vergata ( 1 ),3.001,1,NA
Drug,lopinavir/ritonavir / hydoxychloroquine,1,2020-03-30,0,0,0,1,0,Fasa University of Medical Sciences ( 1 ),3.001,1,NA
Drug,lopinavir/ritonavir 200 mg-50 mg oral tablet,1,2020-07-06,0,0,0,1,0,"ANRS, Emerging Infectious Diseases ( 1 )",3.001,1,NA
Drug,losmapimod,1,2020-08-08,0,0,0,1,0,Fulcrum Therapeutics ( 1 ),3.001,1,NA
Drug,low dose low molecular weight heparin,1,2020-09-06,0,0,0,1,0,UniversitÃ¤tsklinikum Hamburg-Eppendorf ( 1 ),3.001,1,NA
Drug,low dose low molecular weight heparin/placebo,1,2020-09-06,0,0,0,1,0,UniversitÃ¤tsklinikum Hamburg-Eppendorf ( 1 ),3.001,1,NA
Biological,matrix-m1 adjuvant (crossover vaccination period),1,2020-10-30,0,0,0,1,0,Novavax ( 1 ),3.001,1,NA
Biological,matrix-m1 adjuvant (initial vaccination period),1,2020-10-30,0,0,0,1,0,Novavax ( 1 ),3.001,1,NA
Biological,matrix m1-adjuvant,1,2020-10-09,0,0,0,1,0,Novavax ( 1 ),3.001,1,NA
Biological,menacwy prime,1,2020-09-01,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,NA
Biological,menacwy prime/saline placebo boost / paracetamol,1,2020-09-01,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,NA
Biological,menacwy single dose,1,2020-09-01,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,NA
Biological,menacwy single dose / paracetamol,1,2020-09-01,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,NA
Biological,menacwy vaccine,1,2020-05-12,0,0,0,1,0,University of Oxford ( 1 ),3.001,1,5
Drug,metformin,1,2020-08-07,0,0,0,1,0,University of Minnesota ( 1 ),3.001,1,NA
Drug,methylprednisolone group,1,2021-08-09,0,0,0,1,0,Asociacion Instituto Biodonostia ( 1 ),3.001,1,NA
Drug,methylprednisolone injection,1,2020-10-21,0,0,0,1,0,Fatima Memorial Hospital ( 1 ),3.001,1,NA
Other,microcrystalline cellulose capsule,1,2021-03-01,0,0,0,1,0,The Canadian College of Naturopathic Medicine ( 1 ),3.001,1,NA
Drug,ml oral solution [calcidol],1,2021-04-20,0,0,0,1,0,University of Monastir ( 1 ),3.001,1,NA
Drug,ml prefilled syringe [kineret],1,2020-06-18,0,0,0,1,0,Fundacion Miguel Servet ( 1 ),3.001,1,NA
Biological,moderna sars-cov-2 vaccine,1,2021-08-23,0,0,0,1,0,Sunnybrook Health Sciences Centre ( 1 ),3.001,1,NA
Drug,molixan,1,2021-02-25,0,0,0,1,0,Pharma VAM ( 1 ),3.001,1,NA
Drug,mometasone furoate nasal spray,1,2020-07-22,0,0,0,1,0,Benha University ( 1 ),3.001,1,1
Biological,mrna-1273.617.2,1,2021-06-14,0,0,0,1,0,"ModernaTX, Inc. ( 1 )",3.001,1,NA
Drug,nangibotide,1,2020-05-29,0,0,0,1,0,Inotrem ( 1 ),3.001,1,NA
Biological,nanocovax,1,2021-06-08,0,0,0,1,0,Nanogen Pharmaceutical Biotechnology Joint Stock Company ( 1 ),3.001,1,NA
Drug,naproxen,1,2020-03-26,0,0,0,1,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),3.001,1,NA
Other,nasal spray by distilled water to control group,1,2021-04-26,0,0,0,1,0,Bangladesh Reference Institute of Chemical Measurements (BRICM) ( 1 ),3.001,1,NA
Drug,nasal spray to asymptomatic to mild covid-19 patient having multiple comorbidity,1,2021-04-26,0,0,0,1,0,Bangladesh Reference Institute of Chemical Measurements (BRICM) ( 1 ),3.001,1,NA
Drug,nasal spray to healthy volunteer,1,2021-04-26,0,0,0,1,0,Bangladesh Reference Institute of Chemical Measurements (BRICM) ( 1 ),3.001,1,NA
