intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
non narrow band ultraviolet b-band light,0,0,0,1,0,1
normal saline intranasal,0,0,0,0,1,1
normal saline intranasal/placebo inhaler,0,0,0,0,1,1
normal saline placebo,1,0,0,0,0,1
nose rinse in a conventional way,0,1,0,0,0,1
nose rinse with the agnps solution,0,1,0,0,0,1
not bravery message,0,1,0,0,0,1
novaferon,0,0,0,1,0,1
novottf-100l,0,1,0,0,0,1
nox66,0,1,0,0,0,1
np-120 (ifenprodil),0,1,0,0,0,1
ntr-441,0,0,0,1,0,1
nudge,0,0,0,0,1,1
nurse-community-family partnership intervention,0,0,0,1,0,1
nutrition consult,1,0,0,0,0,1
nutrition consult/protein supplementation,1,0,0,0,0,1
nuvastatic,0,0,0,1,0,1
observation,1,0,0,0,0,1
obvio-19 app,1,0,0,0,0,1
ocat,0,0,0,1,0,1
octaplas,0,0,0,1,0,1
of the cellular response after vaccination against covid-19,0,0,0,1,0,1
offsite pcr testing,0,1,0,0,0,1
ointment,1,0,0,0,0,1
ointment/dressing for external use,1,0,0,0,0,1
"ol-1, high dose",0,0,0,1,0,1
"ol-1, standard dose",0,0,0,1,0,1
old ppe,0,1,0,0,0,1
olfactometry,0,0,0,1,0,1
olokizumab,0,1,0,0,0,1
omega 3 fatty acid,0,0,0,1,0,1
omega 3/nigella sativa oil,0,0,0,1,0,1
omega 3/nigella sativa oil/anise seed capsule,0,0,0,1,0,1
omega 3/nigella sativa oil/deglycyrrhizinated licorice,0,0,0,1,0,1
omega 3/nigella sativa oil/indian costus,0,0,0,1,0,1
omega 3/nigella sativa oil/quinine pills,0,0,0,1,0,1
omega dha,1,0,0,0,0,1
omega dha / epa,1,0,0,0,0,1
omeprazole,0,0,0,1,0,1
omni-biotic pro vi 5,0,0,0,1,0,1
omnibiotic aad,0,0,0,1,0,1
on-ice testing while wearing a face mask,0,0,0,1,0,1
on-ice testing while wearing a sham face mask,0,0,0,1,0,1
on-site testing (lumiradx),0,0,0,1,0,1
one covid-19 vaccine candidate (tmv-083,0,1,0,0,0,1
one covid-19 vaccine candidate (tmv-083/v-591) administration - high dose,0,1,0,0,0,1
one dose of bnt162b2 vaccine,1,0,0,0,0,1
one dose quadrivalent influenza vaccine on day 0,0,1,0,0,0,1
one dose quadrivalent influenza vaccine on day 14.,0,1,0,0,0,1
one step test,1,0,0,0,0,1
online bibliotherapy programme,0,1,0,0,0,1
online cognitive behavioral therapy (cbt),0,1,0,0,0,1
online cognitive stimulation therapy,0,0,0,1,0,1
online interactive courses,0,1,0,0,0,1
online intervention grief covid-19,0,0,0,1,0,1
online intervention mental health covid-19,0,0,0,1,0,1
online kkh sports singapore program with usual care,1,0,0,0,0,1
online lifestyle intervention,0,1,0,0,0,1
online questionnaires,0,0,0,1,0,1
online self-help intervention,0,1,0,0,0,1
online social network,0,0,0,1,0,1
online social network/collective intelligence intervention,0,0,0,1,0,1
onsite pcr testing,0,1,0,0,0,1
onsite point-of-care,0,0,0,1,0,1
op-101,1,0,0,0,0,1
open label bss (pepto bismol),0,0,0,1,0,1
operative management,0,0,0,0,1,1
ophtamesone,0,0,0,1,0,1
opn-019,0,0,0,1,0,1
opt-in (call-back),0,1,0,0,0,1
opt-in (in-bound),0,1,0,0,0,1
opt-in recruitment email,0,1,0,0,0,1
opt-out framing,0,1,0,0,0,1
opt-out recruitment email,0,1,0,0,0,1
optical coherence tomography (oct),0,0,0,1,0,1
or high dose lmwh),0,0,0,1,0,1
"or psychotherapy, n=10)",1,0,0,0,0,1
oral-b mouth sore mouthwash,0,0,0,1,0,1
oral-bâ® gum,0,0,0,1,0,1
oral-bâ® gum/enamel care -cetylpyridinium chloride,0,0,0,1,0,1
oral anti-coagulant,0,1,0,0,0,1
"oral antibiotic, antihistamine, anti-inflammatory, multivitamins",0,1,0,0,0,1
oral intervention with cetylpyridinium chloride,0,1,0,0,0,1
oral ivermectin,0,0,0,1,0,1
oral low dose steroid,0,1,0,0,0,1
oral polio vaccine / information,1,0,0,0,0,1
oral/nasal spray by distilled water to control group,0,0,0,1,0,1
orally suspension of cov2-ogen1,0,0,0,1,0,1
organic brown rice,0,0,0,1,0,1
oropharyngeal swabs analyses by rt-pcr,0,0,0,1,0,1
oseltamivir 75mg,0,0,0,1,0,1
osoc,0,0,0,0,1,1
osteopathic manipulative treatment (omt),0,0,0,1,0,1
otilimab,0,1,0,0,0,1
overcoming anxiety in pregnancy,0,0,0,1,0,1
overcoming anxiety in pregnancy/postpartum online self-directed program,0,0,0,1,0,1
oxaloacetate medical food,0,0,0,1,0,1
oxaloacetate medical food/dietary supplement,0,0,0,1,0,1
oxford vaccine,0,0,0,1,0,1
oxygen-ozone,0,0,0,1,0,1
oxygen mask,0,1,0,0,0,1
oxygen therapy/physical therapy,1,0,0,0,0,1
oxyhydrogen,0,0,0,1,0,1
ozanimod,0,0,0,1,0,1
ozone,0,0,0,1,0,1
p2et (caesalpinia spinosa extract),0,0,0,1,0,1
p2y12,0,0,0,1,0,1
pacritinib,1,0,0,0,0,1
palmitoylethanolamide,0,0,0,1,0,1
pamrevlumab,0,0,0,0,1,1
parent,0,1,0,0,0,1
parent positive,1,0,0,0,0,1
parent/peer presence,0,1,0,0,0,1
parentchat for parents of children ages 2-17,0,0,0,1,0,1
parents during induction,0,0,0,1,0,1
part a,0,0,0,1,0,1
part a/b: placebo,0,0,0,1,0,1
part a: upamostat 200 mg,0,0,0,1,0,1
part a: upamostat 400 mg,0,0,0,1,0,1
part b: upamostat 200,0,0,0,1,0,1
part b: upamostat 200/400 mg,0,0,0,1,0,1
partially hla-matched sars-covsts,0,0,0,1,0,1
participate in a massive musical event,0,1,0,0,0,1
particle measurement,0,1,0,0,0,1
passive microwave radiometry,0,1,0,0,0,1
"patch, nicotine",0,1,0,0,0,1
"patch, placebo",0,1,0,0,0,1
patient-centred advice on telephone consultation in tb patients:,0,0,0,1,0,1
patient educational video,0,0,1,0,0,1
patient mychart scheduling link,0,0,1,0,0,1
patient status engine,0,0,0,1,0,1
patients covid 19,0,0,0,1,0,1
pbmt,0,1,0,0,0,1
pbmt/smf,0,1,0,0,0,1
pcr/serology,0,0,0,1,0,1
pdno,0,0,0,1,0,1
peer presence,0,1,0,0,0,1
peer resilience champion,1,0,0,0,0,1
peginterferon beta-1a,0,1,0,0,0,1
peginterferon beta-1a prefilled syringe,0,0,0,1,0,1
pembrolizumab,0,0,0,1,0,1
pemziviptadil (pb1046),0,0,0,0,1,1
pentaglobin,0,0,0,1,0,1
pentoxifylline,0,1,0,0,0,1
pep flute,1,0,0,0,0,1
performance evaluation,0,0,0,1,0,1
performance evaluation (sensitivity,0,0,0,1,0,1
performance evaluation (sensitivity/specificity) for covid-19 diagnosis of the vocus ptr-tof process,0,0,0,1,0,1
performance of the test antigenic,0,1,0,0,0,1
performance of the test antigenic/test rt-pcr,0,1,0,0,0,1
performing of lung ultrasound,0,0,0,1,0,1
periogard,0,0,0,0,1,1
peripheral venous ultrasound,0,0,0,1,0,1
peroxyl,0,0,0,0,1,1
personal freedom message,0,1,0,0,0,1
personal protective equipment,0,0,0,1,0,1
personal protective equipment (ppe),0,1,0,0,0,1
personal protective measures,0,1,0,0,0,1
personal risk messaging,0,0,1,0,0,1
personalized feedback,0,1,0,0,0,1
personalized health education,0,0,0,1,0,1
personalized text message delivery of information,0,0,0,1,0,1
petrolatum ointment,0,1,0,0,0,1
pf-07321332/ritonavir,0,0,0,1,0,1
pfizer,1,0,0,0,0,1
pfizer-biontech covid-19 vaccine,0,0,0,1,0,1
pfizer-biontech covid-19 vaccine (comirnaty),0,0,0,1,0,1
pfizer bnt162b2 covid-19 vaccine,0,0,0,1,0,1
phase-1: breath holding test,0,0,0,1,0,1
phase 1,0,0,0,1,0,1
phase 2,0,0,0,1,0,1
phase 2: 6-minute walk test (6mwt),0,0,0,1,0,1
philly vax sweepstakes,1,0,0,0,0,1
phn intervention,0,1,0,0,0,1
phone-call screening,0,1,0,0,0,1
phone-call screening/management by a medical student/general practitioner tandem,0,1,0,0,0,1
phosphate-buffered saline,0,0,0,1,0,1
photobiomodulation,1,0,0,0,0,1
photobiomodulation/photodynamic therapy,1,0,0,0,0,1
phr160 spray,0,0,0,1,0,1
physical,0,1,0,0,0,1
physical activity counseling,0,0,0,1,0,1
physical examination,0,0,0,1,0,1
physical exercise/computerized cognitive training,1,0,0,0,0,1
physical therapy that include a standardized cycling training with functional electrical stimulation,0,0,0,1,0,1
physical therapy that include a standardized cycling training with no additional functional electrical stimulation,0,0,0,1,0,1
physical/cognitive activity,0,1,0,0,0,1
physiological effects of awake prone position in covid 19 patients,0,1,0,0,0,1
physiological irrigating solution,0,1,0,0,0,1
phytomedicine,0,0,1,0,0,1
piclidenoson,0,0,0,1,0,1
pioglitazone,0,1,0,0,0,1
pioglitazone 30 mg,0,0,0,1,0,1
pioglitazone 45 mg,0,0,0,1,0,1
piperacillin,0,0,0,1,0,1
piperacillin/tazobactam,0,0,0,1,0,1
pk test,0,0,0,1,0,1
placebo-lde phase 2,0,0,0,1,0,1
placebo-simulation of transcranial direct current stimulation,0,0,0,1,0,1
placebo - phase i,1,0,0,0,0,1
placebo (crossover vaccination period),1,0,0,0,0,1
placebo (im),0,0,0,1,0,1
placebo (inhaled solution),0,0,0,1,0,1
placebo (initial vaccination period),1,0,0,0,0,1
placebo (iv),0,0,0,1,0,1
placebo (methylcellulose) capsule,0,0,0,1,0,1
placebo (oral tablet),0,0,0,1,0,1
placebo (potato starch,0,0,0,1,0,1
placebo (potato starch/magnesium stearate),0,0,0,1,0,1
placebo (saline),0,1,0,0,0,1
placebo (sc injections),0,0,0,1,0,1
"placebo (sodium chloride, a 0.9% solution for the preparation of dosage forms for injections)",1,0,0,0,0,1
placebo (stage a),0,0,0,1,0,1
placebo (standard therapy),0,0,0,1,0,1
"placebo (two doses), priming",1,0,0,0,0,1
placebo / soc,0,0,0,0,1,1
placebo / standard of care (soc),0,0,0,1,0,1
placebo / vitamin d,0,0,0,1,0,1
placebo 0.9% nacl solution,0,0,0,1,0,1
placebo 1,0,1,0,0,0,1
placebo 2,0,1,0,0,0,1
placebo atazanavir,0,0,0,1,0,1
placebo booster,1,0,0,0,0,1
placebo comparator (without active ingredient) for intramuscular injection,1,0,0,0,0,1
placebo control,0,0,1,0,0,1
placebo control (non-behavioral infographic),0,1,0,0,0,1
placebo daclatasvir 60 mg,0,0,0,1,0,1
placebo empty capsule,0,0,0,1,0,1
placebo for abbv-2b04,0,1,0,0,0,1
placebo for abbv-47d11,0,1,0,0,0,1
placebo for camostat mesilate,0,0,0,1,0,1
placebo for inhalation,0,0,0,1,0,1
placebo for pf-07321332,0,0,0,1,0,1
placebo for ritonavir,0,0,0,1,0,1
placebo gel,0,0,0,1,0,1
placebo hydroxychloroquine,0,0,0,0,1,1
placebo inhaled,1,0,0,0,0,1
placebo inhaler,0,0,0,0,1,1
placebo injection/placebo pill,0,0,0,1,0,1
placebo iv,0,0,0,1,0,1
placebo magnesium,0,0,0,1,0,1
placebo mini drinks,0,0,0,1,0,1
placebo multiple,0,1,0,0,0,1
placebo nitazoxanide,0,0,0,0,1,1
placebo of fx06,0,1,0,0,0,1
placebo of nicotine transdermal patch,0,0,0,1,0,1
placebo oil,0,0,0,1,0,1
placebo oral solution,0,0,0,1,0,1
placebo patch,0,0,0,1,0,1
placebo pill,0,0,0,1,0,1
placebo ribavirin,0,0,0,0,1,1
placebo single,0,1,0,0,0,1
placebo sofusbuvir,0,0,0,1,0,1
placebo sofusbuvir / daclatasvir 60 mg,0,0,0,1,0,1
placebo taken po,0,1,0,0,0,1
placebo videos,0,1,0,0,0,1
placebo with remdesivir,0,0,0,1,0,1
placebo without radiofrequency.,0,0,0,1,0,1
placebo/aluminum adjuvant of inactivated sars-cov-2 vaccine,1,0,0,0,0,1
placebo/control,0,0,0,1,0,1
plant stanol mini drinks,0,0,0,1,0,1
plasebo acupressure,0,0,1,0,0,1
plasma exchange/convalescent plasma,0,0,0,1,0,1
pln-74809,0,0,0,1,0,1
pneumococcal vaccine,1,0,0,0,0,1
pneumoniacheck,0,0,0,1,0,1
polio vaccine,0,0,1,0,0,1
polio vaccine/na-831,0,0,1,0,0,1
poly-iclc (hiltonolâ®),0,0,0,1,0,1
poly-iclc (hiltonolâ®)/placebo,0,0,0,1,0,1
polyester reusable mask,0,1,0,0,0,1
pop-up community vaccination sites,0,0,0,1,0,1
poractant alfa,0,0,0,1,0,1
position,0,0,0,1,0,1
positive feedback,0,1,0,0,0,1
positive psychotherapy,0,0,0,1,0,1
post-hospitalization nutritional monitoring,0,0,0,1,0,1
postpartum online self-directed program,0,0,0,1,0,1
postural positioning,0,0,0,1,0,1
power breathe,0,0,0,0,1,1
ppv23,0,1,0,0,0,1
ppv23 for the 2nd dose,0,1,0,0,0,1
prazosin,0,0,0,1,0,1
prediction market,0,1,0,0,0,1
prednisolone,0,0,0,1,0,1
prednisone tablet,0,0,0,1,0,1
preservision areds formulation soft gels,0,1,0,0,0,1
preservision areds formulation soft gels/tablets,0,1,0,0,0,1
press needles,0,0,0,1,0,1
primary care,0,1,0,0,0,1
primepro,0,1,0,0,0,1
pro-sero-cov,1,0,0,0,0,1
probiorinse,0,1,0,0,0,1
probiotics (2 strains 10x10^9 ufc),0,0,0,1,0,1
problem-solving,0,0,0,1,0,1
problem-solving/relationship improvement intervention.,0,0,0,1,0,1
problem solving therapy (pst).,0,0,0,1,0,1
procalcitonin,0,1,0,0,0,1
procalcitonin serum levels,0,1,0,0,0,1
produce prescription program,0,0,1,0,0,1
progesterone,0,1,0,0,0,1
progesterone 200 mg oral capsule,0,0,0,1,0,1
progressive cycling exercise test to exhaustion,0,1,0,0,0,1
progressive muscle relaxation,0,1,0,0,0,1
project echo,0,0,0,1,0,1
prolastin,0,1,0,0,0,1
prolectin-m; a (1-6)-alpha-d-mannopyranose class,0,1,0,0,0,1
prolonged proned positioning,0,1,0,0,0,1
promotores de salud,0,0,0,1,0,1
prone position (pp),0,0,0,1,0,1
prophylactic,0,1,0,0,0,1
prophylaxis,0,1,0,0,0,1
propofol,0,0,0,0,1,1
propolis,1,0,0,0,0,1
prosocial-benefit,0,0,1,0,0,1
prosocial acts,0,1,0,0,0,1
protect your elders campaign,0,0,0,1,0,1
protective ventilation,0,0,0,1,0,1
protein supplementation,1,0,0,0,0,1
prototype,0,0,0,1,0,1
proxalutamide (gt0918),0,0,0,1,0,1
"ps membrane versus pmma membrane,",1,0,0,0,0,1
psa value,0,0,0,1,0,1
psc-04,0,0,0,1,0,1
psg,0,1,0,0,0,1
psycho-education,0,1,0,0,0,1
psycho-education video,0,0,0,1,0,1
psychoeducation,1,0,0,0,0,1
psychological rehabilitation,0,0,0,1,0,1
psychological support,0,0,0,1,0,1
psychological triaging intervention,0,1,0,0,0,1
psychological/behaviour change support,0,0,0,1,0,1
psychotherapy,0,1,0,0,0,1
ptc299,0,0,0,1,0,1
ptx-covid19-b,1,0,0,0,0,1
public space exposure,0,1,0,0,0,1
pulmonary anomalies 4 months after documented covid-19 pneumonia,1,0,0,0,0,1
pulmonary function testing,1,0,0,0,0,1
pulmonary physiotherapy techniques,0,1,0,0,0,1
pulmonary tele-rehabilitation,0,0,0,1,0,1
pulmozyme/ recombinant human deoxyribonuclease (rh-dnase),0,0,0,1,0,1
pulse oximeter,1,0,0,0,0,1
pulse oximetry,0,1,0,0,0,1
purapo,0,0,0,1,0,1
purclo,0,0,0,1,0,1
purinf,0,0,0,1,0,1
purphl,0,0,0,1,0,1
purwet,0,0,0,1,0,1
pyridostigmine bromide,0,0,0,1,0,1
pyronaridine-artesunate (pa),0,0,0,1,0,1
qazcovac-p -covid-19 subunit vaccine,1,0,0,0,0,1
qniv nanoparticle vaccine2 in-clinic mixed with matrix-m1 adjuvant,0,0,0,1,0,1
qrt-pcr,0,0,1,0,0,1
qrt-pcr/serology,0,0,1,0,0,1
quadramune(tm),0,0,0,1,0,1
quadrivalent inactivated influenza high dose,0,0,0,1,0,1
qualitative,0,0,0,1,0,1
qualitative/quantitative virus pcr of respiratory secretions in patients with high aerosol concentrations,0,0,0,1,0,1
quality of life promotion,1,0,0,0,0,1
quantitative virus pcr of respiratory secretions in patients with high aerosol concentrations,0,0,0,1,0,1
quercetin phytosome,0,1,0,0,0,1
quercetin phytosome (qp),0,1,0,0,0,1
quidel sofia sars antigen fia,0,0,0,0,1,1
quinine,0,0,0,1,0,1
quinquina-stevia,0,0,1,0,0,1
quinquina-stevia/azythromycin,0,0,1,0,0,1
r tablets,1,0,0,0,0,1
race concordant,1,0,0,0,0,1
racial,1,0,0,0,0,1
racial inequality highlighted,0,1,0,0,0,1
racial/ethnic frame,1,0,0,0,0,1
rad26-s,0,0,0,1,0,1
radiofrequency therapy,0,0,0,1,0,1
radiological,0,0,0,1,0,1
radius ppg tetherless pulse oximetry (masimo),0,0,0,1,0,1
radx chcs testing intervention strategy,0,0,0,1,0,1
ramipril,0,0,0,1,0,1
randomized booster,1,0,0,0,0,1
rapa-501-allo off-the-shelf therapy of covid-19,0,0,0,1,0,1
rapid antigen test,0,1,0,0,0,1
rapid antigen testing,0,1,0,0,0,1
rapid antigen testing/offsite pcr testing,0,1,0,0,0,1
rapid antigen testing/onsite pcr testing,0,1,0,0,0,1
rapid nasopharyngeal antigen test for sars-cov-2,0,1,0,0,0,1
rapid salivary test,0,1,0,0,0,1
rayaldee 30mcg extended-release (er) capsule,1,0,0,0,0,1
razuprotafib subcutaneous solution,0,0,0,0,1,1
rbd-based protein subunit vaccine (zf2001) against covid-19,1,0,0,0,0,1
rbt-9 (90 mg),0,0,0,1,0,1
rdv,0,0,0,0,1,1
rdv placebo,0,0,0,1,0,1
read leaflets containing knowledge of covid-19,0,0,0,1,0,1
read leaflets containing knowledge of covid-19/vaccination.,0,0,0,1,0,1
reading a book,0,1,0,0,0,1
recharge,0,0,0,1,0,1
recombinant ad5 vectored covid-19 vaccine,1,0,0,0,0,1
recombinant covid-19 vaccine (sf9 cells),0,0,1,0,0,1
recombinant human annexin a5,0,0,0,1,0,1
recombinant human anti-sars-cov-2 monoclonal antibody(25mg,0,0,0,1,0,1
recombinant human anti-sars-cov-2 monoclonal antibody(25mg/kg;50mg/kg;100mg/kg),0,0,0,1,0,1
recombinant human plasma gelsolin (rhu-pgsn),1,0,0,0,0,1
recombinant ndv vectored vaccine for sars-cov-2,0,0,0,1,0,1
recombinant novel coronavirus vaccine (adenovirus type 5 vector) -placebo,0,0,0,1,0,1
recombinant novel coronavirus vaccine (adenovirus type 5 vector) (ad5-ncov),0,0,0,1,0,1
recombinant novel coronavirus vaccine (adenovirus type 5 vector) 0.3ml,0,0,0,1,0,1
recombinant novel coronavirus vaccine (adenovirus type 5 vector) 0.5ml,0,0,0,1,0,1
recombinant novel coronavirus vaccine (adenovirus type 5 vector) for inhalation,0,0,0,1,0,1
recombinant sars-cov-2 ad5 vectored vaccine,1,0,0,0,0,1
recombinant sars-cov-2 fusion protein vaccine,1,0,0,0,0,1
recombinant two-component covid-19 vaccine (cho cell),0,0,0,1,0,1
rectal swab,0,0,0,1,0,1
referral,0,0,0,1,0,1
referral card,0,0,0,1,0,1
referral/digital brochure,0,0,0,1,0,1
reframing,0,1,0,0,0,1
regeneron casirivimab,0,0,0,1,0,1
regeneron casirivimab / imdevimab,0,0,0,1,0,1
reginmune,0,1,0,0,0,1
regular care,0,1,0,0,0,1
rehabilitation,0,1,0,0,0,1
rehabilitation-focused program,0,0,0,1,0,1
rehabilitation by concentric exercises,0,0,0,1,0,1
rehabilitation by eccentric exercises,0,0,0,1,0,1
rehabilitation of cognitive function after remission of the symptoms of covid-19,0,0,0,1,0,1
rehabilitation programme,0,0,0,1,0,1
rehabilitation protocol through a digital platform,0,0,0,1,0,1
rejuveinix (rjx) active comparator,0,0,0,1,0,1
relationship improvement intervention.,0,0,0,1,0,1
relaxation,0,0,0,1,0,1
relaxation technique,0,1,0,0,0,1
remain covid free ssi,0,1,0,0,0,1
remdesivir-hu,1,0,0,0,0,1
remdesivir combination,0,0,0,1,0,1
remestemcel-l,1,0,0,0,0,1
remimazolam,0,0,0,1,0,1
remote cognitive behavioral therapy for insomnia,1,0,0,0,0,1
remote controlled exercise,0,0,0,1,0,1
remote problem management plus,0,0,0,1,0,1
"remote sms (short message service, also known as ""text message"") delivery",0,0,0,1,0,1
removal of dead space filter,0,1,0,0,0,1
renin-angiotensin system inhibitors,0,0,0,1,0,1
reprocessing recent traumatic event protocol,0,0,0,1,0,1
residence-based testing participation pilot (sars-cov-2 testing with relaxed social distancing restrictions),0,1,0,0,0,1
resilience program,1,0,0,0,0,1
resistance exercise,0,0,0,1,0,1
resistance training,0,0,1,0,0,1
resp-aer-meter,0,0,0,1,0,1
resp301,0,0,0,1,0,1
respiratory,0,0,0,1,0,1
respiratory function rehabilitation training,0,0,0,1,0,1
respiratory rehabilitation program (rr).,0,0,0,1,0,1
respiratory tele-rehabilitation program (trr).,0,0,0,1,0,1
respiratory tract sample,0,0,0,1,0,1
respiratory training,0,0,0,1,0,1
respiratory/psychological rehabilitation,0,0,0,1,0,1
resting 12 lead ecg,0,0,0,1,0,1
resting electrocardiogram,0,1,0,0,0,1
revised home-cov score,0,1,0,0,0,1
reward re-training,0,0,0,1,0,1
rh-dnase,0,0,0,1,0,1
rhace2,0,1,0,0,0,1
rhdnase i,0,0,0,1,0,1
rhinopharyngeal,0,1,0,0,0,1
rhtpo,0,0,0,1,0,1
ribaroxaban,0,1,0,0,0,1
rintatolimod,0,0,0,1,0,1
risankizumab,1,0,0,0,0,1
ritonavir 200 mg-50 mg oral tablet,0,0,0,1,0,1
ritonavir 50 mg [kaletra],1,0,0,0,0,1
ritonavir/oseltamivir,0,0,0,1,0,1
rivaroxaban 15mg tab,0,0,0,1,0,1
rnapc2,0,0,0,1,0,1
ro7496998,0,0,0,1,0,1
roactemra,0,0,0,0,1,1
robot assisted percutaneous cardiovascular intervention,0,0,0,1,0,1
robotic assisted early mobilization,0,0,0,1,0,1
robotic therapy,0,0,0,1,0,1
routine care (no sars-covsts),0,0,0,1,0,1
routine psychological support,0,1,0,0,0,1
rp7214,0,0,0,1,0,1
rp7214 / standard of care (soc),0,0,0,1,0,1
rph-104,0,1,0,0,0,1
rslv-132,0,0,0,1,0,1
rt-pcr sars-cov-2,1,0,0,0,0,1
rt-qpcr test,0,1,0,0,0,1
sab-185,1,0,0,0,0,1
"sab-185 (10,240 units",0,0,0,1,0,1
"sab-185 (10,240 units/kg)",0,0,0,1,0,1
"sab-185 (3,840 units",0,0,0,1,0,1
"sab-185 (3,840 units/kg)",0,0,0,1,0,1
sacubitril,0,0,0,1,0,1
sacubitril / valsartan oral tablet [entresto],0,0,0,1,0,1
saisei maf capsules,0,1,0,0,0,1
saline-sodium citrate (ssc) buffer,0,0,0,1,0,1
saline nasal,0,0,0,1,0,1
saline nasal spray,0,0,0,1,0,1
saline nasal/throat spray,0,0,0,1,0,1
saline placebo (double),0,0,0,1,0,1
saline placebo (single),0,0,0,1,0,1
saline placebo boost,0,0,0,1,0,1
saline with baby shampoo nasal irrigation,1,0,0,0,0,1
saline/standard care,0,1,0,0,0,1
saliva assay,0,1,0,0,0,1
saliva collected via salivette cortisol,0,1,0,0,0,1
saliva sample (self-sample),0,1,0,0,0,1
saliva sample/to an anterior nare self-swabbing (self-samples),0,1,0,0,0,1
saliva test kit,0,0,0,1,0,1
salivary sample,0,0,0,1,0,1
salivary test for covid19,1,0,0,0,0,1
sam-lnp-s,0,0,0,1,0,1
sam-lnp-s-tce,0,0,0,1,0,1
sample,0,0,0,1,0,1
sample collection,0,0,0,1,0,1
sample collection/performance evaluation (a),0,0,0,1,0,1
sample collection/performance evaluation (b),0,0,0,1,0,1
sampler skills,0,1,0,0,0,1
sampling,0,0,0,1,0,1
sampling by venipuncture (and eventually by nasopharyngeal swab),0,0,0,1,0,1
sampling of oropharynx,0,0,0,0,1,1
sampling of oropharynx/nasopharynx,0,0,0,0,1,1
sampling of sars-cov-2 rna from nasopharyngeal swab specimen,0,1,0,0,0,1
sampling of sars-cov-2 rna from nasopharyngeal swab specimen/saliva collected via salivette cortisol,0,1,0,0,0,1
sar443122,0,1,0,0,0,1
sarilumab prefilled syringe,0,0,0,1,0,1
sars-cov-2 adjuvanted recombinant protein vaccine (bivalent),0,0,0,1,0,1
sars-cov-2 adjuvanted recombinant protein vaccine (monovalent),0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, bivalent (d614",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, bivalent (d614/b.1.351)-as03, dosage a",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, bivalent (d614/b.1.351)-as03, dosage b",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (b.1.351)-as03 alternative exploratory formulation 1",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (b.1.351)-as03 alternative exploratory formulation 2",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (b.1.351)-as03 alternative exploratory formulation 3",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (b.1.351)-as03 alternative exploratory formulation 4",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (b.1.351)-as03, dosage a",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (b.1.351)-as03, dosage b",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (d614)-as03, dosage a",0,0,0,1,0,1
"sars-cov-2 adjuvanted recombinant protein vaccine, monovalent (d614)-as03, dosage b",0,0,0,1,0,1
sars-cov-2 antibody based ivig therapy,0,1,0,0,0,1
sars-cov-2 antibody test,1,0,0,0,0,1
sars-cov-2 antigen-specific cytotoxic t-lymphocytes,0,0,0,1,0,1
sars-cov-2 ig g levels,0,0,0,1,0,1
sars-cov-2 infection,1,0,0,0,0,1
sars-cov-2 mrna vaccine formulation 1,0,0,0,1,0,1
sars-cov-2 mrna vaccine formulation 2,0,0,0,1,0,1
sars-cov-2 mrna vaccine formulation 3,0,0,0,1,0,1
sars-cov-2 neutralizing antibody titer,0,0,0,1,0,1
sars-cov-2 recombinant protein vaccine phase 2 formulation 1,0,0,0,1,0,1
sars-cov-2 recombinant protein vaccine phase 2 formulation 2,0,0,0,1,0,1
sars-cov-2 recombinant protein vaccine phase 2 formulation 3,0,0,0,1,0,1
"sars-cov-2 research in nasopharyngeal swab, sperm",0,0,0,1,0,1
"sars-cov-2 research in nasopharyngeal swab, sperm/serologics",0,0,0,1,0,1
sars-cov-2 rs nanoparticle vaccine in-clinic mixed with matrix-m1 adjuvant,0,0,0,1,0,1
sars-cov-2 rs/matrix-m adjuvant - phase 2,1,0,0,0,0,1
sars-cov-2 rs/matrix-m1 adjuvant (crossover vaccination period),1,0,0,0,0,1
sars-cov-2 rs/matrix-m1 adjuvant (initial vaccination period),1,0,0,0,0,1
sars-cov-2 rs/matrix m1-adjuvant,1,0,0,0,0,1
sars-cov-2 rt-pcr assay for detection of covid-19 infection,0,0,0,1,0,1
sars-cov-2 screening by molecular biology,0,0,0,1,0,1
sars-cov-2 specific t cells,0,0,0,1,0,1
sars-cov-2 testing on the eppendorf thermal cycler pcr system using self-collected saliva as the specimen,0,1,0,0,0,1
sars-cov-2 vaccine,0,0,0,1,0,1
sars-cov-2 vaccine formulation 1 with adjuvant 1,1,0,0,0,0,1
sars-cov-2 vaccine formulation 1 with adjuvant 2,1,0,0,0,0,1
sars-cov-2 vaccine formulation 2 with adjuvant 1,1,0,0,0,0,1
