nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,intervention_type,intervention_name,description,status,facility_name,city,state,zip,country,site_count
NCT04346693,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-15,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,NA,Interventional,NA,,An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,An Open Randomized Study of the Effectiveness of the Drug Dalargin for the Prevention and Treatment of Symptoms of Pulmonary Complications in Patients With Coronavirus Infection (SARS-COVID-19),Enrolling by invitation,NA,Phase 3,320,Actual,Burnasyan Federal Medical Biophysical Center,,4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:16:28Z,2020-04-25T09:16:28Z,5175866,Procedure,Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin inhalation,"Hydroxychloroquine + azithromycin + / - tocilizumab. Hydroxychloroquine intake is conducted according to the following schedule: 400 mg twice per day for 1-2 days of the treatment and 200 mg twice per day during six days of the treatment course.
For the tocilizumab, 400 mg intravenously drip slowly (for at least 1 hour), with insufficient effect, administration is repeated the after 12 hours. Simultaneously no more than 800 mg of tocilizumab could be administered.
For the azithromycin admission 500mg on day 1 is prescribed followed by 250mg per day, the next four days.
Additional inhalation of the drug Dalargin, at a dose of 10 mg daily once per day until the symptoms of pulmonary complications will be ceased.",,Burnasyan Federal Medical Biophysical Center FMBA of Russia,Moscow,,123098,Russian Federation,1
NCT04346693,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-15,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,NA,Interventional,NA,,An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,An Open Randomized Study of the Effectiveness of the Drug Dalargin for the Prevention and Treatment of Symptoms of Pulmonary Complications in Patients With Coronavirus Infection (SARS-COVID-19),Enrolling by invitation,NA,Phase 3,320,Actual,Burnasyan Federal Medical Biophysical Center,,4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:16:28Z,2020-04-25T09:16:28Z,5175867,Procedure,Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection combined with Dalargin inhalation,"Hydroxychloroquine + azithromycin + / - tocilizumab. Hydroxychloroquine intake is conducted according to the following schedule: 400 mg twice per day for 1-2 days of the treatment and 200 mg twice per day during six days of the treatment course.
For the tocilizumab, 400 mg intravenously drip slowly (for at least 1 hour), with insufficient effect, administration is repeated the after 12 hours. Simultaneously no more than 800 mg of tocilizumab could be administered.
For the azithromycin admission 500mg on day 1 is prescribed followed by 250mg per day, the next four days.
Additional inhalation of the drug Dalargin, at a dose of 10 mg daily once per day until the symptoms of pulmonary complications will be ceased.
Additional intramuscular injection of the drug Dalargin (solution for intravenous and intramuscular doses) under dosage of 1 mg daily once per day for 10 days",,Burnasyan Federal Medical Biophysical Center FMBA of Russia,Moscow,,123098,Russian Federation,1
NCT04346420,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-13,2020-04-13,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"April 9, 2020",Actual,2020-04-09,April 2020,2020-04-30,"June 30, 2020",Anticipated,2020-06-30,"June 30, 2020",Anticipated,2020-06-30,NA,Interventional,NA,,Impact of the Double-Trunk Mask on Oxygenation Titration in COVID-19,Impact of the Double-Trunk Mask on Oxygenation Titration in Patients With COVID-19,Recruiting,NA,N/A,15,Anticipated,Cliniques universitaires Saint-Luc- Universit̩ Catholique de Louvain,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-25T09:16:37Z,2020-04-25T09:16:37Z,5175902,Other,Standard interface,The standard interface for administering oxygen (nasal cannula or oxygen mask) is worn by the patient. Oxygen output is adapted to reach a SpO2 target of 94%.,Recruiting,Cliniques universitaires Saint-Luc,Brussels,Brussels Capital,1200,Belgium,1
NCT04346420,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-13,2020-04-13,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"April 9, 2020",Actual,2020-04-09,April 2020,2020-04-30,"June 30, 2020",Anticipated,2020-06-30,"June 30, 2020",Anticipated,2020-06-30,NA,Interventional,NA,,Impact of the Double-Trunk Mask on Oxygenation Titration in COVID-19,Impact of the Double-Trunk Mask on Oxygenation Titration in Patients With COVID-19,Recruiting,NA,N/A,15,Anticipated,Cliniques universitaires Saint-Luc- Universit̩ Catholique de Louvain,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-25T09:16:37Z,2020-04-25T09:16:37Z,5175903,Device,Double-Trunk Mask,The standard nasal cannula interface accompanied with the DTM is worn by the patient. Oxygen output is adapted to reach a SpO2 target of 94%.,Recruiting,Cliniques universitaires Saint-Luc,Brussels,Brussels Capital,1200,Belgium,1
NCT04342663,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-13,2020-04-08,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"April 10, 2020",Anticipated,2020-04-10,April 2020,2020-04-30,"July 1, 2020",Anticipated,2020-07-01,"June 1, 2020",Anticipated,2020-06-01,NA,Interventional,STOP COVID,,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection","A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",Recruiting,NA,Phase 2,152,Anticipated,Washington University School of Medicine,,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-04-25T09:17:38Z,2020-04-25T09:17:38Z,5176081,Drug,Fluvoxamine,Randomized to either fluvoxamine or placebo for approximately 15 days. Will take up to 300mg per day (3 capsules per day) as tolerated.,Recruiting|Recruiting,BJC|Washington University School of Medicine,Belleville|Saint Louis,Illinois|Missouri,62220|63110,United States|United States,2
NCT04342663,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-13,2020-04-08,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"April 10, 2020",Anticipated,2020-04-10,April 2020,2020-04-30,"July 1, 2020",Anticipated,2020-07-01,"June 1, 2020",Anticipated,2020-06-01,NA,Interventional,STOP COVID,,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection","A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",Recruiting,NA,Phase 2,152,Anticipated,Washington University School of Medicine,,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-04-25T09:17:38Z,2020-04-25T09:17:38Z,5176082,Drug,Placebo,Randomized to either fluvoxamine or placebo for approximately 15 days. Will take up to 3 capsules per day as tolerated.,Recruiting|Recruiting,BJC|Washington University School of Medicine,Belleville|Saint Louis,Illinois|Missouri,62220|63110,United States|United States,2
NCT04349618,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-14,2020-04-16,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 14, 2020",Anticipated,2020-04-14,April 2020,2020-04-30,"April 14, 2022",Anticipated,2022-04-14,"July 14, 2021",Anticipated,2021-07-14,NA,Interventional,VT4COVID,,Ultraprotective Ventilation Without Extracorporeal Circulation During COVID 19 Pneumonia,Open Label Randomized Controlled Trial of Ultraprotective Ventilation Without Extracorporeal Circulation in Patients With COVID 19 Pneumonia and Moderate to Severe ARDS,Not yet recruiting,NA,N/A,200,Anticipated,Hospices Civils de Lyon,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-26T09:04:31Z,2020-04-26T09:04:31Z,5188899,Other,PROTECTIVE VENTILATION,"Protective ventilation with tidal volume 6 mL/kg of predicted body weight further adjusted to keep plateau pressure below 30 cm H2O and pH above 7.20, and PEEP set using the PEEP FiO2 table of the ARMA trial",||||||||||,Service de M̩decine Intensive R̩animation CHU Gabriel Montpied|Service de M̩decine Intensive R̩animation H̫pital Michallon - CHU Grenoble Alpes|Service de M̩decine Intensive R̩animation H̫pital Edouard Herriot Hospices Civils de Lyon|Service de R̩animation Chirurgicale H̫pital Edouard Herriot Hospices Civils de Lyon|Service de M̩decine Intensive R̩animation H̫pital de la Croix Rousse Hospices Civils de Lyon|Service de R̩animation Chirurgicale H̫pital de la Croix Rousse Hospices Civils de Lyon|Service de r̩animation Polyvalente Centre Hospitalier Saint Joseph-Saint Luc|Service de R̩animation Clinique de la Sauvegarde|Service de R̩animation Polyvalente Centre Hospitalier Lyon Sud Hospices Civils de Lyon|Service de R̩animation Centre hospitalier Annecy Genevois|Service de M̩decine Intensive R̩animation H̫pital Nord - CHU Saint-Etienne,Clermont-Ferrand|La Tronche|Lyon|Lyon|Lyon|Lyon|Lyon|Lyon|Pierre-B̩nite|Pringy|Saint-Priest-en-Jarez,||||||||||,63003|38700|69003|69003|69004|69004|69007|69009|69310|74374|42055,France|France|France|France|France|France|France|France|France|France|France,11
NCT04349618,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-14,2020-04-16,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 14, 2020",Anticipated,2020-04-14,April 2020,2020-04-30,"April 14, 2022",Anticipated,2022-04-14,"July 14, 2021",Anticipated,2021-07-14,NA,Interventional,VT4COVID,,Ultraprotective Ventilation Without Extracorporeal Circulation During COVID 19 Pneumonia,Open Label Randomized Controlled Trial of Ultraprotective Ventilation Without Extracorporeal Circulation in Patients With COVID 19 Pneumonia and Moderate to Severe ARDS,Not yet recruiting,NA,N/A,200,Anticipated,Hospices Civils de Lyon,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-26T09:04:31Z,2020-04-26T09:04:31Z,5188900,Other,ULTRAPROTECTIVE VENTILATION,"Ultraprotective ventilation with tidal volume reduction down to 4 mL/kg further adjusted to keep plateau pressure below 30 cm H2O and pH above 7.20, and PEEP set using the PEEP FiO2 table of the ARMA trial",||||||||||,Service de M̩decine Intensive R̩animation CHU Gabriel Montpied|Service de M̩decine Intensive R̩animation H̫pital Michallon - CHU Grenoble Alpes|Service de M̩decine Intensive R̩animation H̫pital Edouard Herriot Hospices Civils de Lyon|Service de R̩animation Chirurgicale H̫pital Edouard Herriot Hospices Civils de Lyon|Service de M̩decine Intensive R̩animation H̫pital de la Croix Rousse Hospices Civils de Lyon|Service de R̩animation Chirurgicale H̫pital de la Croix Rousse Hospices Civils de Lyon|Service de r̩animation Polyvalente Centre Hospitalier Saint Joseph-Saint Luc|Service de R̩animation Clinique de la Sauvegarde|Service de R̩animation Polyvalente Centre Hospitalier Lyon Sud Hospices Civils de Lyon|Service de R̩animation Centre hospitalier Annecy Genevois|Service de M̩decine Intensive R̩animation H̫pital Nord - CHU Saint-Etienne,Clermont-Ferrand|La Tronche|Lyon|Lyon|Lyon|Lyon|Lyon|Lyon|Pierre-B̩nite|Pringy|Saint-Priest-en-Jarez,||||||||||,63003|38700|69003|69003|69004|69004|69007|69009|69310|74374|42055,France|France|France|France|France|France|France|France|France|France|France,11
NCT04345653,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-13,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 14, 2020",Actual,2020-04-14,April 2020,2020-04-30,"April 8, 2022",Anticipated,2022-04-08,"April 8, 2021",Anticipated,2021-04-08,NA,Interventional,NA,,Hydroxychloroquine as Chemoprevention for COVID-19 for High Risk Healthcare Workers,"Feasibility, Safety and Early Efficacy Trial of Hydroxychloroquine as Primary Prevention of Corona Virus Disease 2019 in High Risk Health Care Providers",Enrolling by invitation,NA,Phase 2,45,Anticipated,Hackensack Meridian Health,,1,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,Undecided,NA,2020-04-26T09:05:56Z,2020-04-26T09:05:56Z,5189154,Drug,Hydroxychloroquine Sulfate (HCQ),"Open-label, consecutive at-risk subjects allocation with chemoprophylaxis with HCQ.",,Hackensack Meridian Health - JFK Medical Center,Edison,New Jersey,08820,United States,1
NCT04344457,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 16, 2020",Anticipated,2020-04-16,April 2020,2020-04-30,"September 30, 2020",Anticipated,2020-09-30,"June 20, 2020",Anticipated,2020-06-20,NA,Interventional,COVID-19,,"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19","An Open-Label, Single-Arm, Phase II Study to Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects Positive With SARS-CoV-2 With Mild Symptoms in Maricopa County",Recruiting,NA,Phase 1/Phase 2,80,Anticipated,"Perseverance Research Center, LLC",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-26T09:06:03Z,2020-04-26T09:06:03Z,5189173,Drug,Hydroxychloroquine,200 mg PO BID 5 days,Recruiting,Perseverance Research Center,Scottsdale,Arizona,85254,United States,1
NCT04344457,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 16, 2020",Anticipated,2020-04-16,April 2020,2020-04-30,"September 30, 2020",Anticipated,2020-09-30,"June 20, 2020",Anticipated,2020-06-20,NA,Interventional,COVID-19,,"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19","An Open-Label, Single-Arm, Phase II Study to Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects Positive With SARS-CoV-2 With Mild Symptoms in Maricopa County",Recruiting,NA,Phase 1/Phase 2,80,Anticipated,"Perseverance Research Center, LLC",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-26T09:06:03Z,2020-04-26T09:06:03Z,5189174,Drug,Indomethacin,50 mg PO TID 14 Days,Recruiting,Perseverance Research Center,Scottsdale,Arizona,85254,United States,1
NCT04344457,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 16, 2020",Anticipated,2020-04-16,April 2020,2020-04-30,"September 30, 2020",Anticipated,2020-09-30,"June 20, 2020",Anticipated,2020-06-20,NA,Interventional,COVID-19,,"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19","An Open-Label, Single-Arm, Phase II Study to Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects Positive With SARS-CoV-2 With Mild Symptoms in Maricopa County",Recruiting,NA,Phase 1/Phase 2,80,Anticipated,"Perseverance Research Center, LLC",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-26T09:06:03Z,2020-04-26T09:06:03Z,5189175,Drug,Zithromax Oral Product,500 mg PO QD 3 Days,Recruiting,Perseverance Research Center,Scottsdale,Arizona,85254,United States,1
NCT04343248,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-08,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 30, 2020",Anticipated,2020-04-30,April 2020,2020-04-30,"August 31, 2020",Anticipated,2020-08-31,"August 31, 2020",Anticipated,2020-08-31,NA,Interventional,NA,,Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF),"A Randomized, Double-Blind, Placebo Controlled, Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF)",Not yet recruiting,NA,Phase 3,600,Anticipated,Romark Laboratories L.C.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-26T09:06:13Z,2020-04-26T09:06:13Z,5189205,Drug,Nitazoxanide,Nitazoxanide 600 mg administered orally twice daily for six weeks,NA,NA,NA,NA,NA,NA,NA
NCT04343248,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-08,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 30, 2020",Anticipated,2020-04-30,April 2020,2020-04-30,"August 31, 2020",Anticipated,2020-08-31,"August 31, 2020",Anticipated,2020-08-31,NA,Interventional,NA,,Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF),"A Randomized, Double-Blind, Placebo Controlled, Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF)",Not yet recruiting,NA,Phase 3,600,Anticipated,Romark Laboratories L.C.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-26T09:06:13Z,2020-04-26T09:06:13Z,5189206,Drug,Placebo,Placebo administered orally twice daily for six weeks,NA,NA,NA,NA,NA,NA,NA
