nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-06,NA,NA,2021-09-15,2021-09-09,2021-09-16,Actual,NA,NA,NA,NA,NA,NA,2021-09-15,2021-09-22,Actual,"April 1, 2021",Actual,2021-04-01,September 2021,2021-09-30,"July 31, 2021",Actual,2021-07-31,"July 31, 2021",Actual,2021-07-31,NA,Interventional,RB-TPP,,Process Evaluation of a Residence-Based SARS-CoV-2 Testing Participation Pilot,Mixed-methods Process Evaluation of a Residence-Based SARS-CoV-2 Testing Participation Pilot on a UK University Campus During the COVID-19 Pandemic.,Completed,NA,N/A,152,Actual,University of Nottingham,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,The datasets generated and/or analysed during the current study are not publicly available due to risk of identification of participants and service providers but are available from the corresponding author on reasonable request.,2021-09-26T00:35:55Z,2021-09-26T00:35:55Z,15234567,NCT05045989,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-14,NA,NA,2021-09-14,2021-09-14,2021-09-16,Actual,NA,NA,NA,NA,NA,NA,2021-09-14,2021-09-16,Actual,"March 1, 2020",Actual,2020-03-01,August 2021,2021-08-31,"December 1, 2020",Actual,2020-12-01,"November 30, 2020",Actual,2020-11-30,1 Year,Observational [Patient Registry],NA,,Safety and Feasibility of Percutaneous Dilatational Tracheostomy in Patients With Severe COVID-19 Supported by ECMO,Safety and Feasibility of Percutaneous Dilatational Tracheostomy in Patients With Severe COVID-19 Disease Supported by Extracorporeal Membrane Oxygenation.,Completed,NA,NA,32,Actual,Hamad Medical Corporation,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,After finishing the study,Website,NA,Yes,After approval of Hospital IRB,2021-09-26T00:35:56Z,2021-09-26T00:35:56Z,15234580,NCT05045885,COVID-19 Pneumonia,covid-19 pneumonia
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-14,NA,NA,2021-09-14,2021-09-14,2021-09-16,Actual,NA,NA,NA,NA,NA,NA,2021-09-14,2021-09-16,Actual,"March 1, 2021",Actual,2021-03-01,September 2021,2021-09-30,"March 30, 2021",Actual,2021-03-30,"March 30, 2021",Actual,2021-03-30,NA,Observational,NA,,Diagnostic Accuracy of Rapid Antigen Test Based on Anterior Nasal Swab Compared With RT-PCR for SARS-CoV-2 Detection.,Diagnostic Accuracy of Rapid Antigen Test Based on Anterior Nasal Swab Compared With RT-PCR for SARS-CoV-2 Detection.,Completed,NA,NA,3461,Actual,"Rigshospitalet, Denmark",,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:35:56Z,2021-09-26T00:35:56Z,15234586,NCT05045846,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-11,NA,NA,2021-09-13,2021-09-11,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-17,Actual,"September 10, 2021",Actual,2021-09-10,September 2021,2021-09-30,"December 31, 2021",Anticipated,2021-12-31,"November 30, 2021",Anticipated,2021-11-30,NA,Interventional,NA,,Study to Investigate the Treatment Benefits of Probiotic Streptococcus Salivarius K12 for Mild-to-moderate COVID-19,"A Randomized, Open-label, and Controlled Clinical Trial to Study the Adjuvant Treatment Benefits of Probiotic Streptococcus Salivarius K12 to Prevent/Reduce Lung Inflammation in Mild-to-moderate Hospitalised Patients With COVID-19",Recruiting,NA,N/A,50,Anticipated,King Edward Medical University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:13Z,2021-09-26T00:36:13Z,15234943,NCT05043376,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-08,NA,NA,2021-09-17,2021-09-10,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-17,2021-09-24,Estimate,"February 20, 2020",Actual,2020-02-20,September 2021,2021-09-30,"February 27, 2022",Anticipated,2022-02-27,"February 20, 2022",Anticipated,2022-02-20,NA,Interventional,AntiCov-220,,"Prevention and Treatment of Patient Before, During, and After Covid-19 Infection","Prevention and Treatment of Patient Before, During, and After Covid-19 Infection","Active, not recruiting",NA,Phase 2,82,Anticipated,"Trieu, Nguyen Thi, M.D.",,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:13Z,2021-09-26T00:36:13Z,15234949,NCT05043324,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-10,NA,NA,2021-09-10,2021-09-10,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-10,2021-09-14,Actual,"August 1, 2021",Actual,2021-08-01,September 2021,2021-09-30,"August 1, 2022",Anticipated,2022-08-01,"May 1, 2022",Anticipated,2022-05-01,NA,Observational,NA,,Safety and Immune Response of COVID-19 Vaccination in Overweight People With Excessive BMI,Safety and Immune Response of COVID-19 Vaccination in Overweight People With Excessive BMI,Recruiting,NA,NA,450,Anticipated,The Second Affiliated Hospital of Chongqing Medical University,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:14Z,2021-09-26T00:36:14Z,15234955,NCT05043272,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-13,NA,NA,2021-09-15,2021-09-13,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-15,2021-09-16,Actual,"September 13, 2021",Actual,2021-09-13,September 2021,2021-09-30,"May 1, 2022",Anticipated,2022-05-01,"October 13, 2021",Anticipated,2021-10-13,NA,Interventional,NA,,Heterologous Prime-boost Immunization With an Aerosolised Adenovirus Type-5 Vector-based COVID-19 Vaccine (Ad5-nCoV) After Priming With an Inactivated SARS-CoV-2 Vaccine,"Immunogenicity and Safety of the Heterologous Prime-boost Immunization With an Aerosolised Adenovirus Type-5 Vector-based COVID-19 Vaccine (Ad5-nCoV) After Two-dose Priming With an Inactivated SARS-CoV-2 Vaccine in Adults at 18 Years of Age or Above: a Randomised, Open-label, Parallel-controlled Clinical Trial",Recruiting,NA,Phase 1/Phase 2,420,Anticipated,Jiangsu Province Centers for Disease Control and Prevention,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:14Z,2021-09-26T00:36:14Z,15234957,NCT05043259,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-08-12,NA,NA,2021-09-13,2021-09-10,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-17,Actual,"August 1, 2021",Actual,2021-08-01,September 2021,2021-09-30,"August 1, 2022",Anticipated,2022-08-01,"May 1, 2022",Anticipated,2022-05-01,NA,Observational,SIM-MIEPBD,,Safety and Immune Response of COVID-19 Vaccination in Middle-aged and Elderly Patients With Basic Disease,Safety and Immune Response of COVID-19 Vaccination in Middle-aged and Elderly Patients With Basic Disease,Recruiting,NA,NA,2300,Anticipated,The Second Affiliated Hospital of Chongqing Medical University,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:14Z,2021-09-26T00:36:14Z,15234959,NCT05043246,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-13,NA,NA,2021-09-13,2021-09-13,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-14,Actual,"January 1, 2021",Actual,2021-01-01,September 2021,2021-09-30,"September 1, 2021",Actual,2021-09-01,"September 1, 2021",Actual,2021-09-01,NA,Observational,NA,,Strategies to Continue Gynae-oncology Services in the Era of COVID-19 Outbreak: Concerns and Challenges in a Referral Centre in Malaysia,Strategies to Continue Gynae-oncology Services in the Era of COVID-19 Outbreak: Concerns and Challenges in a Referral Centre in Malaysia,Completed,NA,NA,100,Actual,Universiti Kebangsaan Malaysia Medical Centre,,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:15Z,2021-09-26T00:36:15Z,15234969,NCT05043155,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-10,NA,NA,2021-09-13,2021-09-13,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-14,Actual,"March 16, 2021",Actual,2021-03-16,September 2021,2021-09-30,"June 23, 2021",Actual,2021-06-23,"June 23, 2021",Actual,2021-06-23,NA,Observational,NA,,Epidemiological Study of the COVID-2019 in Participating Organizations.,"Exhaustive, Cross-sectional, Non-interventional, Multicenter Retrospective Epidemiological Study of the COVID-2019 Incidence and Prevention Methods of SARS, Including COVID-2019, Among Staff of Participating Organizations.",Completed,NA,NA,3443,Actual,Yuria-Pharm,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Whole blood
    ",NA,NA,NA,Undecided,NA,2021-09-26T00:36:15Z,2021-09-26T00:36:15Z,15234972,NCT05043142,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-10,NA,NA,2021-09-13,2021-09-10,2021-09-14,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-17,Actual,"September 4, 2021",Actual,2021-09-04,September 2021,2021-09-30,"September 4, 2022",Anticipated,2022-09-04,"March 1, 2022",Anticipated,2022-03-01,NA,Observational,NA,,Safety and Immune Response of COVID-19 Vaccination in Patients With HIV Infection,Safety and Immune Response of COVID-19 Vaccination in Patients With HIV Infection,Recruiting,NA,NA,200,Anticipated,The Second Affiliated Hospital of Chongqing Medical University,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:15Z,2021-09-26T00:36:15Z,15234974,NCT05043129,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-09,NA,NA,2021-09-09,2021-09-09,2021-09-13,Actual,NA,NA,NA,NA,NA,NA,2021-09-09,2021-09-13,Actual,"April 19, 2021",Actual,2021-04-19,September 2021,2021-09-30,"December 31, 2022",Anticipated,2022-12-31,"October 31, 2022",Anticipated,2022-10-31,NA,Observational,NA,,A Prospective Virtual Study of Patient Reported Behaviors and Health Outcomes in Individuals With COVID-19,"Assessing Behavioral, Functional, and Clinical Patient-Reported Outcomes (PROs) in Subjects Diagnosed With COVID-19",Recruiting,NA,NA,1000,Anticipated,Everly Health,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:21Z,2021-09-26T00:36:21Z,15235079,NCT05042232,SARS-CoV-2 Acute Respiratory Disease,sars-cov-2 acute respiratory disease
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-09,NA,NA,2021-09-09,2021-09-09,2021-09-13,Actual,NA,NA,NA,NA,NA,NA,2021-09-09,2021-09-13,Actual,"March 19, 2021",Actual,2021-03-19,September 2021,2021-09-30,"October 1, 2022",Anticipated,2022-10-01,"December 31, 2021",Anticipated,2021-12-31,NA,Observational,NA,,A Prospective Virtual Study to Evaluate the Longevity of IgG Antibodies in Individuals Exposed to COVID-19,A Prospective Cohort Study of Immunoglobulin G (IgG) Dynamics Against SARS-Co,Recruiting,NA,NA,800,Anticipated,Everly Health,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:21Z,2021-09-26T00:36:21Z,15235085,NCT05042193,SARS-CoV-2 Acute Respiratory Disease,sars-cov-2 acute respiratory disease
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-08,NA,NA,2021-09-14,2021-09-09,2021-09-13,Actual,NA,NA,NA,NA,NA,NA,2021-09-14,2021-09-21,Actual,"July 28, 2021",Actual,2021-07-28,September 2021,2021-09-30,"September 12, 2021",Actual,2021-09-12,"August 11, 2021",Actual,2021-08-11,NA,Interventional,KOVIR,,Safety and Efficacy of KOVIR in the Combination Regimen With Background Treatment in COVID-19 Patients (KOVIR),A Study to Evaluate the Safety and Efficacy of KOVIR in the Combination Regimen With Background Treatment in COVID-19 Patients Without Symptoms of Acute Respiratory Distress,Completed,NA,N/A,66,Actual,Sunstar Joint Stock Company,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:22Z,2021-09-26T00:36:22Z,15235091,NCT05042141,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-19,NA,NA,2021-09-10,2021-09-10,2021-09-13,Actual,NA,NA,NA,NA,NA,NA,2021-09-10,2021-09-13,Actual,"March 1, 2021",Actual,2021-03-01,September 2021,2021-09-30,"November 30, 2021",Anticipated,2021-11-30,"October 30, 2021",Anticipated,2021-10-30,NA,Observational,NA,,Role of mHealth-based Interventions Including Social Media to Improve Childhood Immunization Coverage During COVID 19 Pandemic in Pakistan: Qualitative Study,Role of mHealth-based Interventions Including Social Media to Improve Childhood Immunization Coverage During COVID 19 Pandemic in Pakistan: Qualitative Study,Recruiting,NA,NA,80,Anticipated,Aga Khan University,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:23Z,2021-09-26T00:36:23Z,15235114,NCT05042011,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-08-01,NA,NA,2021-09-09,2021-09-09,2021-09-10,Actual,NA,NA,NA,NA,NA,NA,2021-09-09,2021-09-10,Actual,"April 17, 2020",Actual,2020-04-17,September 2021,2021-09-30,"December 31, 2021",Anticipated,2021-12-31,"February 8, 2021",Actual,2021-02-08,NA,Interventional,Dial-COVID,,PMMA vs Polysulfone in SARS-CoV-2 Infection Hemodialysis Patients,Comparison of Two Types of Dialyzers (PMMA vs Polysulfone) on Cytokine Extraction in Hemodialysis Patients and COVID Infection. A Multicenter Prospective Study,"Active, not recruiting",NA,N/A,12,Actual,FundaciÃ³n para la InvestigaciÃ³n del Hospital ClÃ­nico de Valencia,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:32Z,2021-09-26T00:36:32Z,15235331,NCT05040737,SARS-CoV-2 Infection,sars-cov-2 infection
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-09,NA,NA,2021-09-09,2021-09-09,2021-09-10,Actual,NA,NA,NA,NA,NA,NA,2021-09-09,2021-09-10,Actual,"May 28, 2021",Actual,2021-05-28,June 2021,2021-06-30,June 2022,Anticipated,2022-06-30,May 2022,Anticipated,2022-05-31,NA,Interventional,IVERCoV,,Evaluation of the Impact of the Administration of Single Dose of Ivermectin in the Early Phase of COVID-19,Evaluation of the Impact of the Administration of Single Dose of Ivermectin in the Early Phase of COVID-19 on the Time to Negativation of the SARS-COV-2 Viral Load Determinated by RT-PCR,"Active, not recruiting",NA,Phase 3,200,Anticipated,Raincy Montfermeil Hospital Group,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:32Z,2021-09-26T00:36:32Z,15235332,NCT05040724,To Assess the Reduction in the Viral Load of SARS-CoV-2 in Patients Receiving Ivermectin Compared to Those Receiving Standard Care,to assess the reduction in the viral load of sars-cov-2 in patients receiving ivermectin compared to those receiving standard care
"ClinicalTrials.gov processed this data on September 24, 2021",2021-08-25,NA,NA,2021-08-31,2021-08-31,2021-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-08-31,2021-09-09,Actual,"August 2, 2021",Actual,2021-08-02,August 2021,2021-08-31,February 2022,Anticipated,2022-02-28,September 2021,Anticipated,2021-09-30,NA,Interventional,NA,,"A Study o Evaluate the Safety, Tolerability, and Immunogenicity of MVC-COV1901, CT-COV-21 Sub-study","A Phase II, Prospective, Open-Label, Single-Center Study to Evaluate the Safety, Tolerability, and Immunogenicity of COVID-19 Vaccine Candidate MVC-COV1901, CT-COV-21 Sub-study","Active, not recruiting",NA,Phase 2,400,Anticipated,Medigen Vaccine Biologics Corp.,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:47Z,2021-09-26T00:36:47Z,15235645,NCT05038618,Covid19 Vaccine,covid19 vaccine
"ClinicalTrials.gov processed this data on September 24, 2021",2021-06-10,NA,NA,2021-09-07,2021-09-07,2021-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-09-07,2021-09-09,Actual,"May 1, 2020",Actual,2020-05-01,September 2021,2021-09-30,May 2022,Anticipated,2022-05-31,May 2022,Anticipated,2022-05-31,NA,Observational,NA,,Clinical and Immunological Responses After SARS-CoV-2 Infection Causing COVID-19,Longitudinal Observation of Clinical and Immunological Profiles After SARS-Cov-2 Infection,Enrolling by invitation,NA,NA,100,Anticipated,"Association ""Naso Sano"" Onlus",,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,"Sensitive clinical data from the patients will be collected. Therefore, it is not yet decided, if it will be possible to share IPD while preserving participant anonymity and privacy.",2021-09-26T00:36:48Z,2021-09-26T00:36:48Z,15235678,NCT05038475,SARS-CoV2 Infection,sars-cov2 infection
"ClinicalTrials.gov processed this data on September 24, 2021",2021-08-25,NA,NA,2021-09-06,2021-09-06,2021-09-08,Actual,NA,NA,NA,NA,NA,NA,2021-09-06,2021-09-08,Actual,"October 30, 2020",Actual,2020-10-30,August 2021,2021-08-31,"May 30, 2021",Actual,2021-05-30,"May 30, 2021",Actual,2021-05-30,NA,Interventional,NA,,COVID-19 Morbidity in Healthcare Workers and Vitamin D Supplementation,The Effect of Vitamin D Supplementation in Reducing COVID-19 Morbidity Among Healthcare Workers,Completed,NA,Phase 4,128,Actual,"Federal State Budgetary Institution, V. A. Almazov Federal North-West Medical Research Centre, of the Ministry of Health",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:57Z,2021-09-26T00:36:57Z,15235897,NCT05037253,COVID-19 Respiratory Infection,covid-19 respiratory infection
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-03,NA,NA,2021-09-06,2021-09-06,2021-09-08,Actual,NA,NA,NA,NA,NA,NA,2021-09-06,2021-09-08,Actual,"January 12, 2021",Actual,2021-01-12,September 2021,2021-09-30,"May 25, 2021",Actual,2021-05-25,"April 6, 2021",Actual,2021-04-06,NA,Interventional,NA,,Quercetin in the Prevention of Covid-19 Infection,"Randomized, Placebo-controlled Clinical Trial to Evaluate the Efficacy of an Oral Nutritional Supplement Based on Quercetin in the Prevention of Covid-19 Infection for a Duration of 3 Months",Completed,NA,N/A,80,Actual,Azienda di Servizi alla Persona di Pavia,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T00:36:57Z,2021-09-26T00:36:57Z,15235898,NCT05037240,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-06,NA,NA,2021-09-06,2021-09-06,2021-09-08,Actual,NA,NA,NA,NA,NA,NA,2021-09-06,2021-09-08,Actual,"June 1, 2020",Actual,2020-06-01,September 2021,2021-09-30,"June 30, 2021",Actual,2021-06-30,"June 30, 2021",Actual,2021-06-30,NA,Observational,NA,,COVID-19 : Stress Within Hospital Workers,Measure of Stress After the First Wave of Covid 19 Within Hospital Workers,Completed,NA,NA,779,Actual,"University Hospital, Montpellier",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NC,2021-09-26T00:36:57Z,2021-09-26T00:36:57Z,15235900,NCT05037214,COVID 19,covid 19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-09-07,NA,NA,2021-09-07,2021-09-07,2021-09-08,Actual,NA,NA,NA,NA,NA,NA,2021-09-07,2021-09-08,Actual,"August 10, 2021",Actual,2021-08-10,September 2021,2021-09-30,December 2022,Anticipated,2022-12-31,August 2022,Anticipated,2022-08-31,NA,Interventional,COVER,,Clinical Study of the Safety and Immunogenicity of a Recombinant Viral Vector AAV5 (Adeno-Associated Virus Type 5 )-RBD (Receptor Binding Domain)-S Vaccine for the Prevention of Coronavirus Infection (COVID-19),"A Randomized, Double-blind, Placebo-controlled, Adaptive, Seamless Phase I / II Clinical Study of the Safety and Immunogenicity of a Recombinant Viral Vector AAV5-RBD-S Vaccine for the Prevention of Coronavirus Infection (COVID-19)",Recruiting,NA,Phase 1/Phase 2,160,Anticipated,Biocad,,6,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T00:36:57Z,2021-09-26T00:36:57Z,15235906,NCT05037188,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-08-30,NA,NA,2021-09-03,2021-09-03,2021-09-08,Actual,NA,NA,NA,NA,NA,NA,2021-09-03,2021-09-08,Actual,"August 30, 2021",Actual,2021-08-30,September 2021,2021-09-30,March 2023,Anticipated,2023-03-31,March 2023,Anticipated,2023-03-31,NA,Interventional,NA,,A Trial Evaluating the Safety and Immunogenicity of 3 COVID-19 SARS-CoV-2 RNA Vaccines in Healthy Adults,"A Phase 1/2 Randomized, Observer-Blind Study of the Safety, Reactogenicity, and Immunogenicity of 3 SARS-CoV-2 RNA Vaccine Candidates in Adults Previously Vaccinated and Not Previously Vaccinated Against SARS-CoV-2",Recruiting,NA,Phase 1/Phase 2,72,Anticipated,"Arcturus Therapeutics, Inc.",,6,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Individual participant data will only be made available to study investigators at this time.,2021-09-26T00:36:58Z,2021-09-26T00:36:58Z,15235916,NCT05037097,Corona Virus Infection,corona virus infection
