nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,mesh_term,downcase_mesh_term,mesh_type
NA,2020-10-01,NA,NA,2021-09-29,2021-09-29,2021-10-01,Actual,NA,NA,NA,NA,NA,NA,2021-09-29,2021-10-01,Actual,"September 21, 2020",Actual,2020-09-21,September 2021,2021-09-30,"September 30, 2021",Anticipated,2021-09-30,"September 21, 2021",Anticipated,2021-09-21,NA,Observational,RPM,NA,Performance of a Remote Monitoring Program for Patients Diagnosed With COVID-19,Performance of a Remote Monitoring Program for Patients Diagnosed With COVID-19,Recruiting,NA,NA,500,Anticipated,George Washington University,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:17:48Z,2021-10-12T05:17:48Z,841253,NCT05063812,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-28,NA,NA,2021-09-28,2021-09-28,2021-09-29,Actual,NA,NA,NA,NA,NA,NA,2021-09-28,2021-09-29,Actual,"July 30, 2021",Actual,2021-07-30,September 2021,2021-09-30,"July 30, 2023",Anticipated,2023-07-30,"July 30, 2022",Anticipated,2022-07-30,NA,Interventional,COVID-IVAC,NA,SARS-CoV-2 Infection in COVID-19 Vaccinated Patients,Characterization of the Viral Genome and Humoral Immune Response in COVID-19 Vaccinated Patients With SARS-CoV-2 Infection,Recruiting,NA,Not Applicable,5000,Anticipated,Hospices Civils de Lyon,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T05:18:07Z,2021-10-12T05:18:07Z,842541,NCT05060939,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-29,NA,NA,2021-09-30,2021-09-29,2021-09-30,Actual,NA,NA,NA,NA,NA,NA,2021-09-30,2021-10-08,Actual,"July 9, 2020",Actual,2020-07-09,September 2021,2021-09-30,"December 1, 2020",Actual,2020-12-01,"December 1, 2020",Actual,2020-12-01,NA,Observational,NA,NA,Lung Ultrasound Changes in Covid 19 Patients Discharged From Hospital,Prospective Observational Study Looking at Lung Ultrasound Changes During Recovery From COVID19 Infection,Completed,NA,NA,23,Actual,Chelsea and Westminster NHS Foundation Trust,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:17:56Z,2021-10-12T05:17:56Z,841945,NCT05062603,Coronavirus Infections,coronavirus infections,mesh-list
NA,2021-09-16,NA,NA,2021-09-27,2021-09-27,2021-09-29,Actual,NA,NA,NA,NA,NA,NA,2021-09-27,2021-09-29,Actual,"September 16, 2021",Actual,2021-09-16,September 2021,2021-09-30,"October 31, 2021",Anticipated,2021-10-31,"October 31, 2021",Anticipated,2021-10-31,NA,Observational,Intub_prone,NA,Intubation Prediction in COVID-19 Patients Treated With Awake Prone Positioning,Intubation Prediction in Sars-CoV-2 Patients Treated With Awake Prone Positioning,Recruiting,NA,NA,35,Anticipated,University of Lausanne Hospitals,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:18:07Z,2021-10-12T05:18:07Z,842636,NCT05060926,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-24,NA,NA,2021-09-27,2021-09-27,2021-09-29,Actual,NA,NA,NA,NA,NA,NA,2021-09-27,2021-09-29,Actual,"September 24, 2021",Actual,2021-09-24,September 2021,2021-09-30,"September 24, 2022",Anticipated,2022-09-24,"December 24, 2021",Anticipated,2021-12-24,NA,Interventional,ADIVKT,NA,Impact of Immunosuppression Adjustment on COVID-19 Vaccination Response in Kidney Transplant Recipients,Impact of Immunosuppression Adjustment on the Immune Response to SARS-CoV-2 mRNA Vaccination in Kidney Transplant Recipients (ADIVKT),Recruiting,NA,Phase 4,50,Anticipated,"University of California, Davis",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:18:07Z,2021-10-12T05:18:07Z,842596,NCT05060991,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-08,NA,NA,2021-09-23,2021-09-23,2021-09-27,Actual,NA,NA,NA,NA,NA,NA,2021-09-23,2021-09-27,Actual,"July 1, 2021",Actual,2021-07-01,September 2021,2021-09-30,"October 31, 2021",Anticipated,2021-10-31,"September 7, 2021",Actual,2021-09-07,NA,Observational,NA,NA,Tocilizumab in Covid-19 Penumonia in Buenos Aires City,Tocilizumab for Treatment of SARS Cov2 Pneumonia. Experience in a Private Health Center Facility in Buenos Aires City.,"Active, not recruiting",NA,NA,100,Actual,Sanatorio Finochietto,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T05:18:28Z,2021-10-12T05:18:28Z,844173,NCT05057962,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-24,NA,NA,2021-09-25,2021-09-24,2021-09-27,Actual,NA,NA,NA,NA,NA,NA,2021-09-25,2021-10-01,Actual,"September 23, 2021",Actual,2021-09-23,September 2021,2021-09-30,"August 30, 2022",Anticipated,2022-08-30,"July 1, 2022",Anticipated,2022-07-01,NA,Observational,NA,NA,"Does the COVID-19 Vaccination Rate Change According to the Education, Income, Culture Level, Prosociality ?","""Change of COVID-19 Vaccination Rate According to the Education, Income, Culture Level, Social Mindfulness and Prosociality """,Recruiting,NA,NA,112,Anticipated,Hacettepe University,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,"In 8 months, the investigators will calculate correlation of variables(Education, income, culture level, social mindfulness and prosociality)",2021-10-12T05:18:33Z,2021-10-12T05:18:33Z,844596,NCT05057208,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-20,NA,NA,2021-09-29,2021-09-28,2021-09-29,Actual,NA,NA,NA,NA,NA,NA,2021-09-29,2021-10-06,Actual,"September 14, 2021",Actual,2021-09-14,September 2021,2021-09-30,"June 30, 2022",Anticipated,2022-06-30,"September 14, 2021",Actual,2021-09-14,NA,Interventional,NA,NA,The School SPIT Study - COVID-19 Testing in Secondary Schools,The School SPIT Study (Saliva to Promote Improved Testing): A Prospective Evaluation of a Home Saliva Testing Program for COVID-19 Implemented With a Stepped-wedge Cluster Randomized Design in Secondary Schools.,"Active, not recruiting",NA,Not Applicable,60,Anticipated,The Hospital for Sick Children,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T05:18:09Z,2021-10-12T05:18:09Z,842924,NCT05060510,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-22,NA,NA,2021-09-27,2021-09-27,2021-09-28,Actual,NA,NA,NA,NA,NA,NA,2021-09-27,2021-09-28,Actual,"October 1, 2021",Anticipated,2021-10-01,September 2021,2021-09-30,"December 1, 2022",Anticipated,2022-12-01,"October 1, 2022",Anticipated,2022-10-01,NA,Observational,NA,NA,Assessment of Clinical Effects of Coenzyme Q10 Levels in COVID-19 Patients in Intensive Care Unit,Our Study Will be Carried Out in Hacettepe University Anesthesiology and Reanimation Intensive Care Unit. COVID-19 Positive or Suspected Patients Will be Admitted to the Unit. Coenzyme Q10 Levels Will be Checked in the First Day of Hospitalization and Once a Week. The Relationship Between Results and Clinical Course Will be Evaluated.,Recruiting,NA,NA,150,Anticipated,Hacettepe University,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T05:18:23Z,2021-10-12T05:18:23Z,843867,NCT05058716,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-20,NA,NA,2021-09-28,2021-09-28,2021-09-29,Actual,NA,NA,NA,NA,NA,NA,2021-09-28,2021-09-29,Actual,"October 27, 2020",Actual,2020-10-27,September 2021,2021-09-30,"August 31, 2022",Anticipated,2022-08-31,"January 31, 2022",Anticipated,2022-01-31,NA,Observational,DYNAMOCovid-19,NA,DYNamic Assessment of Multi Organ Level Dysfunction in Patients Recovering From Covid-19,DYNamic Assessment of Multi Organ Level Dysfunction in Patients Recovering From Covid-19,Recruiting,NA,NA,40,Anticipated,University of Nottingham,NA,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"Blood samples: Full blood count, renal function including eGFR, troponin, brain natriuretic peptide, glycosylated haemoglobin, liver function, ferritin, creatine kinase (CK), clotting and international normalized ratio (INR), TNF-alpha, IL-6 and CRP

Muscle biopsy: citrate synthetase",NA,NA,NA,Undecided,NA,2021-10-12T05:18:09Z,2021-10-12T05:18:09Z,842857,NCT05060497,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-21,NA,NA,2021-09-23,2021-09-23,2021-09-27,Actual,NA,NA,NA,NA,NA,NA,2021-09-23,2021-09-27,Actual,"July 10, 2021",Actual,2021-07-10,September 2021,2021-09-30,"November 1, 2021",Anticipated,2021-11-01,"October 20, 2021",Anticipated,2021-10-20,NA,Interventional,NA,NA,The Development of a COVID19 Oral Vaccine Consisting of Bacillus Subtilis Spores,The Development of a COVID19 Oral Vaccine Consisting of Bacillus Subtilis Spores Expressing and Displaying the Receptor Binding Domain of Spike Protein of SARS-COV2,Recruiting,NA,Not Applicable,30,Anticipated,DreamTec Research Limited,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T05:18:26Z,2021-10-12T05:18:26Z,844094,NCT05057923,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-17,NA,NA,2021-09-25,2021-09-25,2021-09-28,Actual,NA,NA,NA,NA,NA,NA,2021-09-25,2021-09-28,Actual,"September 1, 2021",Actual,2021-09-01,September 2021,2021-09-30,"September 1, 2022",Anticipated,2022-09-01,"July 1, 2022",Anticipated,2022-07-01,NA,Observational,ME,NA,Long-term Sequelae of COVID-19 (Myalgic Encephalomyelitis): An International Cross-Sectional Study,Long-term Sequelae of COVID-19 (Myalgic Encephalomyelitis): An International Cross-Sectional Study,Recruiting,NA,NA,20000,Anticipated,Alexandria University,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,"There will be no information collected that may in any way identify our patients, data will be collected via Google sheet our local collaborators will make sure all entered data is true and there is no misleading data.

The questionnaire itself is online self administered.",2021-10-12T05:18:18Z,2021-10-12T05:18:18Z,843501,NCT05059184,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-20,NA,NA,2021-09-27,2021-09-20,2021-09-24,Actual,NA,NA,NA,NA,NA,NA,2021-09-27,2021-10-04,Actual,"September 14, 2021",Actual,2021-09-14,September 2021,2021-09-30,"June 30, 2022",Anticipated,2022-06-30,"September 14, 2021",Actual,2021-09-14,NA,Interventional,NA,NA,The School SPIT Study - Elementary Schools in High COVID-19 Incidence Regions,The School SPIT Study (Saliva to Promote Improved Testing): A Prospective Evaluation of a Home Saliva Testing Program Implemented With a Stepped-wedge Cluster Randomized Design in Elementary Schools in High SARS-CoV-2 Incidence Regions,"Active, not recruiting",NA,Not Applicable,120,Anticipated,The Hospital for Sick Children,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T05:18:45Z,2021-10-12T05:18:45Z,845505,NCT05055492,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-24,NA,NA,2021-09-24,2021-09-24,2021-09-27,Actual,NA,NA,NA,NA,NA,NA,2021-09-24,2021-09-27,Actual,"September 27, 2021",Anticipated,2021-09-27,September 2021,2021-09-30,"December 31, 2023",Anticipated,2023-12-31,"December 31, 2022",Anticipated,2022-12-31,NA,Interventional,NA,NA,Third Dose of mRNA Vaccination to Boost COVID-19 Immunity,"mRNA Vaccination to Boost Antibodies Against SARS-CoV-2 in Recipients of Inactivated Vaccines (the ""mBoost"" Study)",Recruiting,NA,Phase 4,100,Anticipated,The University of Hong Kong,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,NA,2021-10-12T05:18:32Z,2021-10-12T05:18:32Z,844432,NCT05057182,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-24,NA,NA,2021-09-24,2021-09-24,2021-09-28,Actual,NA,NA,NA,NA,NA,NA,2021-09-24,2021-09-28,Actual,"June 15, 2021",Actual,2021-06-15,September 2021,2021-09-30,"May 6, 2022",Anticipated,2022-05-06,"May 6, 2022",Anticipated,2022-05-06,NA,Observational,MEADOWSPRING,NA,A Six-Month Follow-Up Study of Participants With Coronavirus Disease 2019 (COVID-19) Previously Enrolled in a RO7496998 (AT-527) Study,"A Multicenter, Observational, 6-Month Follow-up Study of Patients With COVID-19 Previously Enrolled in a RO7496998 (AT-527) Study",Recruiting,NA,NA,1040,Anticipated,"Atea Pharmaceuticals, Inc.",NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Qualified researchers may request access to individual patient level data through the clinical study data request platform (www.vivli.org). Further details on Roche's criteria for eligible studies are available here (https://vivli.org/ourmember/roche/). For further details on Roche's Global Policy on the Sharing of Clinical Information and how to request access to related clinical study documents, see here (https://www.roche.com/research_and_development/who_we_are_how_we_work/clinical_trials/our_commitment_to_data_sharing.htm)",2021-10-12T05:18:19Z,2021-10-12T05:18:19Z,843570,NCT05059080,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-23,NA,NA,2021-09-23,2021-09-23,2021-09-27,Actual,NA,NA,NA,NA,NA,NA,2021-09-23,2021-09-27,Actual,"June 1, 2021",Actual,2021-06-01,September 2021,2021-09-30,"January 31, 2022",Anticipated,2022-01-31,"December 31, 2021",Anticipated,2021-12-31,NA,Observational,NA,NA,Antibody After COVID-19 Vaccination,Antibody Response After COVID-19 Vaccination in Chronic Kidney Disease and Kidney Transplant Patients,"Active, not recruiting",NA,NA,140,Anticipated,Bangkok Metropolitan Administration Medical College and Vajira Hospital,NA,NA,5,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,after publication is accepted and indefinitely,additional data related to this paper may be requested from the corresponding author,NA,Yes,The data that present in this study will be deposited in Mendeley osother data repository sited as appropriate,2021-10-12T05:18:26Z,2021-10-12T05:18:26Z,844106,NCT05057936,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-25,NA,NA,2021-09-30,2021-09-25,2021-09-28,Actual,NA,NA,NA,NA,NA,NA,2021-09-30,2021-10-08,Actual,"July 15, 2021",Actual,2021-07-15,September 2021,2021-09-30,March 2022,Anticipated,2022-03-31,December 2021,Anticipated,2021-12-31,NA,Interventional,NA,NA,Non-invasive Nervus Vagus Stimulation in Patients With COVID-19 and ARDS,"Noninvasive Vagal Nerve Stimulation in Patients With COVID-19 and ARDS for the Reduction of Respiratory, Hemodynamic and Neuropsychiatric Complications",Recruiting,NA,Not Applicable,20,Anticipated,Vienna Hospital Association,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:18:21Z,2021-10-12T05:18:21Z,843724,NCT05058742,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-20,NA,NA,2021-09-22,2021-09-22,2021-09-24,Actual,NA,NA,NA,NA,NA,NA,2021-09-22,2021-09-24,Actual,"August 10, 2020",Actual,2020-08-10,September 2021,2021-09-30,December 2021,Anticipated,2021-12-31,"December 31, 2020",Actual,2020-12-31,NA,Observational,NA,NA,Evaluation of Peripheral Muscle With Ultrassonografic of Critical Patients With Covid-19,Evaluation of Peripheral Muscle With Ultrassonografic of Critical Patients With Covid-19,Recruiting,NA,NA,30,Anticipated,University of Pernambuco,NA,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:18:45Z,2021-10-12T05:18:45Z,845457,NCT05055440,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-24,NA,NA,2021-09-24,2021-09-24,2021-09-28,Actual,NA,NA,NA,NA,NA,NA,2021-09-24,2021-09-28,Actual,"June 1, 2021",Actual,2021-06-01,September 2021,2021-09-30,"October 30, 2022",Anticipated,2022-10-30,"June 1, 2022",Anticipated,2022-06-01,NA,Interventional,NA,NA,"EFFECTIVENESS, SAFETY AND IMMUNOGENICITY OF THE HALF DOSE OF THE VACCINE ChadOx1 nCoV-19 (AZD1222) for COVID-19","EFFECTIVENESS, SAFETY AND IMMUNOGENICITY OF THE HALF DOSE OF THE VACCINE ChadOx1 nCoV-19 (AZD1222) for COVID-19",Recruiting,NA,Phase 2/Phase 3,29637,Anticipated,Federal University of Espirito Santo,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T05:18:18Z,2021-10-12T05:18:18Z,843543,NCT05059106,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-20,NA,NA,2021-09-27,2021-09-20,2021-09-24,Actual,NA,NA,NA,NA,NA,NA,2021-09-27,2021-10-04,Actual,"September 14, 2021",Actual,2021-09-14,September 2021,2021-09-30,"June 30, 2022",Anticipated,2022-06-30,"September 14, 2021",Actual,2021-09-14,NA,Interventional,NA,NA,The School SPIT Study - Elementary Schools in Low COVID-19 Incidence Regions,The School SPIT Study (Saliva to Promote Improved Testing): A Prospective Evaluation of a Home Saliva Testing Program Implemented With a Stepped-wedge Cluster Randomized Design in Elementary Schools in Low SARS-CoV-2 Incidence Regions,"Active, not recruiting",NA,Not Applicable,120,Anticipated,The Hospital for Sick Children,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T05:18:45Z,2021-10-12T05:18:45Z,845543,NCT05055505,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-21,NA,NA,2021-09-23,2021-09-23,2021-09-24,Actual,NA,NA,NA,NA,NA,NA,2021-09-23,2021-09-24,Actual,"August 20, 2021",Actual,2021-08-20,September 2021,2021-09-30,"August 20, 2022",Anticipated,2022-08-20,"December 20, 2021",Anticipated,2021-12-20,NA,Interventional,NA,NA,Efficacy Evaluation of Shen Cao Gan Jiang Tang on Mild and Moderate COVID-19 Patients,"Efficacy of Shen Cao Gan Jiang Tang (Gan Cao Gan Jiang Tang With Ginseng) on Mild and Moderate COVID-19 Patients: A Multicenter, Prospective, Randomized Controlled Trial",Recruiting,NA,Phase 2/Phase 3,300,Anticipated,University of Medicine and Pharmacy at Ho Chi Minh City,NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:18:45Z,2021-10-12T05:18:45Z,845481,NCT05055427,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-17,NA,NA,2021-09-20,2021-09-17,2021-09-20,Actual,NA,NA,NA,NA,NA,NA,2021-09-20,2021-09-22,Actual,"May 21, 2021",Actual,2021-05-21,September 2021,2021-09-30,"August 20, 2023",Anticipated,2023-08-20,"August 20, 2023",Anticipated,2023-08-20,NA,Observational,NA,NA,Characterization and Durability of COVID-19 Vaccine Induced Immune Responses in Healthcare/Frontline Workers,Characterization and Durability of COVID-19 Vaccine Induced Immune Responses in Healthcare/Frontline Workers,Recruiting,NA,NA,150,Anticipated,"Tuberculosis Research Centre, India",NA,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:19:27Z,2021-10-12T05:19:27Z,848406,NCT05049187,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-13,NA,NA,2021-09-13,2021-09-13,2021-09-20,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-20,Actual,"August 7, 2021",Actual,2021-08-07,September 2021,2021-09-30,"February 3, 2022",Anticipated,2022-02-03,"August 23, 2021",Actual,2021-08-23,NA,Interventional,NA,NA,Booster Immunization Study of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01),A Clinical Study to Evaluate the Immunogenicity and Safety of the Third Dose Booster Immunization of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) in Healthy Participants,"Active, not recruiting",NA,Phase 1,43,Actual,Livzon Pharmaceutical Group Inc.,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T05:19:20Z,2021-10-12T05:19:20Z,848019,NCT05050474,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-09-16,NA,NA,2021-09-16,2021-09-16,2021-09-17,Actual,NA,NA,NA,NA,NA,NA,2021-09-16,2021-09-17,Actual,"September 20, 2021",Anticipated,2021-09-20,September 2021,2021-09-30,"October 30, 2021",Anticipated,2021-10-30,"October 20, 2021",Anticipated,2021-10-20,NA,Observational,NA,NA,"High-dose, Short-term Steroid and Low-dose Long-term Steroid Use in ARDS Caused by COVID-19","Comparison of High-dose, Short-term Steroid and Low-dose Long-term Steroid Use in ARDS Caused by COVID-19 - Retrospective Cross-sectional Study",Recruiting,NA,NA,200,Anticipated,Biruni University,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:19:37Z,2021-10-12T05:19:37Z,849159,NCT05047874,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-04-12,NA,NA,2021-09-13,2021-09-13,2021-09-16,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-16,Actual,"April 1, 2020",Actual,2020-04-01,September 2021,2021-09-30,"December 31, 2020",Actual,2020-12-31,"December 31, 2020",Actual,2020-12-31,NA,Observational,NA,NA,Effectiveness of Convalescent Plasma Therapy in 8 Non-Intubated COVID-19 Patients in Indonesia: A Case Series,Effectiveness of Convalescent Plasma Therapy in 8 Non-Intubated COVID-19 Patients in Indonesia: A Case Series,Completed,NA,NA,8,Actual,Maranatha Christian University,NA,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T05:19:45Z,2021-10-12T05:19:45Z,849790,NCT05046652,Coronavirus Infections,coronavirus infections,mesh-ancestor
